Species,Individual,Indiv_Sample,Family,Genus,Leaf toughness,Phenolics,Tannin
Elaeocarpus chinensis,CSP9-Ela chi-369692,3,Elaeocarpaceae,Elaeocarpus,0.274582,108.420497,261.802719
Elaeocarpus chinensis,Site B-Ela chi-M21-0319,4,Elaeocarpaceae,Elaeocarpus,0.215743,102.7214356,124.2366579
Elaeocarpus chinensis,CSP9-Ela chi-369692,2,Elaeocarpaceae,Elaeocarpus,0.215743,105.7847766,245.0142339
Elaeocarpus chinensis,Site B-Ela chi-F26-0114,1,Elaeocarpaceae,Elaeocarpus,0.2255495,124.6979745,219.2948442
Elaeocarpus chinensis,CSP9-Ela chi-369692,4,Elaeocarpaceae,Elaeocarpus,0.2451625,117.106227,211.1935236
Elaeocarpus chinensis,Site B-Ela chi-E25-1619,4,Elaeocarpaceae,Elaeocarpus,0.2059365,97.05574791,240.4795975
Elaeocarpus chinensis,Site B-Ela chi-J24-0702,5,Elaeocarpaceae,Elaeocarpus,0.1863235,97.49960583,164.9933898
Elaeocarpus chinensis,Site B-Ela chi-J24-0702,4,Elaeocarpaceae,Elaeocarpus,0.215743,77.55419007,108.1341851
Elaeocarpus chinensis,Site B-Ela chi-J24-0702,7,Elaeocarpaceae,Elaeocarpus,0.215743,105.3366408,75.68138637
Elaeocarpus chinensis,Site B-Ela chi-J24-0702,6,Elaeocarpaceae,Elaeocarpus,0.1863235,97.07952032,202.2689453
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0804,2,Elaeocarpaceae,Elaeocarpus,0.235356,94.8966893,142.4073796
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0804,3,Elaeocarpaceae,Elaeocarpus,0.274582,87.30178768,39.7130588
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0804,4,Elaeocarpaceae,Elaeocarpus,0.2255495,107.0345394,207.9431
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0804,5,Elaeocarpaceae,Elaeocarpus,0.274582,110.3475598,222.7620767
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0804,6,Elaeocarpaceae,Elaeocarpus,0.215743,97.67432952,149.8349442
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0804,7,Elaeocarpaceae,Elaeocarpus,0.215743,114.6526648,105.952411
Elaeocarpus glabripetalus,Site B-Ela gla-J22-0117,6,Elaeocarpaceae,Elaeocarpus,0.353034,105.0848024,141.6838362
Elaeocarpus glabripetalus,Site B-Ela gla-J22-0117,7,Elaeocarpaceae,Elaeocarpus,0.372647,102.1709232,35.55175234
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0804,1,Elaeocarpaceae,Elaeocarpus,0.294195,126.9032629,201.8870837
Elaeocarpus glabripetalus,Site B-Ela gla-I22-1904,1,Elaeocarpaceae,Elaeocarpus,0.411873,108.5660583,261.6720215
Elaeocarpus glabripetalus,Site B-Ela gla-I22-1904,2,Elaeocarpaceae,Elaeocarpus,0.313808,116.6202908,233.9533614
Elaeocarpus glabripetalus,Site B-Ela gla-I22-1904,3,Elaeocarpaceae,Elaeocarpus,0.294195,110.6145397,265.0427317
Elaeocarpus glabripetalus,Site B-Ela gla-I22-1904,4,Elaeocarpaceae,Elaeocarpus,0.313808,113.5733261,114.0154998
Elaeocarpus glabripetalus,Site B-Ela gla-I22-1904,5,Elaeocarpaceae,Elaeocarpus,0.3628405,122.6707355,70.42919632
Elaeocarpus glabripetalus,Site B-Ela gla-I22-1904,6,Elaeocarpaceae,Elaeocarpus,0.333421,110.3076565,153.559697
Elaeocarpus glabripetalus,Site B-Ela gla-I22-1904,7,Elaeocarpaceae,Elaeocarpus,0.215743,117.8177371,99.72804098
Elaeocarpus glabripetalus,Site B-Ela gla-J22-1615,1,Elaeocarpaceae,Elaeocarpus,0.2843885,109.9155453,131.609786
Elaeocarpus glabripetalus,Site B-Ela gla-J22-1615,2,Elaeocarpaceae,Elaeocarpus,0.333421,110.4382618,101.0204192
Elaeocarpus glabripetalus,Site B-Ela gla-J22-1615,3,Elaeocarpaceae,Elaeocarpus,0.254969,102.8611801,148.5453238
Elaeocarpus glabripetalus,Site B-Ela gla-J22-1615,4,Elaeocarpaceae,Elaeocarpus,0.294195,102.6797618,76.91052552
Elaeocarpus glabripetalus,Site B-Ela gla-J22-1615,5,Elaeocarpaceae,Elaeocarpus,0.274582,98.519216,99.72280189
Elaeocarpus glabripetalus,Site B-Ela gla-J22-1615,7,Elaeocarpaceae,Elaeocarpus,0.294195,114.4458905,75.35002734
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0109,1,Elaeocarpaceae,Elaeocarpus,0.2843885,97.4989444,154.5851533
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0109,2,Elaeocarpaceae,Elaeocarpus,0.215743,113.630854,161.2910368
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0109,3,Elaeocarpaceae,Elaeocarpus,0.274582,107.6272385,85.46329149
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0109,4,Elaeocarpaceae,Elaeocarpus,0.2255495,121.7681438,36.35494625
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0109,5,Elaeocarpaceae,Elaeocarpus,0.254969,120.019811,148.8561467
Elaeocarpus glabripetalus,Site B-Ela gla-I22-0109,7,Elaeocarpaceae,Elaeocarpus,0.2843885,117.3341803,56.17979963
Elaeocarpus glabripetalus,Site B-Ela gla-J22-0117,1,Elaeocarpaceae,Elaeocarpus,0.254969,98.65321296,135.4074234
Elaeocarpus glabripetalus,Site B-Ela gla-J22-0117,2,Elaeocarpaceae,Elaeocarpus,0.254969,100.4736495,115.4498073
Elaeocarpus glabripetalus,Site B-Ela gla-J22-0117,3,Elaeocarpaceae,Elaeocarpus,0.353034,90.7506681,163.9920925
Elaeocarpus glabripetalus,Site B-Ela gla-J22-0117,4,Elaeocarpaceae,Elaeocarpus,0.3236145,127.7142702,130.0856371
Elaeocarpus glabripetalus,Site B-Ela gla-J22-0117,5,Elaeocarpaceae,Elaeocarpus,0.3040015,98.41192116,87.63599928
Elaeocarpus japonicus,Site B-Ela jap-F23-1310,6,Elaeocarpaceae,Elaeocarpus,0.254969,113.1604769,318.5960162
Elaeocarpus japonicus,Site B-Ela jap-F23-1310,5,Elaeocarpaceae,Elaeocarpus,0.19613,118.3948789,195.3850476
Elaeocarpus japonicus,Site B-Ela jap-F23-1310,3,Elaeocarpaceae,Elaeocarpus,0.235356,105.2675603,142.2372176
Elaeocarpus japonicus,Site B-Ela jap-Q25-0011,5,Elaeocarpaceae,Elaeocarpus,0.36774375,131.2833085,232.3721214
Elaeocarpus japonicus,Site B-Ela jap-Q25-0011,6,Elaeocarpaceae,Elaeocarpus,0.224732292,141.5728818,226.0293282
Elaeocarpus japonicus,Site B-Ela jap-F23-1310,1,Elaeocarpaceae,Elaeocarpus,0.294195,114.6594344,116.8420907
Elaeocarpus japonicus,Site B-Ela jap-F23-1310,4,Elaeocarpaceae,Elaeocarpus,0.2843885,128.4192166,2.972340199
Elaeocarpus japonicus,Site B-Ela jap-F23-0407,7,Elaeocarpaceae,Elaeocarpus,0.294195,119.125992,142.9292326
Elaeocarpus japonicus,Site B-Ela jap-Q25-0011,2,Elaeocarpaceae,Elaeocarpus,0.2255495,143.8352552,302.0376629
Elaeocarpus japonicus,Site B-Ela jap-F23-0407,5,Elaeocarpaceae,Elaeocarpus,0.215743,107.0415951,75.88449907
Elaeocarpus japonicus,Site B-Ela jap-F23-1310,2,Elaeocarpaceae,Elaeocarpus,0.2647755,83.39734045,44.44438439
Elaeocarpus japonicus,Site B-Ela jap-Q25-0011,4,Elaeocarpaceae,Elaeocarpus,0.3040015,134.9617277,139.6241127
Elaeocarpus japonicus,Site B-Ela jap-F23-0407,6,Elaeocarpaceae,Elaeocarpus,0.2843885,90.24383734,151.7875223
Elaeocarpus japonicus,Site B-Ela jap-F23-0407,1,Elaeocarpaceae,Elaeocarpus,0.235356,114.6247744,295.1270116
Elaeocarpus japonicus,Site B-Ela jap-F23-1310,7,Elaeocarpaceae,Elaeocarpus,0.2059365,118.4891851,301.5316073
Elaeocarpus japonicus,Site B-Ela jap-Q25-0011,3,Elaeocarpaceae,Elaeocarpus,0.25006575,173.3079521,315.1547884
Elaeocarpus japonicus,Site B-Ela jap-Q25-0011,1,Elaeocarpaceae,Elaeocarpus,0.3040015,151.1978338,299.7266905
Elaeocarpus japonicus,Site B-Ela jap-F23-0407,4,Elaeocarpaceae,Elaeocarpus,0.3040015,104.2713807,173.6788241
Elaeocarpus japonicus,Site B-Ela jap-Q25-0011,7,Elaeocarpaceae,Elaeocarpus,0.214517188,132.8044163,309.4658773
Elaeocarpus japonicus,Site B-Ela jap-F23-0407,2,Elaeocarpaceae,Elaeocarpus,0.274582,108.8253957,281.2356003
Elaeocarpus japonicus,Site B-Ela jap-F23-0407,3,Elaeocarpaceae,Elaeocarpus,0.2647755,115.683708,265.5852539
Eurya muricata,Site B-Eur mur-N14-0806,5,Theaceae,Eurya,0.823746,145.7906735,192.1736067
Eurya muricata,Site B-Eur mur-N14-0806,1,Theaceae,Eurya,0.862972,111.213816,108.7196649
Eurya muricata,Site B-Eur mur-N14-0806,4,Theaceae,Eurya,0.921811,119.6223899,75.25644531
Eurya muricata,Site B-Eur mur-N14-0806,3,Theaceae,Eurya,0.8335525,136.0842658,116.3472087
Eurya muricata,CSP20-Eur mur-NoTag,7,Theaceae,Eurya,1.117941,125.7705682,80.52678523
Eurya muricata,Site A-Eur mur-P20-1517,6,Theaceae,Eurya,0.333421,83.60536834,250.3472873
Eurya muricata,Site A-Eur mur-P20-1517,5,Theaceae,Eurya,0.274582,83.76965626,200.2828856
Eurya muricata,Site B-Eur mur-N14-0806,6,Theaceae,Eurya,0.804133,135.9402647,283.4794527
Eurya muricata,CSP20-Eur mur-NoTag,5,Theaceae,Eurya,1.117941,126.3303439,102.2720754
Eurya muricata,CSP20-Eur mur-NoTag,6,Theaceae,Eurya,1.078715,118.742998,19.98368611
Eurya muricata,Site A-Eur mur-N14-0409,3,Theaceae,Eurya,0.509938,112.5759024,125.9942896
Eurya muricata,Site A-Eur mur-N14-0409,6,Theaceae,Eurya,0.6962615,115.4543048,108.2649152
Eurya muricata,Site B-Eur mur-N14-0806,2,Theaceae,Eurya,0.902198,145.9688697,136.2716352
Eurya muricata,CSP20-Eur mur-NoTag,4,Theaceae,Eurya,1.019876,123.4253854,116.8460955
Eurya muricata,CSP20-Eur mur-NoTag,2,Theaceae,Eurya,1.117941,108.0110396,154.4676011
Eurya muricata,Site B-Eur mur-N14-0806,7,Theaceae,Eurya,0.823746,114.0354592,94.78468148
Eurya muricata,Site A-Eur mur-N14-0409,4,Theaceae,Eurya,0.706068,126.5982383,54.30956024
Eurya muricata,Site A-Eur mur-P20-1517,7,Theaceae,Eurya,0.294195,77.39061354,232.3672965
Eurya muricata,CSP20-Eur mur-NoTag,1,Theaceae,Eurya,1.137554,111.4661978,76.69543582
Eurya muricata,Site A-Eur mur-P20-1517,3,Theaceae,Eurya,0.3628405,111.4735685,138.5289711
Eurya muricata,Site A-Eur mur-N14-0409,2,Theaceae,Eurya,0.608003,117.1225178,175.1000174
Eurya muricata,Site A-Eur mur-N14-0409,7,Theaceae,Eurya,0.706068,112.7376875,206.2210244
Eurya muricata,Site A-Eur mur-P20-1517,4,Theaceae,Eurya,0.3040015,119.8187113,196.8783837
Eurya muricata,Site A-Eur mur-P20-1517,2,Theaceae,Eurya,0.353034,124.6184101,170.880974
Eurya muricata,CSP20-Eur mur-NoTag,3,Theaceae,Eurya,1.059102,120.413922,75.03684854
Eurya muricata,Site A-Eur mur-P20-1517,1,Theaceae,Eurya,0.3236145,139.8350057,108.1055602
Eurya muricata,Site A-Eur mur-N14-0409,5,Theaceae,Eurya,0.608003,79.56814639,237.7944128
Eurya muricata,Site A-Eur mur-N14-0409,1,Theaceae,Eurya,0.686455,97.09371887,213.3292323
Gardenia jasminoides,Site B-Gar jas-N14-0708,3,Rubiaceae,Gardenia,0.608003,132.4960123,280.296261
Gardenia jasminoides,Site A-Gar jas-G27-1819,4,Rubiaceae,Gardenia,0.411873,138.4836293,149.8929784
Gardenia jasminoides,Site A-Gar jas-G27-1819,3,Rubiaceae,Gardenia,0.4805185,138.6840428,250.9477986
Gardenia jasminoides,Site B-Gar jas-M12-1709,5,Rubiaceae,Gardenia,0.706068,119.2047712,160.9394981
Gardenia jasminoides,Site B-Gar jas-N14-0708,2,Rubiaceae,Gardenia,0.6374225,127.5282473,363.6302723
Gardenia jasminoides,Site A-Gar jas-G27-1819,1,Rubiaceae,Gardenia,0.490325,120.6220975,207.0291708
Gardenia jasminoides,Site B-Gar jas-M12-1709,7,Rubiaceae,Gardenia,0.686455,102.6469723,131.2571957
Gardenia jasminoides,Site A-Gar jas-G27-1819,5,Rubiaceae,Gardenia,0.529551,122.0513469,236.2917199
Gardenia jasminoides,Site B-Gar jas-M12-1709,6,Rubiaceae,Gardenia,0.509938,123.0522482,274.0735706
Gardenia jasminoides,Site B-Gar jas-N14-0708,5,Rubiaceae,Gardenia,0.647229,118.1365004,287.0720915
Gardenia jasminoides,Site A-Gar jas-G27-1819,7,Rubiaceae,Gardenia,0.549164,133.6924094,255.2776696
Gardenia jasminoides,Site B-Gar jas-M12-1709,4,Rubiaceae,Gardenia,0.706068,116.5195505,278.1044737
Gardenia jasminoides,Site B-Gar jas-N14-0708,4,Rubiaceae,Gardenia,0.647229,126.6104166,315.7940071
Gardenia jasminoides,Site B-Gar jas-N14-0708,1,Rubiaceae,Gardenia,0.5589705,94.4183033,195.8406165
Gardenia jasminoides,Site B-Gar jas-M12-1709,2,Rubiaceae,Gardenia,0.5981965,100.7208362,286.6689068
Gardenia jasminoides,Site B-Gar jas-M12-1709,1,Rubiaceae,Gardenia,0.725681,121.8493194,314.849739
Gardenia jasminoides,Site B-Gar jas-N14-0708,6,Rubiaceae,Gardenia,0.6374225,142.2054795,186.527467
Gardenia jasminoides,Site B-Gar jas-M12-1709,3,Rubiaceae,Gardenia,0.6766485,104.3414266,293.452286
Gardenia jasminoides,Site B-Gar jas-N14-0708,7,Rubiaceae,Gardenia,0.706068,107.5571742,357.357951
Ilex elmerrilliana,CSP4-Ile elm-363915,3,Aquifoliaceae,Ilex,0.868283854,147.6674878,200.3321308
Ilex elmerrilliana,CSP13-Ile elm-371506,1,Aquifoliaceae,Ilex,0.882585,124.472685,119.3463714
Ilex elmerrilliana,CSP4-Ile elm-363915,2,Aquifoliaceae,Ilex,0.8531655,116.9850761,96.98483108
Ilex elmerrilliana,CSP13-Ile elm-371506,3,Aquifoliaceae,Ilex,0.804133,131.8288564,90.97651278
Ilex elmerrilliana,CSP4-Ile elm-363915,4,Aquifoliaceae,Ilex,0.930616837,135.2414135,183.5617516
Ilex elmerrilliana,CSP4-Ile elm-363915,1,Aquifoliaceae,Ilex,0.98065,118.1478643,243.9447287
Ilex elmerrilliana,CSP13-Ile elm-371506,7,Aquifoliaceae,Ilex,0.666842,135.4913315,168.9746827
Ilex elmerrilliana,CSP4-Ile elm-363915,7,Aquifoliaceae,Ilex,0.876325532,119.5354777,186.6450224
Ilex elmerrilliana,CSP13-Ile elm-371506,4,Aquifoliaceae,Ilex,0.745294,105.6342116,180.3329928
Ilex elmerrilliana,CSP4-Ile elm-363915,6,Aquifoliaceae,Ilex,0.98065,138.7092319,50.55865211
Ilex elmerrilliana,CSP13-Ile elm-371506,6,Aquifoliaceae,Ilex,0.804133,115.622385,6.421537321
Ilex elmerrilliana,CSP13-Ile elm-371506,2,Aquifoliaceae,Ilex,0.882585,132.0025249,175.5424132
Ilex elmerrilliana,CSP13-Ile elm-371506,5,Aquifoliaceae,Ilex,0.9120045,105.9591594,124.8848922
Itea chinensis,CSP21-Ite chi-NoTag,5,Saxifragaceae,Itea,0.58839,138.095807,229.1300581
Itea chinensis,CSP9-Ite chi-369642,6,Saxifragaceae,Itea,0.490325,112.4484232,271.3847429
Itea chinensis,CSP9-Ite chi-369616,6,Saxifragaceae,Itea,0.509938,131.1429016,82.08998507
Itea chinensis,CSP21-Ite chi-NoTag,7,Saxifragaceae,Itea,0.549164,87.70937911,120.0006315
Itea chinensis,CSP9-Ite chi-369642,7,Saxifragaceae,Itea,0.5589705,147.93513,270.2209096
Itea chinensis,CSP9-Ite chi-369642,3,Saxifragaceae,Itea,0.470712,96.14742853,175.2736331
Itea chinensis,CSP9-Ite chi-369642,4,Saxifragaceae,Itea,0.509938,115.6856963,115.2844184
Itea chinensis,CSP9-Ite chi-369616,7,Saxifragaceae,Itea,0.549164,119.548795,101.3882635
Itea chinensis,CSP9-Ite chi-369616,3,Saxifragaceae,Itea,0.5393575,109.8878372,156.5260884
Itea chinensis,CSP21-Ite chi-NoTag,3,Saxifragaceae,Itea,0.490325,98.49187579,226.0932292
Itea chinensis,CSP21-Ite chi-NoTag,4,Saxifragaceae,Itea,0.5393575,80.31962371,268.5134182
Itea chinensis,CSP9-Ite chi-369616,4,Saxifragaceae,Itea,0.5589705,128.6578065,182.1211604
Itea chinensis,CSP9-Ite chi-369642,2,Saxifragaceae,Itea,0.509938,123.9641257,297.4327498
Itea chinensis,CSP21-Ite chi-NoTag,6,Saxifragaceae,Itea,0.6570355,101.7251434,158.7628844
Itea chinensis,CSP9-Ite chi-369642,5,Saxifragaceae,Itea,0.509938,105.6502846,165.2459927
Itea chinensis,CSP9-Ite chi-369642,1,Saxifragaceae,Itea,0.470712,121.1481621,227.359685
Itea chinensis,CSP9-Ite chi-369616,2,Saxifragaceae,Itea,0.6178095,98.9653242,158.762383
Itea chinensis,CSP9-Ite chi-369616,1,Saxifragaceae,Itea,0.549164,117.5068739,178.7153422
Itea chinensis,CSP9-Ite chi-369616,5,Saxifragaceae,Itea,0.5001315,135.3655122,147.1342751
Itea chinensis,CSP21-Ite chi-NoTag,2,Saxifragaceae,Itea,0.5393575,90.68289707,265.5556337
Itea chinensis,CSP21-Ite chi-NoTag,1,Saxifragaceae,Itea,0.6178095,79.86074717,242.9550276
Koelreuteria bipinnata,Site A-Koe bip-F28-0608,7,Sapindaceae,Koelreuteria,0.09316175,105.5256549,169.2422611
Koelreuteria bipinnata,Site A-Koe bip-F28-0608,6,Sapindaceae,Koelreuteria,0.08335525,116.2943909,163.9416179
Koelreuteria bipinnata,Site A-Koe bip-F28-0512,3,Sapindaceae,Koelreuteria,0.15200075,102.6022936,71.92791261
Koelreuteria bipinnata,Site A-Koe bip-F28-0512,5,Sapindaceae,Koelreuteria,0.08335525,107.5296407,247.9938312
Koelreuteria bipinnata,Site A-Koe bip-F28-0512,6,Sapindaceae,Koelreuteria,0.117678,117.6606008,248.3766174
Koelreuteria bipinnata,Site A-Koe bip-F28-0512,7,Sapindaceae,Koelreuteria,0.078452,108.5705775,242.785574
Koelreuteria bipinnata,Site A-Koe bip-F28-0512,4,Sapindaceae,Koelreuteria,0.078452,96.20563928,129.1408724
Koelreuteria bipinnata,Site A-Koe bip-F28-0608,1,Sapindaceae,Koelreuteria,0.10296825,136.8644138,151.8058128
Koelreuteria bipinnata,Site A-Koe bip-F28-0608,5,Sapindaceae,Koelreuteria,0.08335525,79.83293428,13.14190759
Koelreuteria bipinnata,Site A-Koe bip-F28-0608,3,Sapindaceae,Koelreuteria,0.0882585,126.3529091,199.4319741
Koelreuteria bipinnata,Site A-Koe bip-L21-0203,4,Sapindaceae,Koelreuteria,0.12258125,115.1326736,136.885031
Koelreuteria bipinnata,Site A-Koe bip-L21-0203,5,Sapindaceae,Koelreuteria,0.137291,141.4957084,268.5742652
Koelreuteria bipinnata,Site A-Koe bip-F28-0512,1,Sapindaceae,Koelreuteria,0.1078715,97.78970577,93.92604244
Koelreuteria bipinnata,Site A-Koe bip-F28-0512,2,Sapindaceae,Koelreuteria,0.0882585,85.80351245,42.77381812
Koelreuteria bipinnata,Site A-Koe bip-L21-0203,3,Sapindaceae,Koelreuteria,0.117678,123.4225261,193.5519467
Koelreuteria bipinnata,Site A-Koe bip-L21-0203,1,Sapindaceae,Koelreuteria,0.1078715,122.096891,207.8698725
Koelreuteria bipinnata,Site A-Koe bip-F28-0608,2,Sapindaceae,Koelreuteria,0.098065,121.7557844,62.02710943
Koelreuteria bipinnata,Site A-Koe bip-L21-0203,7,Sapindaceae,Koelreuteria,0.13238775,107.2799915,164.4080416
Koelreuteria bipinnata,Site A-Koe bip-L21-0203,6,Sapindaceae,Koelreuteria,0.117678,121.6649765,254.8230538
Koelreuteria bipinnata,Site A-Koe bip-L21-0203,2,Sapindaceae,Koelreuteria,0.137291,106.5539815,195.4498348
Liquidambar formosana,Site A-Liq for-S20-0203,2,Hamamelidaceae,Liquidambar,0.176517,89.52857177,133.3418042
Liquidambar formosana,Site A-Liq for-G34-0809,2,Hamamelidaceae,Liquidambar,0.1274845,110.115219,192.2222492
Liquidambar formosana,Site A-Liq for-G34-0809,3,Hamamelidaceae,Liquidambar,0.1863235,54.89490121,137.8070989
Liquidambar formosana,Site A-Liq for-G34-0809,5,Hamamelidaceae,Liquidambar,0.117678,71.08810613,128.694226
Liquidambar formosana,Site A-Liq for-G30-0117,7,Hamamelidaceae,Liquidambar,0.098065,89.57040149,100.098327
Liquidambar formosana,Site A-Liq for-S20-0203,3,Hamamelidaceae,Liquidambar,0.20103325,66.9875733,196.4199698
Liquidambar formosana,Site A-Liq for-G34-0809,4,Hamamelidaceae,Liquidambar,0.10296825,68.29799901,109.0706704
Liquidambar formosana,Site A-Liq for-S20-0203,1,Hamamelidaceae,Liquidambar,0.1274845,82.81490802,205.874067
Liquidambar formosana,Site A-Liq for-G34-0809,1,Hamamelidaceae,Liquidambar,0.2255495,98.47601175,150.502461
Liquidambar formosana,Site A-Liq for-S20-0203,7,Hamamelidaceae,Liquidambar,0.156904,89.17823934,98.36967898
Liquidambar formosana,Site A-Liq for-G30-0117,1,Hamamelidaceae,Liquidambar,0.137291,99.8880944,127.2689052
Liquidambar formosana,Site A-Liq for-G30-0117,2,Hamamelidaceae,Liquidambar,0.12258125,105.972015,186.0086967
Liquidambar formosana,Site A-Liq for-G30-0117,3,Hamamelidaceae,Liquidambar,0.09316175,71.66560503,124.0080445
Liquidambar formosana,Site A-Liq for-G30-0117,4,Hamamelidaceae,Liquidambar,0.1470975,80.47017065,141.74116
Liquidambar formosana,Site A-Liq for-G34-0809,6,Hamamelidaceae,Liquidambar,0.137291,85.76694065,175.9327795
Liquidambar formosana,Site A-Liq for-G34-0809,7,Hamamelidaceae,Liquidambar,0.1863235,83.57269785,117.3161116
Liquidambar formosana,Site A-Liq for-G30-0117,6,Hamamelidaceae,Liquidambar,0.1470975,106.9326469,251.1563933
Liquidambar formosana,Site A-Liq for-S20-0203,6,Hamamelidaceae,Liquidambar,0.137291,96.64521831,146.9550835
Liquidambar formosana,Site A-Liq for-S20-0203,4,Hamamelidaceae,Liquidambar,0.15200075,73.5010322,108.1641292
Liquidambar formosana,Site A-Liq for-S20-0203,5,Hamamelidaceae,Liquidambar,0.28929175,80.40364202,226.4777684
Liquidambar formosana,Site A-Liq for-G30-0117,5,Hamamelidaceae,Liquidambar,0.1274845,82.46371159,180.7940966
Lithocarpus glaber,Site A-Lit gla-L21-0918,1,Fagaceae,Lithocarpus,0.882585,129.8587388,379.8353454
Lithocarpus glaber,Site B-Lit gla-I22-0502,7,Fagaceae,Lithocarpus,0.627616,135.9575398,245.948783
Lithocarpus glaber,Site B-Lit gla-I22-0502,4,Fagaceae,Lithocarpus,0.627616,133.2397499,185.3612696
Lithocarpus glaber,Site B-Lit gla-I22-0502,1,Fagaceae,Lithocarpus,0.804133,87.77655123,123.6424915
Lithocarpus glaber,CSP16-Lit gla-1627,5,Fagaceae,Lithocarpus,0.862972,102.10054,280.7536627
Lithocarpus glaber,Site B-Lit gla-M20-0317,3,Fagaceae,Lithocarpus,0.882585,110.2116657,358.794343
Lithocarpus glaber,Site B-Lit gla-I22-0502,5,Fagaceae,Lithocarpus,0.627616,78.3810794,57.64171723
Lithocarpus glaber,CSP16-Lit gla-1627,2,Fagaceae,Lithocarpus,1.0296825,82.09581306,168.4771379
Lithocarpus glaber,Site B-Lit gla-I22-0502,6,Fagaceae,Lithocarpus,0.5589705,131.6580429,254.9254996
Lithocarpus glaber,CSP16-Lit gla-1627,1,Fagaceae,Lithocarpus,1.000263,104.7897137,327.9987693
Lithocarpus glaber,Site B-Lit gla-M20-0317,4,Fagaceae,Lithocarpus,0.804133,91.79167189,196.7947496
Lithocarpus glaber,Site B-Lit gla-M20-0811,10,Fagaceae,Lithocarpus,0.686455,76.44914016,91.36949239
Lithocarpus glaber,CSP16-Lit gla-1627,3,Fagaceae,Lithocarpus,1.000263,95.68577533,249.2773611
Lithocarpus glaber,Site B-Lit gla-I22-0502,3,Fagaceae,Lithocarpus,0.58839,76.91770614,148.5758743
Lithocarpus glaber,Site B-Lit gla-M20-0317,1,Fagaceae,Lithocarpus,0.78452,107.3816579,240.7850366
Lithocarpus glaber,Site B-Lit gla-M20-0317,2,Fagaceae,Lithocarpus,0.686455,69.96583163,159.8515526
Lithocarpus glaber,Site A-Lit gla-L21-0918,7,Fagaceae,Lithocarpus,0.921811,136.9334974,306.1172227
Lithocarpus glaber,Site A-Lit gla-L21-0918,2,Fagaceae,Lithocarpus,0.8139395,132.4795083,223.8647441
Lithocarpus glaber,Site B-Lit gla-M20-0317,6,Fagaceae,Lithocarpus,0.804133,113.428841,111.785425
Lithocarpus glaber,CSP16-Lit gla-1627,7,Fagaceae,Lithocarpus,0.961037,124.7392098,340.3124819
Lithocarpus glaber,Site B-Lit gla-M20-0317,5,Fagaceae,Lithocarpus,0.843359,105.6294298,246.0033029
Lithocarpus glaber,Site A-Lit gla-L21-0918,4,Fagaceae,Lithocarpus,1.059102,132.5626368,268.0410278
Lithocarpus glaber,Site B-Lit gla-M20-0602,2,Fagaceae,Lithocarpus,0.608003,106.4142704,19.84630187
Lithocarpus glaber,Site A-Lit gla-L21-0918,3,Fagaceae,Lithocarpus,0.804133,130.7712612,366.7296436
Lithocarpus glaber,Site B-Lit gla-M20-0811,9,Fagaceae,Lithocarpus,0.78452,98.66944489,129.9432391
Lithocarpus glaber,Site B-Lit gla-M20-0602,4,Fagaceae,Lithocarpus,0.686455,104.325576,330.6593402
Lithocarpus glaber,Site B-Lit gla-I22-0502,2,Fagaceae,Lithocarpus,0.745294,113.88776,132.609075
Lithocarpus glaber,Site B-Lit gla-M20-0602,5,Fagaceae,Lithocarpus,0.823746,132.938157,208.1954909
Lithocarpus glaber,Site A-Lit gla-L21-0918,6,Fagaceae,Lithocarpus,0.862972,131.4917496,282.6502261
Lithocarpus glaber,CSP16-Lit gla-1627,6,Fagaceae,Lithocarpus,0.902198,94.00213942,238.4166123
Lithocarpus glaber,Site B-Lit gla-M20-0602,1,Fagaceae,Lithocarpus,0.882585,104.639623,165.8661673
Lithocarpus glaber,Site B-Lit gla-M20-0811,6,Fagaceae,Lithocarpus,0.78452,111.5644522,297.6091746
Lithocarpus glaber,CSP16-Lit gla-1627,4,Fagaceae,Lithocarpus,0.961037,108.0908839,285.2225721
Lithocarpus glaber,Site B-Lit gla-M20-0811,8,Fagaceae,Lithocarpus,0.725681,79.2658457,73.59423142
Lithocarpus glaber,Site B-Lit gla-M20-0602,3,Fagaceae,Lithocarpus,0.608003,104.5436476,65.64961769
Lithocarpus glaber,Site A-Lit gla-L21-0918,5,Fagaceae,Lithocarpus,0.7943265,123.006422,263.3720502
Lithocarpus glaber,Site B-Lit gla-M20-0811,7,Fagaceae,Lithocarpus,0.706068,76.38947812,77.9189582
Lithocarpus glaber,Site B-Lit gla-M20-0811,4,Fagaceae,Lithocarpus,0.706068,105.2826332,253.269022
Lithocarpus glaber,Site B-Lit gla-M20-0317,8,Fagaceae,Lithocarpus,0.529551,74.9475377,21.96687029
