Species,Individual,Indiv_Sample,Family,Genus,Leaf toughness,Phenolics,Tannin
Choerospondias axillaris,Site A-Cho axi-G34-1510,6,Anacardiaceae,Choerospondias,0.10296825,132.8191264,286.0149076
Choerospondias axillaris,Site A-Cho axi-G34-1510,7,Anacardiaceae,Choerospondias,0.1078715,120.4710358,256.9507881
Choerospondias axillaris,Site A-Cho axi-F27-1701,5,Anacardiaceae,Choerospondias,0.117678,117.8595659,213.830606
Choerospondias axillaris,Site A-Cho axi-F27-1701,4,Anacardiaceae,Choerospondias,0.08335525,111.6711469,202.8403964
Choerospondias axillaris,Site A-Cho axi-F27-1701,7,Anacardiaceae,Choerospondias,0.117678,95.8625212,164.5950334
Choerospondias axillaris,Site A-Cho axi-G34-1510,5,Anacardiaceae,Choerospondias,0.12258125,102.7709872,143.17724
Cinnamomum camphora,Site B-Cin cam-P21-1506,7,Lauraceae,Cinnamomum,0.643551563,139.0693683,273.0033278
Cinnamomum camphora,Site B-Cin cam-P21-1506,2,Lauraceae,Cinnamomum,0.490325,129.2259938,303.816448
Cinnamomum camphora,Site B-Cin cam-Q25-0515,3,Lauraceae,Cinnamomum,0.674196875,115.7211639,250.2378037
Cinnamomum camphora,Site B-Cin cam-Q25-0515,1,Lauraceae,Cinnamomum,0.663981771,92.41184571,71.39340557
Cinnamomum camphora,Site B-Cin cam-Q25-0515,5,Lauraceae,Cinnamomum,0.551615625,127.011302,205.7376591
Cinnamomum camphora,Site B-Cin cam-Q25-0515,4,Lauraceae,Cinnamomum,0.572045833,125.5750895,156.2615388
Cinnamomum camphora,Site B-Cin cam-P21-1506,1,Lauraceae,Cinnamomum,0.561830729,117.8777317,155.7994918
Cinnamomum camphora,Site B-Cin cam-P21-1416,4,Lauraceae,Cinnamomum,0.459679688,139.0718452,80.03962478
Cinnamomum camphora,Site B-Cin cam-Q25-0515,2,Lauraceae,Cinnamomum,0.602691146,113.3175654,278.1855445
Cinnamomum camphora,Site A-Cin cam-P27-1801,7,Lauraceae,Cinnamomum,0.58839,135.0192485,154.0260798
Cinnamomum camphora,Site A-Cin cam-P27-1801,6,Lauraceae,Cinnamomum,0.544805556,112.1669569,203.6284746
Cinnamomum camphora,Site B-Cin cam-P21-1506,5,Lauraceae,Cinnamomum,0.674196875,93.97642625,349.7383736
Cinnamomum camphora,Site B-Cin cam-P21-1416,6,Lauraceae,Cinnamomum,0.653766667,125.4755255,188.8066656
Cinnamomum camphora,Site B-Cin cam-P21-1506,3,Lauraceae,Cinnamomum,0.490325,150.526302,294.5231763
Cinnamomum camphora,Site B-Cin cam-Q25-0515,6,Lauraceae,Cinnamomum,0.776347917,131.8305473,130.7668543
Cinnamomum camphora,Site B-Cin cam-P21-1416,3,Lauraceae,Cinnamomum,0.602691146,126.4558211,218.8157681
Cinnamomum camphora,Site B-Cin cam-P21-1506,6,Lauraceae,Cinnamomum,0.633336458,127.6909354,231.5476568
Cinnamomum camphora,Site B-Cin cam-P21-1416,5,Lauraceae,Cinnamomum,0.459679688,141.9498375,250.6277352
Cinnamomum camphora,Site B-Cin cam-P21-1506,4,Lauraceae,Cinnamomum,0.7354875,145.46243,184.5483716
Cinnamomum camphora,Site A-Cin cam-P27-1801,2,Lauraceae,Cinnamomum,0.566597778,137.7172547,149.918487
Cinnamomum camphora,Site A-Cin cam-P27-1801,3,Lauraceae,Cinnamomum,0.653766667,103.0440171,213.6033781
Cinnamomum camphora,Site A-Cin cam-P27-1801,5,Lauraceae,Cinnamomum,0.599286111,108.9120334,195.9927157
Cinnamomum camphora,Site A-Cin cam-P27-1801,1,Lauraceae,Cinnamomum,0.58839,127.5452732,102.7233529
Cinnamomum camphora,Site B-Cin cam-P21-1416,2,Lauraceae,Cinnamomum,0.653766667,130.9380136,233.8530928
Cinnamomum camphora,Site B-Cin cam-Q25-0515,7,Lauraceae,Cinnamomum,0.653766667,125.6428843,259.2034064
Cinnamomum camphora,Site B-Cin cam-P21-1416,7,Lauraceae,Cinnamomum,0.551615625,135.2714945,298.5349829
Cinnamomum camphora,Site B-Cin cam-P21-1416,1,Lauraceae,Cinnamomum,0.674196875,118.6763465,181.6101163
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0217,3,Fagaceae,Cyclobalanopsis,0.78452,111.3303762,40.45340486
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0217,2,Fagaceae,Cyclobalanopsis,0.490325,109.4642446,123.9620213
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0217,1,Fagaceae,Cyclobalanopsis,0.706068,99.97429936,155.4864996
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0810,1,Fagaceae,Cyclobalanopsis,0.843359,102.1296044,199.9587437
Cyclobalanopsis glauca,CSP9-Cyc gla-369679,7,Fagaceae,Cyclobalanopsis,0.666842,85.87753778,281.4854607
Cyclobalanopsis glauca,CSP9-Cyc gla-369679,3,Fagaceae,Cyclobalanopsis,0.862972,118.4691321,143.828268
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0810,9,Fagaceae,Cyclobalanopsis,0.529551,137.3048917,342.6038918
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0217,4,Fagaceae,Cyclobalanopsis,0.78452,128.122527,166.0875419
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0810,10,Fagaceae,Cyclobalanopsis,0.78452,115.8292308,293.010762
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0810,7,Fagaceae,Cyclobalanopsis,0.58839,145.806945,340.6704226
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0810,8,Fagaceae,Cyclobalanopsis,0.490325,150.8228873,313.4414257
Cyclobalanopsis glauca,CSP9-Cyc gla-369679,2,Fagaceae,Cyclobalanopsis,0.706068,135.0160303,243.7223473
Cyclobalanopsis glauca,CSP9-Cyc gla-369679,4,Fagaceae,Cyclobalanopsis,0.902198,55.99469522,212.7269807
Cyclobalanopsis glauca,CSP9-Cyc gla-369679,6,Fagaceae,Cyclobalanopsis,0.725681,66.75508306,230.8779179
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0217,6,Fagaceae,Cyclobalanopsis,0.58839,101.0952705,174.6928915
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0810,6,Fagaceae,Cyclobalanopsis,0.58839,128.1804746,239.9411362
Cyclobalanopsis glauca,CSP9-Cyc gla-369679,1,Fagaceae,Cyclobalanopsis,0.706068,111.7140613,169.7282679
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0217,8,Fagaceae,Cyclobalanopsis,0.490325,136.0172035,177.2440344
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0217,10,Fagaceae,Cyclobalanopsis,0.686455,101.2511193,82.96080149
Cyclobalanopsis glauca,Site A-Cyc gla-P27-1509,5,Fagaceae,Cyclobalanopsis,0.549164,94.89188033,94.57068898
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0810,4,Fagaceae,Cyclobalanopsis,0.608003,100.4175308,158.3831262
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0217,7,Fagaceae,Cyclobalanopsis,0.51484125,109.4027382,77.94959468
Cyclobalanopsis glauca,CSP9-Cyc gla-369679,5,Fagaceae,Cyclobalanopsis,0.666842,79.41390785,228.437262
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0810,5,Fagaceae,Cyclobalanopsis,0.843359,114.6715208,154.165909
Cyclobalanopsis glauca,Site A-Cyc gla-P27-1509,1,Fagaceae,Cyclobalanopsis,0.529551,106.4232837,121.5834942
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0810,2,Fagaceae,Cyclobalanopsis,0.78452,96.42097333,134.9803621
Cyclobalanopsis glauca,Site A-Cyc gla-P27-1509,4,Fagaceae,Cyclobalanopsis,0.490325,122.7882625,67.08016489
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0217,5,Fagaceae,Cyclobalanopsis,0.7354875,131.0607842,81.13895345
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0217,9,Fagaceae,Cyclobalanopsis,0.7354875,126.3991958,121.039956
Cyclobalanopsis glauca,Site A-Cyc gla-P27-1509,2,Fagaceae,Cyclobalanopsis,0.470712,87.90387742,112.6535497
Cyclobalanopsis glauca,Site A-Cyc gla-P27-1509,6,Fagaceae,Cyclobalanopsis,0.549164,92.45163237,190.0523988
Cyclobalanopsis glauca,Site A-Cyc gla-P27-1509,7,Fagaceae,Cyclobalanopsis,0.5589705,84.3034891,163.6574494
Cyclobalanopsis glauca,Site A-Cyc gla-P27-1509,3,Fagaceae,Cyclobalanopsis,0.529551,112.3478527,181.025558
Cyclobalanopsis glauca,Site B-Cyc gla-M20-0810,3,Fagaceae,Cyclobalanopsis,0.823746,77.8386157,53.66870836
Cyclobalanopsis myrsinifolia,Site A-Cyc mys-J27-1818,1,Fagaceae,Cyclobalanopsis,0.666842,99.3146842,239.9885074
Cyclobalanopsis myrsinifolia,Site B-Cyc mys-J27-1609,4,Fagaceae,Cyclobalanopsis,0.627616,95.02406995,179.2669939
Cyclobalanopsis myrsinifolia,Site B-Cyc mys-J27-1609,2,Fagaceae,Cyclobalanopsis,0.666842,110.3728976,197.3512614
Cyclobalanopsis myrsinifolia,Site B-Cyc mys-J27-1609,3,Fagaceae,Cyclobalanopsis,0.7354875,75.1068542,195.6339396
Cyclobalanopsis myrsinifolia,Site A-Cyc mys-P27-1908,7,Fagaceae,Cyclobalanopsis,0.577493889,96.11414346,211.3548186
Cyclobalanopsis myrsinifolia,Site A-Cyc myr-P27-1908,5,Fagaceae,Cyclobalanopsis,0.675558889,66.36661016,102.0075153
Cyclobalanopsis myrsinifolia,Site B-Cyc mys-J27-1609,1,Fagaceae,Cyclobalanopsis,0.627616,96.17168056,258.8308914
Cyclobalanopsis myrsinifolia,Site A-Cyc mys-J27-1818,5,Fagaceae,Cyclobalanopsis,0.725681,105.6792963,265.4122977
Cyclobalanopsis myrsinifolia,Site B-Cyc mys-J27-1609,7,Fagaceae,Cyclobalanopsis,0.78452,91.83966672,103.4268155
Cyclobalanopsis myrsinifolia,Site A-Cyc mys-J27-1818,6,Fagaceae,Cyclobalanopsis,0.764907,121.8386922,229.0287776
Cyclobalanopsis myrsinifolia,Site A-Cyc myr-P27-1908,4,Fagaceae,Cyclobalanopsis,0.610182222,99.32382635,133.4447921
Cyclobalanopsis myrsinifolia,Site A-Cyc myr-P27-1908,2,Fagaceae,Cyclobalanopsis,0.740935556,78.01250709,224.7606287
Cyclobalanopsis myrsinifolia,Site A-Cyc myr-P27-1908,3,Fagaceae,Cyclobalanopsis,0.697351111,78.59652302,144.3552097
Cyclobalanopsis myrsinifolia,Site B-Cyc mys-J27-1609,5,Fagaceae,Cyclobalanopsis,0.608003,77.27122873,226.527897
Cyclobalanopsis myrsinifolia,Site A-Cyc mys-J27-1818,4,Fagaceae,Cyclobalanopsis,0.6766485,81.41878824,112.8700009
Cyclobalanopsis myrsinifolia,Site A-Cyc mys-J27-1818,7,Fagaceae,Cyclobalanopsis,0.823746,77.77651999,227.8035787
Cyclobalanopsis myrsinifolia,Site A-Cyc mys-J27-1818,2,Fagaceae,Cyclobalanopsis,0.58839,99.11341702,133.0419309
Cyclobalanopsis myrsinifolia,Site A-Cyc mys-J27-1818,3,Fagaceae,Cyclobalanopsis,0.823746,95.35957404,170.6230424
Cyclobalanopsis myrsinifolia,Site A-Cyc myr-P27-1908,6,Fagaceae,Cyclobalanopsis,0.566597778,88.9017264,57.20058008
Cyclobalanopsis myrsinifolia,Site B-Cyc mys-J27-1609,6,Fagaceae,Cyclobalanopsis,0.647229,95.81662681,251.3326714
Daphniphyllum oldhamii,Site B-Dap old-Q25-0219,6,Daphniphyllaceae,Daphniphyllum,0.510755208,154.3707832,187.0829191
Daphniphyllum oldhamii,Site B-Dap old-Q25-0219,2,Daphniphyllaceae,Daphniphyllum,0.469894792,97.07013032,90.26448109
Daphniphyllum oldhamii,Site B-Dap old-Q25-0411,6,Daphniphyllaceae,Daphniphyllum,0.429034375,119.8473566,82.56411667
Daphniphyllum oldhamii,Site B-Dap old-Q25-0411,7,Daphniphyllaceae,Daphniphyllum,0.653766667,103.9071996,300.5931008
Daphniphyllum oldhamii,Site B-Dap old-Q25-0219,3,Daphniphyllaceae,Daphniphyllum,0.510755208,95.68634528,114.0402755
Daphniphyllum oldhamii,Site B-Dap old-Q25-0411,5,Daphniphyllaceae,Daphniphyllum,0.490325,109.6752349,183.5829573
Daphniphyllum oldhamii,Site B-Dap old-J23-0401,7,Daphniphyllaceae,Daphniphyllum,0.490325,103.9034457,95.95973939
Daphniphyllum oldhamii,Site B-Dap old-Q25-0219,5,Daphniphyllaceae,Daphniphyllum,0.694627083,125.9858361,175.9388738
Daphniphyllum oldhamii,CSP9-Dap old-369619,1,Daphniphyllaceae,Daphniphyllum,0.5197445,126.9677139,269.972712
Daphniphyllum oldhamii,Site B-Dap old-Q25-0219,7,Daphniphyllaceae,Daphniphyllum,0.61290625,117.2283545,162.7207806
Daphniphyllum oldhamii,Site B-Dap old-Q25-0603,1,Daphniphyllaceae,Daphniphyllum,0.510755208,113.9019709,62.14777225
Daphniphyllum oldhamii,Site B-Dap old-Q25-0219,1,Daphniphyllaceae,Daphniphyllum,0.561830729,117.7696996,327.7701339
Daphniphyllum oldhamii,Site B-Dap old-Q25-0411,4,Daphniphyllaceae,Daphniphyllum,0.500540104,130.3708395,52.15123843
Daphniphyllum oldhamii,Site B-Dap old-Q25-0219,4,Daphniphyllaceae,Daphniphyllum,0.61290625,139.4923971,214.599824
Daphniphyllum oldhamii,CSP9-Dap old-369619,2,Daphniphyllaceae,Daphniphyllum,0.509938,108.052581,123.1729796
Daphniphyllum oldhamii,Site B-Dap old-J23-0401,6,Daphniphyllaceae,Daphniphyllum,0.431486,127.0599521,65.42370899
Daphniphyllum oldhamii,CSP9-Dap old-369619,4,Daphniphyllaceae,Daphniphyllum,0.5785835,114.397406,87.02676894
Daphniphyllum oldhamii,Site B-Dap old-P21-1410,6,Daphniphyllaceae,Daphniphyllum,0.704842188,117.5733882,194.7242252
Daphniphyllum oldhamii,Site B-Dap old-P21-1410,7,Daphniphyllaceae,Daphniphyllum,0.674196875,124.2513015,153.0553495
Daphniphyllum oldhamii,Site B-Dap old-Q25-0603,2,Daphniphyllaceae,Daphniphyllum,0.694627083,111.7586162,129.5399275
Daphniphyllum oldhamii,Site B-Dap old-P21-1410,5,Daphniphyllaceae,Daphniphyllum,0.623121354,134.0783282,231.4926292
Daphniphyllum oldhamii,Site B-Dap old-J23-0401,2,Daphniphyllaceae,Daphniphyllum,0.39226,119.2706642,79.09883387
Daphniphyllum oldhamii,Site B-Dap old-Q25-0411,2,Daphniphyllaceae,Daphniphyllum,0.500540104,121.082609,160.2450046
Daphniphyllum oldhamii,Site B-Dap old-P21-1410,3,Daphniphyllaceae,Daphniphyllum,0.541400521,116.6769242,125.9957659
Daphniphyllum oldhamii,Site B-Dap old-Q25-0411,3,Daphniphyllaceae,Daphniphyllum,0.469894792,100.0626917,131.7444815
Daphniphyllum oldhamii,Site B-Dap old-J23-0401,5,Daphniphyllaceae,Daphniphyllum,0.39226,131.9103692,34.83430269
Daphniphyllum oldhamii,Site B-Dap old-P21-1410,2,Daphniphyllaceae,Daphniphyllum,0.666842,118.3077978,263.3720461
Daphniphyllum oldhamii,CSP9-Dap old-369619,7,Daphniphyllaceae,Daphniphyllum,0.451099,117.7156809,334.9834202
Daphniphyllum oldhamii,Site B-Dap old-J23-0401,4,Daphniphyllaceae,Daphniphyllum,0.58839,110.6361451,103.4192084
Daphniphyllum oldhamii,Site B-Dap old-Q25-0603,4,Daphniphyllaceae,Daphniphyllum,0.510755208,132.4748892,123.9777007
Daphniphyllum oldhamii,Site B-Dap old-Q25-0411,1,Daphniphyllaceae,Daphniphyllum,0.510755208,108.381716,174.2838071
Daphniphyllum oldhamii,Site B-Dap old-J23-0401,3,Daphniphyllaceae,Daphniphyllum,0.411873,125.353686,142.1179648
Daphniphyllum oldhamii,CSP9-Dap old-369619,6,Daphniphyllaceae,Daphniphyllum,0.58839,119.3080683,259.9659187
Daphniphyllum oldhamii,Site B-Dap old-Q25-0603,3,Daphniphyllaceae,Daphniphyllum,0.704842188,128.2525996,119.496931
Daphniphyllum oldhamii,Site B-Dap old-J23-0401,1,Daphniphyllaceae,Daphniphyllum,0.451099,131.5121367,108.7897077
Daphniphyllum oldhamii,CSP9-Dap old-369619,5,Daphniphyllaceae,Daphniphyllum,0.470712,114.1424759,170.9265788
Daphniphyllum oldhamii,Site B-Dap old-Q25-0603,7,Daphniphyllaceae,Daphniphyllum,0.531185417,135.5547686,228.6305812
Daphniphyllum oldhamii,Site B-Dap old-Q25-0603,6,Daphniphyllaceae,Daphniphyllum,0.572045833,137.516911,301.2381921
Daphniphyllum oldhamii,Site B-Dap old-Q25-0603,5,Daphniphyllaceae,Daphniphyllum,0.531185417,95.16710971,120.5548054
Daphniphyllum oldhamii,Site B-Dap old-P21-1410,1,Daphniphyllaceae,Daphniphyllum,0.551615625,104.5713653,135.4417493
Diospyros japonica,Site A-Dio gla-N25-0414,3,Ebenaceae,Diospyros,0.23045275,133.7757134,253.4832361
Diospyros japonica,Site A-Dio gla-M26-1307,3,Ebenaceae,Diospyros,0.2255495,109.5699394,237.2695807
Diospyros japonica,Site A-Dio gla-N25-0308,4,Ebenaceae,Diospyros,0.1863235,94.10195695,120.3548715
Diospyros japonica,Site A-Dio gla-N25-0414,7,Ebenaceae,Diospyros,0.19613,127.0458551,300.7043975
Diospyros japonica,Site A-Dio gla-N25-0414,2,Ebenaceae,Diospyros,0.215743,117.3855147,323.2533954
Diospyros japonica,Site A-Dio gla-M26-1307,1,Ebenaceae,Diospyros,0.18142025,132.1598285,189.5402033
Diospyros japonica,Site A-Dio gla-N25-0308,5,Ebenaceae,Diospyros,0.18142025,138.8962004,230.5385401
Diospyros japonica,Site A-Dio gla-N25-0308,2,Ebenaceae,Diospyros,0.235356,90.78193115,160.591604
Diospyros japonica,Site A-Dio gla-N25-0308,1,Ebenaceae,Diospyros,0.2059365,109.5197428,262.2468564
Diospyros japonica,Site A-Dio gla-M26-1307,7,Ebenaceae,Diospyros,0.215743,166.5396547,318.0102403
Diospyros japonica,Site A-Dio gla-N25-0414,4,Ebenaceae,Diospyros,0.22064625,77.99191266,155.1267221
Diospyros japonica,Site A-Dio gla-N25-0308,3,Ebenaceae,Diospyros,0.19613,90.68184904,95.93291737
Diospyros japonica,Site A-Dio gla-N25-0308,7,Ebenaceae,Diospyros,0.19613,134.0505881,217.5828474
Diospyros japonica,Site A-Dio gla-N25-0414,6,Ebenaceae,Diospyros,0.22064625,133.0228233,113.1681624
Diospyros japonica,Site A-Dio gla-M26-1307,6,Ebenaceae,Diospyros,0.235356,130.556957,151.8994307
Diospyros japonica,Site A-Dio gla-N25-0308,6,Ebenaceae,Diospyros,0.156904,128.4537841,340.3926444
Diospyros japonica,Site A-Dio gla-M26-1307,5,Ebenaceae,Diospyros,0.235356,117.2798754,281.3258794
Diospyros japonica,Site A-Dio gla-M26-1307,2,Ebenaceae,Diospyros,0.21083975,170.7492569,233.67449
Diospyros japonica,Site A-Dio gla-M26-1307,4,Ebenaceae,Diospyros,0.2059365,137.9580052,234.2546447
Diospyros japonica,Site A-Dio gla-N25-0414,5,Ebenaceae,Diospyros,0.2255495,100.7460717,261.4844029
Distylium buxifolium,Site B-Dis bux-Q22-0505,2,Hamamelidaceae,Distylium,0.776347917,116.9288509,137.1479298
Distylium buxifolium,Site B-Dis bux-Q22-0505,5,Hamamelidaceae,Distylium,0.61290625,110.3690103,139.0553141
Distylium buxifolium,Site B-Dis bux-Q22-0505,3,Hamamelidaceae,Distylium,0.796778125,116.9766313,103.3917964
Distylium buxifolium,Site B-Dis bux-Q22-0505,6,Hamamelidaceae,Distylium,0.837638542,125.1289816,164.5565943
Distylium buxifolium,Site A-Dis bux-J28-0417,7,Hamamelidaceae,Distylium,1.137554,91.68406278,135.3719197
Distylium buxifolium,Site B-Dis bux-Q22-0505,4,Hamamelidaceae,Distylium,0.837638542,114.4301662,138.5411784
Distylium buxifolium,Site B-Dis bux-O28-1505,1,Hamamelidaceae,Distylium,0.6962615,134.9488234,141.3243599
Distylium buxifolium,Site A-Dis bux-J28-0417,6,Hamamelidaceae,Distylium,1.196393,110.3246906,93.62649183
Distylium buxifolium,Site A-Dis bux-J28-0417,5,Hamamelidaceae,Distylium,1.274845,96.60827466,44.58679695
Distylium buxifolium,Site B-Dis bux-Q22-0505,1,Hamamelidaceae,Distylium,0.837638542,116.1408292,208.9229832
Distylium buxifolium,Site A-Dis bux-J28-0417,2,Hamamelidaceae,Distylium,0.9512305,77.63871828,41.01445312
Distylium buxifolium,Site A-Dis bux-J28-0417,4,Hamamelidaceae,Distylium,1.0689085,80.44713695,48.88047675
Distylium buxifolium,Site B-Dis bux-O28-1505,5,Hamamelidaceae,Distylium,0.627616,125.5498004,219.8524899
Distylium buxifolium,Site B-Dis bux-O28-1505,4,Hamamelidaceae,Distylium,0.7747135,126.4549851,295.4860859
Distylium buxifolium,Site B-Dis bux-O28-1505,2,Hamamelidaceae,Distylium,0.862972,116.1452935,104.8312863
Distylium buxifolium,Site B-Dis bux-O28-1505,6,Hamamelidaceae,Distylium,0.862972,130.6687837,157.6570565
Distylium buxifolium,Site B-Dis bux-O28-1505,7,Hamamelidaceae,Distylium,1.0100695,125.3749699,255.5067704
Distylium buxifolium,Site B-Dis bux-O28-1505,3,Hamamelidaceae,Distylium,0.764907,115.7354617,39.38587309
Distylium buxifolium,Site B-Dis bux-Q22-0505,7,Hamamelidaceae,Distylium,0.847853646,123.3898418,250.7616292
Distylium buxifolium,Site A-Dis bux-J28-0417,1,Hamamelidaceae,Distylium,1.039489,84.03359411,73.25751271
Distylium myricoides,Site B-Dis myr-M13-1700,2,Hamamelidaceae,Distylium,0.6766485,149.4673111,167.9544019
Distylium myricoides,Site A-Dis myr-H27-0709,7,Hamamelidaceae,Distylium,0.745294,130.5049369,272.3441426
Distylium myricoides,Site A-Dis myr-H27-0709,4,Hamamelidaceae,Distylium,0.7747135,103.4762965,49.78262786
Distylium myricoides,Site B-Dis myr-M13-1700,1,Hamamelidaceae,Distylium,0.7551005,107.4365307,118.7633692
Distylium myricoides,Site A-Dis myr-H27-0709,6,Hamamelidaceae,Distylium,0.8335525,139.5113038,300.3456578
Distylium myricoides,Site A-Dis myr-H27-0709,5,Hamamelidaceae,Distylium,0.862972,119.574818,132.3886876
Distylium myricoides,Site A-Dis myr-H27-0709,2,Hamamelidaceae,Distylium,0.8139395,75.88787169,82.10885994
Distylium myricoides,Site B-Dis myr-M13-1700,4,Hamamelidaceae,Distylium,0.549164,132.344544,210.5786216
Distylium myricoides,Site B-Dis myr-M13-1700,3,Hamamelidaceae,Distylium,0.706068,105.034109,75.08380056
Distylium myricoides,Site A-Dis myr-Q20-1107,5,Hamamelidaceae,Distylium,0.608003,117.7246044,213.3210378
Distylium myricoides,Site A-Dis myr-H27-0709,3,Hamamelidaceae,Distylium,0.9316175,87.95997694,13.55883423
Distylium myricoides,Site A-Dis myr-Q20-1107,7,Hamamelidaceae,Distylium,0.568777,137.0789332,226.3532317
Distylium myricoides,Site A-Dis myr-Q20-1107,4,Hamamelidaceae,Distylium,0.666842,114.4236453,239.5307958
Distylium myricoides,Site B-Dis myr-M13-1700,7,Hamamelidaceae,Distylium,0.7551005,96.07343633,153.0591263
Distylium myricoides,Site A-Dis myr-Q20-1107,6,Hamamelidaceae,Distylium,0.7158745,120.5055642,135.3611691
Distylium myricoides,Site A-Dis myr-Q20-1107,1,Hamamelidaceae,Distylium,0.843359,91.5646484,136.2056176
Distylium myricoides,Site A-Dis myr-Q20-1107,3,Hamamelidaceae,Distylium,0.882585,119.1739626,262.5004165
Distylium myricoides,Site B-Dis myr-M13-1700,5,Hamamelidaceae,Distylium,0.7747135,117.9662738,75.49296947
Distylium myricoides,Site A-Dis myr-Q20-1107,2,Hamamelidaceae,Distylium,0.706068,91.83924045,157.0884262
Distylium myricoides,Site B-Dis myr-M13-1700,6,Hamamelidaceae,Distylium,0.686455,155.7883924,173.9790484
Elaeocarpus chinensis,Site B-Ela chi-E25-1619,1,Elaeocarpaceae,Elaeocarpus,0.19613,141.9127994,199.9799671
Elaeocarpus chinensis,Site B-Ela chi-F26-0114,5,Elaeocarpaceae,Elaeocarpus,0.176517,149.9483982,113.0866914
Elaeocarpus chinensis,Site B-Ela chi-M21-0319,8,Elaeocarpaceae,Elaeocarpus,0.235356,105.3281298,59.97439951
Elaeocarpus chinensis,Site B-Ela chi-F26-0114,7,Elaeocarpaceae,Elaeocarpus,0.215743,140.778296,187.4177978
Elaeocarpus chinensis,Site B-Ela chi-M21-0319,2,Elaeocarpaceae,Elaeocarpus,0.451099,122.9097241,81.99590968
Elaeocarpus chinensis,Site B-Ela chi-M21-0319,7,Elaeocarpaceae,Elaeocarpus,0.274582,117.8025598,111.5406904
Elaeocarpus chinensis,Site B-Ela chi-M21-0319,6,Elaeocarpaceae,Elaeocarpus,0.254969,101.4398045,96.45381887
Elaeocarpus chinensis,Site B-Ela chi-F26-0114,4,Elaeocarpaceae,Elaeocarpus,0.2255495,151.3100346,46.07689259
Elaeocarpus chinensis,Site B-Ela chi-J24-0702,3,Elaeocarpaceae,Elaeocarpus,0.215743,94.19934939,257.7070996
Elaeocarpus chinensis,Site B-Ela chi-M21-0319,3,Elaeocarpaceae,Elaeocarpus,0.294195,132.352347,63.91620936
Elaeocarpus chinensis,Site B-Ela chi-M21-0319,9,Elaeocarpaceae,Elaeocarpus,0.313808,94.63230364,106.1165077
Elaeocarpus chinensis,Site B-Ela chi-M21-0319,5,Elaeocarpaceae,Elaeocarpus,0.451099,127.3291793,210.6782342
Elaeocarpus chinensis,Site B-Ela chi-J24-0702,1,Elaeocarpaceae,Elaeocarpus,0.215743,119.9663901,150.7705617
Elaeocarpus chinensis,CSP9-Ela chi-369692,6,Elaeocarpaceae,Elaeocarpus,0.313808,142.5865136,203.7804213
Elaeocarpus chinensis,Site B-Ela chi-E25-1619,5,Elaeocarpaceae,Elaeocarpus,0.215743,89.09203203,195.7358302
Elaeocarpus chinensis,Site B-Ela chi-M21-0319-,0,Elaeocarpaceae,Elaeocarpus,0.215743,108.5164928,148.9101477
Elaeocarpus chinensis,Site B-Ela chi-F26-0114,2,Elaeocarpaceae,Elaeocarpus,0.176517,153.2710185,290.5608276
Elaeocarpus chinensis,Site B-Ela chi-E25-1619,2,Elaeocarpaceae,Elaeocarpus,0.215743,139.3410074,245.2070689
Elaeocarpus chinensis,CSP9-Ela chi-369692,5,Elaeocarpaceae,Elaeocarpus,0.274582,108.6752887,220.6731846
Elaeocarpus chinensis,Site B-Ela chi-E25-1619,6,Elaeocarpaceae,Elaeocarpus,0.19613,121.5751742,78.21432699
Elaeocarpus chinensis,Site B-Ela chi-M21-0319,1,Elaeocarpaceae,Elaeocarpus,0.380252041,141.1637745,328.0320621
Elaeocarpus chinensis,CSP9-Ela chi-369692,7,Elaeocarpaceae,Elaeocarpus,0.294195,99.6672239,262.820359
Elaeocarpus chinensis,CSP9-Ela chi-369692,1,Elaeocarpaceae,Elaeocarpus,0.274582,115.501361,290.4180644
Elaeocarpus chinensis,Site B-Ela chi-E25-1619,3,Elaeocarpaceae,Elaeocarpus,0.176517,119.2797474,152.5911633
Elaeocarpus chinensis,Site B-Ela chi-F26-0114,6,Elaeocarpaceae,Elaeocarpus,0.3040015,144.2467387,186.839215
Elaeocarpus chinensis,Site B-Ela chi-F26-0114,3,Elaeocarpaceae,Elaeocarpus,0.313808,137.3704752,131.5094081
Elaeocarpus chinensis,Site B-Ela chi-E25-1619,7,Elaeocarpaceae,Elaeocarpus,0.19613,100.2379482,109.0903484
