air_qual,critical_p,district,ej,geoid10,health,preserve,replenish,score,shape_area,shape_leng,uhi,water_qual
0.3794210164200000000000000000000,0.1541995764400000000000000000000,7,0.0000000000000000000000000000000,48453001857,0.1965411862000000000000000000000,0.0022616562300000000000000000000,0.6789776048400000000000000000000,2.5631988218400000000000000000000,76587370.406800000000000000000000,43282.274767700000000000000000000,0.9020944200500000000000000000000,0.2497033616600000000000000000000
0.1204509421100000000000000000000,0.1629750137800000000000000000000,"5, 8",0.0000000000000000000000000000000,48453001776,0.0847202323400000000000000000000,0.1488023294100000000000000000000,0.7329766140500000000000000000000,2.5980855948200000000000000000000,21617674.684400000000000000000000,19736.902382000000000000000000000,0.7446797953300000000000000000000,0.6034806678000000000000000000000
0.1021034753200000000000000000000,0.3152381720600000000000000000000,"3, 9",0.5000000000000000000000000000000,48453001308,0.1389339114800000000000000000000,0.1966728538500000000000000000000,0.7094758543800000000000000000000,3.0299262425600000000000000000000,14056561.552900000000000000000000,17926.360567000000000000000000000,0.7007154632200000000000000000000,0.3667865122500000000000000000000
0.3662057547700000000000000000000,0.0206982991300000000000000000000,"2, 5",0.5000000000000000000000000000000,48453002425,0.0980812149200000000000000000000,0.1423672699500000000000000000000,0.9204102306000000000000000000000,3.1380621409900000000000000000000,20977270.692100000000000000000000,21462.364538700000000000000000000,0.6861211674800000000000000000000,0.4041782041400000000000000000000
0.1830926148000000000000000000000,0.1693706046100000000000000000000,"3, 9",0.0000000000000000000000000000000,48453001402,0.1128890196300000000000000000000,0.1200571235000000000000000000000,0.3982907734400000000000000000000,1.8197841880400000000000000000000,14643781.854700000000000000000000,19269.815923300000000000000000000,0.5263176457400000000000000000000,0.3097664063200000000000000000000
0.1450598973300000000000000000000,0.4318793500500000000000000000000,"5, 8",0.0000000000000000000000000000000,48453001915,0.2011312051600000000000000000000,0.1618343222400000000000000000000,0.8214477666900000000000000000000,2.8609691754800000000000000000000,67000799.967500000000000000000000,59469.692579600000000000000000000,0.7306862553000000000000000000000,0.3689303787100000000000000000000
0.1379894569400000000000000000000,0.1727343527000000000000000000000,"5, 8",0.0000000000000000000000000000000,48453001777,0.1325009615300000000000000000000,0.0192610309700000000000000000000,0.6708343834100000000000000000000,2.3554632976600000000000000000000,28796422.306700000000000000000000,24949.675372600000000000000000000,0.7681209656000000000000000000000,0.4540221465300000000000000000000
0.0729692818800000000000000000000,0.1551682140900000000000000000000,8,0.0000000000000000000000000000000,48453001770,0.1385874472300000000000000000000,0.2474489328700000000000000000000,0.7737631312900000000000000000000,2.4873534543100000000000000000000,143380021.94600000000000000000000,60184.648484100000000000000000000,0.6949824576900000000000000000000,0.4044339892500000000000000000000
0.0859438998800000000000000000000,0.1464970889000000000000000000000,8,0.0000000000000000000000000000000,48453001775,0.1636728117900000000000000000000,0.2799120060100000000000000000000,0.5750136972500000000000000000000,2.2753552863900000000000000000000,206750868.47700000000000000000000,85038.488538500000000000000000000,0.6655731899000000000000000000000,0.3587425926600000000000000000000
0.2205061369000000000000000000000,0.1492726340300000000000000000000,"5, 8",0.0000000000000000000000000000000,48453001772,0.1625311784100000000000000000000,0.1549793717100000000000000000000,0.6573191541300000000000000000000,2.4779963481600000000000000000000,73968814.773900000000000000000000,44965.353074400000000000000000000,0.8234978321700000000000000000000,0.3098900408000000000000000000000
0.0745611321400000000000000000000,0.4568388304300000000000000000000,"3, 5, 9",0.5000000000000000000000000000000,48453001307,0.1218389494700000000000000000000,0.2143880709100000000000000000000,0.7208996885100000000000000000000,3.1102624437100000000000000000000,19307959.819300000000000000000000,19484.042476900000000000000000000,0.6928920822500000000000000000000,0.3288436900000000000000000000000
0.3025015767100000000000000000000,0.0303898132500000000000000000000,"6, 10",0.0000000000000000000000000000000,48453001786,0.0959938602800000000000000000000,0.0227045301100000000000000000000,0.8440814697500000000000000000000,2.4912838185400000000000000000000,23918559.312600000000000000000000,26755.744817200000000000000000000,0.8654429182000000000000000000000,0.3301696502400000000000000000000
0.1629259706400000000000000000000,0.0222588993500000000000000000000,"6, 10",0.5000000000000000000000000000000,48453002500,0.3034979165400000000000000000000,0.0627083104400000000000000000000,0.7218483282500000000000000000000,2.7959397400800000000000000000000,36008058.134900000000000000000000,26783.844884500000000000000000000,0.6320071753200000000000000000000,0.3906931395300000000000000000000
0.3401167664000000000000000000000,0.1751536393300000000000000000000,7,0.5000000000000000000000000000000,48453001863,0.2340044350100000000000000000000,0.0008698677800000000000000000000,0.6865016926400000000000000000000,3.3773616193100000000000000000000,16373244.812700000000000000000000,21065.588133800000000000000000000,0.9614538937700000000000000000000,0.4792613243800000000000000000000
0.0951532121200000000000000000000,0.3063211392900000000000000000000,"6, 10",0.0000000000000000000000000000000,48453001782,0.1166184791100000000000000000000,0.0350246048300000000000000000000,0.7106505399300000000000000000000,2.2050929396700000000000000000000,37312763.251400000000000000000000,31506.575300100000000000000000000,0.5596194819600000000000000000000,0.3817054824300000000000000000000
0.1225435438800000000000000000000,0.1504675306000000000000000000000,2,0.0000000000000000000000000000000,48453002426,0.1468238736400000000000000000000,0.2108929029200000000000000000000,0.5358460884000000000000000000000,2.1203380102800000000000000000000,151312475.82300000000000000000000,64568.807833700000000000000000000,0.6591099340000000000000000000000,0.2946541368300000000000000000000
0.2415387013800000000000000000000,0.0046201262600000000000000000000,1,0.5000000000000000000000000000000,48453002211,0.3460205524300000000000000000000,0.0306193458600000000000000000000,0.6661377033600000000000000000000,2.8051114618400000000000000000000,73182274.030000000000000000000000,36163.663272300000000000000000000,0.6625418651300000000000000000000,0.3536331674200000000000000000000
0.1598736277700000000000000000000,0.1543393504800000000000000000000,"1, 4, 9",0.5000000000000000000000000000000,48453000306,0.2990403111500000000000000000000,0.0762363895100000000000000000000,0.7858969176400000000000000000000,3.0542519645600000000000000000000,36291342.151000000000000000000000,28414.720559900000000000000000000,0.8156660278300000000000000000000,0.2631993401800000000000000000000
0.3140929255000000000000000000000,0.1631268441500000000000000000000,"1, 9",0.0000000000000000000000000000000,48453000307,0.2987808699900000000000000000000,0.0709148262100000000000000000000,0.7395360093100000000000000000000,2.4847751110300000000000000000000,13066890.067800000000000000000000,16756.919698600000000000000000000,0.6392517838400000000000000000000,0.2590718520200000000000000000000
0.1071168973500000000000000000000,0.1439899506600000000000000000000,1,0.0000000000000000000000000000000,48453001856,0.1633364711800000000000000000000,0.0837512622900000000000000000000,0.6435247469300000000000000000000,2.0807509621700000000000000000000,664787716.02600000000000000000000,120544.66913200000000000000000000,0.7710511692500000000000000000000,0.1679804645100000000000000000000
0.1542714507400000000000000000000,0.0220792998700000000000000000000,3,0.5000000000000000000000000000000,48453002317,0.1430746241100000000000000000000,0.1467166088500000000000000000000,0.8931561661200000000000000000000,2.9466179316900000000000000000000,36426020.021000000000000000000000,28662.096986800000000000000000000,0.5408862499300000000000000000000,0.5464335320600000000000000000000
0.1322128637400000000000000000000,0.1449851316000000000000000000000,2,0.5000000000000000000000000000000,48453002435,0.1233873340600000000000000000000,0.0306193458600000000000000000000,0.4937729845400000000000000000000,2.4088601841100000000000000000000,526361315.07600000000000000000000,109964.24108800000000000000000000,0.6954489044900000000000000000000,0.2884336198300000000000000000000
0.1331630559000000000000000000000,0.1934822473600000000000000000000,2,0.0000000000000000000000000000000,48453002319,0.1738128882400000000000000000000,0.0022616562300000000000000000000,0.6772294361800000000000000000000,2.2519161153600000000000000000000,5981164.4372600000000000000000000,10715.891043900000000000000000000,0.8629503825200000000000000000000,0.2090164489400000000000000000000
0.1443341707100000000000000000000,0.3226622886600000000000000000000,"4, 9",0.5000000000000000000000000000000,48453000304,0.2973893247500000000000000000000,0.1051254833300000000000000000000,0.6973261576800000000000000000000,3.1135288172000000000000000000000,12819482.256300000000000000000000,15184.608127500000000000000000000,0.7178081676600000000000000000000,0.3288832244000000000000000000000
0.0770627038300000000000000000000,0.1753662712600000000000000000000,"4, 7, 9",0.5000000000000000000000000000000,48453000205,0.2756123614600000000000000000000,0.0836449814500000000000000000000,0.8349528521000000000000000000000,3.1516522925400000000000000000000,16233042.803800000000000000000000,20582.613791000000000000000000000,0.7818368940600000000000000000000,0.4231762283900000000000000000000
0.1170746434000000000000000000000,0.1674513615400000000000000000000,"5, 8",0.0000000000000000000000000000000,48453001774,0.1666807358400000000000000000000,0.1842507495300000000000000000000,0.7092409727500000000000000000000,2.4934632646400000000000000000000,51537095.650600000000000000000000,34461.098553800000000000000000000,0.7822928715400000000000000000000,0.3664719300500000000000000000000
0.2554525484800000000000000000000,0.0039901189900000000000000000000,"2, 5",0.0000000000000000000000000000000,48453002428,0.1381724371600000000000000000000,0.0855828899000000000000000000000,0.7037814104600000000000000000000,2.1232725709100000000000000000000,213633198.87300000000000000000000,71076.518336600000000000000000000,0.5749273379000000000000000000000,0.3613658280300000000000000000000
0.2759676548400000000000000000000,0.1507191927400000000000000000000,"6, 7",0.5000000000000000000000000000000,48453001864,0.1418504017800000000000000000000,0.0030795281500000000000000000000,0.7210983135900000000000000000000,3.0719011226800000000000000000000,55054320.628600000000000000000000,34937.143136500000000000000000000,0.9705831585000000000000000000000,0.3086028730800000000000000000000
0.3286466420000000000000000000000,0.0058918924400000000000000000000,"6, 7",0.5000000000000000000000000000000,48453001846,0.2392161987300000000000000000000,0.0232104269000000000000000000000,0.6626764987300000000000000000000,2.7823661625600000000000000000000,61814460.542600000000000000000000,33501.096048400000000000000000000,0.6946797646100000000000000000000,0.3280447391600000000000000000000
0.3926953851200000000000000000000,0.1584243754700000000000000000000,"6, 7",0.0000000000000000000000000000000,48453001785,0.0980292123700000000000000000000,0.0105263811900000000000000000000,0.6975253657500000000000000000000,2.4704558934200000000000000000000,40051048.624900000000000000000000,33500.174332200000000000000000000,0.8175639400600000000000000000000,0.2956912334500000000000000000000
0.1422433313500000000000000000000,0.1559254803100000000000000000000,6,0.0000000000000000000000000000000,48453001781,0.1185848326000000000000000000000,0.0264479047300000000000000000000,0.7693974509100000000000000000000,2.0950238780200000000000000000000,26645051.061500000000000000000000,26664.619134000000000000000000000,0.6304275067500000000000000000000,0.2519973713800000000000000000000
0.4601196670200000000000000000000,0.2899129419000000000000000000000,6,0.0000000000000000000000000000000,48453001784,0.0829083048100000000000000000000,0.1312630480200000000000000000000,0.3064971612800000000000000000000,1.7171887768700000000000000000000,200912247.25800000000000000000000,78540.397999600000000000000000000,0.1331107723300000000000000000000,0.3133768815100000000000000000000
0.0497799402500000000000000000000,0.1743123593500000000000000000000,"4, 7, 9",0.0000000000000000000000000000000,48453000305,0.2954434209900000000000000000000,0.1233985930400000000000000000000,0.7191027654500000000000000000000,2.4198954603800000000000000000000,15929812.316700000000000000000000,16146.482338900000000000000000000,0.7081484530900000000000000000000,0.3497099282200000000000000000000
0.0923034618900000000000000000000,0.0126498823100000000000000000000,10,0.0000000000000000000000000000000,48453001757,0.2974953739700000000000000000000,0.1514119327600000000000000000000,0.7799987119100000000000000000000,2.3126590492800000000000000000000,23643309.773300000000000000000000,26381.385094200000000000000000000,0.5623793459700000000000000000000,0.4164203404700000000000000000000
