CSP,Trap,Species,Species_Tax,Genus,Subfamily,Individuals
CSP27,CSP27_SE,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,2
CSP27,CSP27_SE,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,24
CSP27,CSP27_SE,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,11
CSP27,CSP27_SE,Camponotus_rubidus,Camponotus rubidus,Camponotus,Formicinae,7
CSP27,CSP27_SE,Carebara_melasolena,Carebara melasolena,Carebara,Myrmicinae,2
CSP27,CSP27_SE,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,23
CSP27,CSP27_SE,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,24
CSP27,CSP27_SW,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,3
CSP27,CSP27_SW,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,2
CSP27,CSP27_SW,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,23
CSP27,CSP27_SW,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,15
CSP27,CSP27_SW,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,31
CSP27,CSP27_SW,Gnamptogenys_panda,Gnamptogenys panda,Gnamptogenys,Ectatomminae,1
CSP27,CSP27_SW,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,93
CSP27,CSP27_SW,Nylanderia_sp.2,Nylanderia sp.2,Nylanderia,Formicinae,1
CSP27,CSP27_SW,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,3
CSP27,CSP27_SW,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,1
CSP27,CSP27_SW,Prenolepis_umbra,Prenolepis umbra,Prenolepis,Formicinae,11
CSP27,CSP27_SW,Temnothorax_sp.1,Temnothorax sp.1,Temnothorax,Myrmicinae,1
