Keywords
aboveground
alive
alive tree
base
biodiversity
biomas
carbon
coarse
date
dead
dead wood
deadwood
decay
decayed
decomposition
density
diameter
distance
earth
ecosystem
forest
forest floor
fungi
ground
height
ice
ice storm
insect
length
live
living statu
location
magnetic
magnetic field
metal
nature
nature reserve
nitrogen
organism
plot
position
quality
site
size
slope
snow
soil
solid
species
storm
subplot
trait
tree
volume
weather
wood
woody
year
