Taxon,CSP,age class,abundance,Taxonomic.assignment
OTU_0090,CSP09,medium,4,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Talaromyces
OTU_0094,CSP09,medium,5,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0096,CSP09,medium,2,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Filobasidiales Cryptococcus
OTU_0097,CSP09,medium,2,Fungi
OTU_0101,CSP09,medium,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0110,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes
OTU_0111,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes
OTU_0113,CSP09,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0131,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Holwaya
OTU_0137,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae
OTU_0139,CSP09,medium,24,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0151,CSP09,medium,1,Fungi
OTU_0172,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Callistosporium
OTU_0176,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Polyscytalum
OTU_0193,CSP09,medium,6,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0197,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales
OTU_0200,CSP09,medium,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Clavicipitaceae; Paecilomyces
OTU_0223,CSP09,medium,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_0233,CSP09,medium,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0234,CSP09,medium,2,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes; Cenococcum
OTU_0254,CSP09,medium,1,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0263,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Marasmiaceae; Marasmius
OTU_0265,CSP09,medium,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0322,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0327,CSP09,medium,1,Fungi
OTU_0336,CSP09,medium,23,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0337,CSP09,medium,3,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Sirobasidiaceae; Sirobasidium
OTU_0345,CSP09,medium,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0346,CSP09,medium,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Sagenomella
OTU_0351,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Chaetosphaeriales; Chaetosphaeriaceae; Menispora
OTU_0362,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0371,CSP09,medium,8,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0397,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Diaporthales; Valsaceae; Valsa
OTU_0410,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Rhizoscyphus
OTU_0424,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0450,CSP09,medium,8,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Capronia
OTU_0478,CSP09,medium,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0488,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0492,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Auriculariales; Hyaloriaceae; Pseudohydnum
OTU_0523,CSP09,medium,5,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0524,CSP09,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0540,CSP09,medium,1,Fungi;Ascomycota
OTU_0559,CSP09,medium,10,Fungi
OTU_0563,CSP09,medium,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0564,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales Phialocephala
OTU_0565,CSP09,medium,29,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0566,CSP09,medium,12,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0568,CSP09,medium,1,Fungi
OTU_0570,CSP09,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Corticiales; Corticiaceae; Haplotrichum
OTU_0580,CSP09,medium,24,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0581,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0584,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Laccaria
OTU_0587,CSP09,medium,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0588,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Pezizomycetes; Pezizales; Sarcoscyphaceae; Phillipsia
OTU_0591,CSP09,medium,15,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0599,CSP09,medium,2,Fungi
OTU_0603,CSP09,medium,3,Fungi;Ascomycota; Leptodontidium
OTU_0615,CSP09,medium,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales; Paecilomyces
OTU_0649,CSP09,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Entolomataceae; Entoloma
OTU_0652,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Hymenochaetales; Hymenochaetaceae; Phellinus
OTU_0711,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0724,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0742,CSP09,medium,1,Fungi
OTU_0799,CSP09,medium,3,Fungi
OTU_0826,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0843,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; Ceratobasidium
OTU_0845,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0846,CSP09,medium,1,Fungi;Ascomycota; Leptodontidium
OTU_0870,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0903,CSP09,medium,3,Fungi;Ascomycota
OTU_0906,CSP09,medium,1,Fungi
OTU_0911,CSP09,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0929,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Camarophyllus
OTU_1021,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetes incertae sedis; Venturiaceae; Cylindrosympodium
OTU_1028,CSP09,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; Ceratobasidium
OTU_1046,CSP09,medium,1,Fungi
OTU_1050,CSP09,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentellopsis
OTU_1084,CSP09,medium,7,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1122,CSP09,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1211,CSP09,medium,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1226,CSP09,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1299,CSP09,medium,1,Fungi;Basidiomycota
OTU_1335,CSP09,medium,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_1413,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1465,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales Verticillium
OTU_1631,CSP09,medium,1,Fungi
OTU_1720,CSP09,medium,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_1852,CSP09,medium,1,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes
OTU_1861,CSP09,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales
OTU_0001,CSP12,old,10,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0003,CSP12,old,23,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0004,CSP12,old,30,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_0005,CSP12,old,4,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae
OTU_0013,CSP12,old,4,Fungi;Ascomycota; Leptodontidium
OTU_0019,CSP12,old,7,Fungi;Ascomycota
OTU_0022,CSP12,old,5,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0028,CSP12,old,160,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Clavulinaceae; Clavulina
OTU_0032,CSP12,old,40,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0044,CSP12,old,17,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0045,CSP12,old,111,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Elaphomycetaceae; Elaphomyces
OTU_0048,CSP12,old,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0059,CSP12,old,4,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0065,CSP12,old,2,Fungi;Ascomycota
OTU_0071,CSP12,old,11,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0072,CSP12,old,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_0077,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Dermateaceae; Cryptosporiopsis
OTU_0079,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales
OTU_0084,CSP12,old,9,Fungi
OTU_0090,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Talaromyces
OTU_0094,CSP12,old,4,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0096,CSP12,old,18,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Filobasidiales Cryptococcus
OTU_0101,CSP12,old,4,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0110,CSP12,old,9,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes
OTU_0111,CSP12,old,5,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes
OTU_0121,CSP12,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; Ceratobasidium
OTU_0131,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Holwaya
OTU_0139,CSP12,old,20,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0141,CSP12,old,2,Fungi;Ascomycota
OTU_0188,CSP12,old,1,Fungi;Ascomycota
OTU_0193,CSP12,old,10,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0233,CSP12,old,5,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0251,CSP12,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Entolomataceae; Clitopilus
OTU_0265,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0270,CSP12,old,3,Fungi;Ascomycota
OTU_0273,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Chaetosphaeriales; Chaetosphaeriaceae; Chaetosphaeria
OTU_0297,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Rhytismatales; Rhytismataceae; Phacidiopycnis
OTU_0322,CSP12,old,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0327,CSP12,old,3,Fungi
OTU_0333,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes; Capnodiales; Teratosphaeriaceae; Devriesia
OTU_0334,CSP12,old,1,Fungi
OTU_0345,CSP12,old,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0351,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Chaetosphaeriales; Chaetosphaeriaceae; Menispora
OTU_0360,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina Gloeosporium
OTU_0371,CSP12,old,27,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0382,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Lecanoromycetes
OTU_0405,CSP12,old,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0410,CSP12,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Rhizoscyphus
OTU_0443,CSP12,old,1,Fungi
OTU_0445,CSP12,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0446,CSP12,old,6,Fungi;Ascomycota
OTU_0450,CSP12,old,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Capronia
OTU_0464,CSP12,old,6,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes
OTU_0489,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0510,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0524,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0591,CSP12,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0606,CSP12,old,24,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Atheliales; Atheliaceae; Piloderma
OTU_0607,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Entolomataceae; Entoloma
OTU_0609,CSP12,old,10,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales
OTU_0610,CSP12,old,25,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Cortinariaceae; Cortinarius
OTU_0611,CSP12,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_0615,CSP12,old,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales; Paecilomyces
OTU_0616,CSP12,old,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Lactarius
OTU_0620,CSP12,old,1,Fungi
OTU_0621,CSP12,old,2,Fungi;Ascomycota
OTU_0623,CSP12,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0626,CSP12,old,23,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Cystangium
OTU_0629,CSP12,old,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_0630,CSP12,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_0634,CSP12,old,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Clavulinaceae; Clavulina
OTU_0645,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Entolomataceae; Clitopilus
OTU_0648,CSP12,old,6,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Bionectriaceae; Clonostachys
OTU_0649,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Entolomataceae; Entoloma
OTU_0652,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Hymenochaetales; Hymenochaetaceae; Phellinus
OTU_0655,CSP12,old,2,Fungi
OTU_0656,CSP12,old,7,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Talaromyces
OTU_0659,CSP12,old,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Clavulinaceae; Clavulina
OTU_0663,CSP12,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0664,CSP12,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0666,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales; Chaetomiaceae; Chaetomium
OTU_0680,CSP12,old,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Elaphomycetaceae; Elaphomyces
OTU_0681,CSP12,old,16,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_0682,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0689,CSP12,old,1,Fungi;Ascomycota; mitosporic Ascomycota; Dothideomycetes
OTU_0692,CSP12,old,1,Fungi;Ascomycota
OTU_0694,CSP12,old,1,Fungi;Ascomycota
OTU_0717,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Rhytismatales; Rhytismataceae; Lophodermium
OTU_0721,CSP12,old,1,Fungi;Mucoromycotina; Mucorales
OTU_0775,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0789,CSP12,old,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales; Annulatascaceae; Vertexicola
OTU_0794,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_0795,CSP12,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0799,CSP12,old,2,Fungi
OTU_0831,CSP12,old,3,Fungi;Basidiomycota; Pucciniomycotina; Cystobasidiomycetes; Erythrobasidiales; Erythrobasidiaceae; Rhodotorula
OTU_0834,CSP12,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_0838,CSP12,old,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0846,CSP12,old,2,Fungi;Ascomycota; Leptodontidium
OTU_0874,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0876,CSP12,old,1,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0883,CSP12,old,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0906,CSP12,old,3,Fungi
OTU_0954,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0970,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0980,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_1046,CSP12,old,15,Fungi
OTU_1084,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1093,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_1099,CSP12,old,3,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_1107,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Clitocybula
OTU_1154,CSP12,old,1,Fungi;Mucoromycotina; Mucorales
OTU_1166,CSP12,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1167,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_1399,CSP12,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_1403,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1415,CSP12,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Hydropus
OTU_1512,CSP12,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_1607,CSP12,old,6,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1639,CSP12,old,1,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae
OTU_1662,CSP12,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_1698,CSP12,old,1,Fungi
OTU_1703,CSP12,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_1708,CSP12,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_1739,CSP12,old,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_1761,CSP12,old,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Cortinariaceae; Cortinarius
OTU_1800,CSP12,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Dermateaceae; Neofabraea
OTU_1895,CSP12,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_2043,CSP12,old,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0001,CSP13,old,18,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0003,CSP13,old,11,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0004,CSP13,old,17,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_0005,CSP13,old,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae
OTU_0014,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0018,CSP13,old,36,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0019,CSP13,old,6,Fungi;Ascomycota
OTU_0022,CSP13,old,4,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0029,CSP13,old,403,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Cortinariaceae; Cortinarius
OTU_0032,CSP13,old,14,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0044,CSP13,old,22,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0059,CSP13,old,6,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0065,CSP13,old,3,Fungi;Ascomycota
OTU_0071,CSP13,old,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0072,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_0077,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Dermateaceae; Cryptosporiopsis
OTU_0084,CSP13,old,2,Fungi
OTU_0090,CSP13,old,4,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Talaromyces
OTU_0094,CSP13,old,2,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0096,CSP13,old,3,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Filobasidiales Cryptococcus
OTU_0101,CSP13,old,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0110,CSP13,old,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes
