location,objectid,townname,plant,bryop,fern,tree,herp,mamml,fish,beark_f,beark_m,moosemor,shapestarea,shapestlength
,true,CANAAN,9,false,false,5,true,7,4,10,14,29,86286665.18222046,63059.57228057915
