,keywords,labels,X0,X1
0,abundance,1,0.22402974496915065,-0.14964899663115355
1,air,0,-0.24114628550336714,-0.41650108733741914
2,area,0,-0.23039031432681742,-0.3740572337722717
3,bay,0,-0.08346820922828967,-0.38986857094144556
4,bean,1,0.26858140372044165,-0.3282375677142232
5,boundary,1,0.08960859162700777,-0.3536620795644045
6,cloud,3,-0.19322852488983477,-0.280378697433989
7,coast,2,-0.09154538753651635,-0.7706266696716073
8,cold,3,-0.22450989945546274,-0.2701599113543555
9,continent,1,0.09546506484546678,-0.1288309623197404
10,county,0,-0.1817674494685749,-0.378668478761485
11,dead,3,-0.2517486798347877,-0.2947092432256741
12,deadwood,0,0.05666555699856734,-0.4353781692572985
13,deep,3,-0.20968555233143152,-0.13322250511022238
14,development,3,-0.20828097881343796,-0.11313799611937896
15,earth,1,0.3185164730117197,-0.443725722355688
16,electricity,2,-0.005719467319811643,-0.6876468350241777
17,energy,0,-0.042095220167674065,-0.38649928501913094
18,environment,1,0.09709422448107892,-0.33619194483933157
19,exotic,1,0.2366719846219585,-0.2903594108694404
20,fires,2,-0.028904927231794917,-0.6961041195682456
21,food,2,0.09301373262499099,-0.503109775327912
22,fuel,0,-0.02717934413523345,-0.42898650381464987
23,greenland,0,0.044155518464100714,-0.4302771140547666
24,ground,0,-0.2495043766464559,-0.38781737280205314
25,grow,3,-0.10219208586587111,-0.17207117676964204
26,harbor,0,-0.04338458438320329,-0.48161648657430967
27,heat,3,-0.02996760111774847,-0.16956521729967036
28,holobiont communities,0,-0.0683335069166996,-0.42644269720509537
29,horse,0,-0.18222995014483578,-0.4290471646911961
30,ice,1,0.17419491211460553,-0.40608973243542795
31,immigration,3,-0.08945267120441398,-0.26106654315571015
32,infrastructure,0,-0.12676840814937348,-0.4214667663750527
33,invasion,3,-0.04486369945222416,-0.20925240438069936
34,island,2,0.06516324525719529,-0.5723568797650168
35,living,0,-0.24097429941681117,-0.4196760951529166
36,meat,1,0.22248557553259202,-0.341250733705637
37,monument,2,-0.09346764402254577,-0.6634004823118398
38,native,2,-0.08166981894232218,-0.5805929892383277
39,nature,1,0.13556393812494824,-0.11131001535914939
40,oil,2,0.16124149827741138,-0.5386655917141093
41,park,2,-0.12171875126612233,-0.8417540341200193
42,perimeter,3,-0.15787944398001208,-0.2883419279047399
43,pet,0,-0.026095626921124458,-0.5071629730437716
44,plot,3,-0.1250542600737732,-0.2340240597436089
45,preserve,0,-0.10978047962985742,-0.44264629704343084
46,prey,3,0.02130116496417546,-0.25350601921554083
47,protection,3,-0.15982993894294295,-0.20793432116724972
48,raindrops,1,0.3421458574157222,-0.3277598553338829
49,region,3,-0.16412564980593122,-0.29127225813156704
50,reserve,0,-0.1637287374288902,-0.4570958768914307
51,rock,3,-0.14910963532978896,-0.24492911225025812
52,salt,1,0.3680352246180644,-0.4226076931537288
53,shallow,1,0.2623067289073486,-0.24930047545456097
54,sky,2,-0.24447282805416745,-0.601480372185481
55,spring,3,-0.24289283175178897,-0.2929663223990074
56,stem,3,-0.22154063959018916,-0.1367736738480295
57,storm,2,-0.169213234259461,-0.6150225012570036
58,stream,3,-0.07423216226060757,-0.20917488214548846
59,trench,1,0.17501470281986267,-0.18198582484080258
60,warm,3,-0.09844218597662599,-0.3196626837112867
61,wind,2,-0.019966313238718895,-0.5856686772755499
