,keywords,labels,X0,X1
0,Flora ,0,1.2798178063820624,-0.8177784039065198
1,agroforestry,0,1.160505089754334,-0.8766503027259823
2,aquaculture,3,1.0240202246394345,-1.0668106417619356
3,aquatic,0,0.9996797258249718,-0.7713187576048716
4,arable,3,1.007058625188675,-1.112224884547169
5,bathyal habitat,2,1.5993388389247605,-1.3523572172306269
6,biodiversity,2,1.7543573010150282,-1.0933191167417224
7,botany,0,1.0409709481701916,-0.7649074588269459
8,compost,3,0.8608407705051471,-0.8507729413032573
9,cropland,1,1.0667776146421715,-1.4406428514212217
10,deforestation,1,1.1733521862935052,-1.2488584353246674
11,dune,0,1.0513236816383718,-0.8924845241285654
12,ecological,0,1.0900213824114295,-0.8502737832052024
13,ecology,0,1.155932082455769,-0.8682834267826685
14,fauna,0,1.1358999466378703,-0.9619339342372961
15,fishery,3,0.9185302618417472,-1.236699573443722
16,flora,0,1.2798178063820624,-0.8177784039065198
17,forage,0,1.3195137967848938,-0.9104053905693688
18,forest,1,0.7570483802280367,-1.539615975287799
19,forested,3,0.7402302135792393,-1.2403838552265471
20,freshwater,0,1.1922508869069417,-1.0177761727195036
21,grassland,1,1.2796901473934201,-1.2559952178027525
22,grazing,3,0.7594435221276301,-0.9998326166923024
23,greenhouse,3,0.7910132930623528,-0.9077277101189749
24,groundwater,3,1.0495056216838121,-1.110298612188647
25,habitat,2,1.5993388389247605,-1.3523572172306269
26,hydrology,0,1.0572198322265545,-0.8613265924507367
27,mangrove,2,1.354138631572981,-1.2425085393817659
28,marsh,3,1.0508579827543825,-1.1826317456483788
29,overexploitation,0,1.3156231978073085,-0.9256997106681211
30,precipitation,0,1.3544433958200088,-0.8379038388733171
31,rainfall,1,1.2178415716262112,-1.4142405644317388
32,rainforest,1,1.0849235170836775,-1.425301138435817
33,reef,0,1.1121849217681656,-0.7837348072533601
34,riparian,1,1.250257113450834,-1.296812715401737
35,savanna,0,1.2427388762451244,-1.0672240111038267
36,savannah,3,0.8544743471110784,-0.8970634827358305
37,seedling,0,1.1601451780050087,-0.7841672025131475
38,shrub,0,1.1643087208927692,-0.8233990641453414
39,silt,0,1.0875947413200402,-0.8398260971095395
40,vegetation,2,1.6074593824375438,-1.2491239125584859
41,wetland,1,1.3330975016832156,-1.4115280157015686
42,wildlife,1,0.9184938324382919,-1.670064294440629
43,woodland,3,0.7972661940245306,-1.3052899920252445
