,keywords,labels,X0,X1
0,archaea,3,1.6944367211870914,0.8865890464622782
1,bacterial,3,1.7213627596979826,0.9009349674803009
2,bacterium,3,1.8702659037179783,1.0008053120771283
3,conductivity,1,1.4492657346027404,1.1253725011867723
4,microbe,3,1.763663515540154,0.7855958275520095
5,microbial,3,2.0316916286852122,0.840968685835841
6,microbiome,1,1.5170111186064617,0.9681074347685975
7,microbiota,0,1.9833644552386278,1.2220852868417884
8,microbiota richnes,0,1.9833644552386278,1.2220852868417884
9,microorganism,3,1.9269435750668507,0.7600401693366243
10,morphologically,1,1.4734123597629354,1.0101570399242985
11,morphology,1,1.6371823432712513,1.2547024241172389
12,organism,3,1.7497597930995117,0.8134213350590367
13,pathogen,3,1.887608678988965,0.7175182253334876
14,phagocytosis,1,1.4668423388653746,1.304763998143032
15,photosynthetic,2,2.211829973745589,0.49285798164644906
16,phylogenetic,0,1.8350014981557607,1.1388031910581802
17,phylogeny,3,1.7321571165551102,0.9928255745566906
18,polyphenols,0,2.2114798986498863,1.4958520001748368
19,potassium,1,1.424071186031875,0.9395807054670208
20,speciation,2,2.268715937015357,0.8495614167249984
21,taxa,2,2.0885754243505468,0.5426659930507942
22,trophic,3,1.7650398735190922,0.7792821561549756
23,vertebrate,3,1.9281653766465112,0.7701494028671673
