rownr,date,Date,start,end,plotignore,CSP,working condition,protoc.first,protoc.sur,meas.first,meas.sur,entered.first,entered.sur,entered.date,page,Central_subplot,CWD-Id,CWD_CSP_original,Idaddon,CWD_CSP,Species,specunpolished,TagAFCW,TagMBa,TagAFCW original,TagMBa original,DBH,dbh.comment,dbhpostmean,dbhpostsd,stemsGrEq10,stemsCnSm10,height,BD,lookup tag,dbase.remark.kn,dtop,dtop.remark.kn,length,len.rem.kn,height_length,hei.len.rem.kn,broken at,broken diam,neigh.label,reference is self,neigh.dist,neigh.azimut,direction CWD,pos.cw,pos.af_original,plot estimate,pos.af,alive,sc,mc,dc,ter,rot,fungi,valid,crown_origin,remark,vol_factor,Allometrie,comment Karin,meandbh,meanGr10,meanSm10Cn,ice_storm_representative
315,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,1,w/c?,6,CSP02_6,8,CSP02_6,Castanopsis eyrei,Castanopsis eyrei,,377294,,377294,,,,,,,,19,,,3,,,,3.3,,,,371579,,0.1,340,255,,8,,8,d,5,3,1,,,,,372919,-,,,,,,,no
316,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,1,w/c?,5,CSP02_5,2,CSP02_5,Schima superba,Schima superba,,,,will be taken out,,,,,,,,17,,,16,,,,4,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,will be taken out,,,,,,,no
317,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,1,w/c?,5,CSP02_5,3,CSP02_5,Schima superba,Schima superba,,,,will be taken out,,,,,,,,16,,,12,,,,4,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,will be taken out,,,,,,,no
318,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,1,w/c?,5,CSP02_5,4,CSP02_5,Schima superba,Schima superba,,370475,,370475,,,,,,,,12,,,3,,,,6.11,,,,372630,,2.17,155,225,,8,,8,d,0,3,1,,,,,371117,KN: crown of one of the stems of a multistem,,,,,,,no
319,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,1,w/c?,7,CSP02_7,1,CSP02_7,Schima superba,Schima superba,,,,will be taken out,,,,,,,,20,,,17,,,,2,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,will be taken out,,,,,,,no
320,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,8,CSP02_8,1,CSP02_8,Castanopsis eyrei,Castanopsis eyrei,,377427,,377427,26,,,,1,,,25,,,24,,,,2,,,,363951,,1.83,218,230,,3 snag,,3 snag,d,0,1,1,,,,,,-,,,,26,1,,yes
321,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,8,CSP02_8,2,CSP02_8,Castanopsis eyrei,Castanopsis eyrei,,,,"(indirect 377427): hanging top of 377427, belonging to the same CWD Id nr 8",,,,,,,,24,,,21,,,,3,,,,363951,,1.83,218,230,,3 hanging top,,3 hanging top,d,0,1,1,,,,,377427,-,,,,,,,no
322,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,8,CSP02_8,3,CSP02_8,Castanopsis eyrei,Castanopsis eyrei,,,,,,,,,,,,20,,,20,,,,2,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,"cut into pieces, will be taken out",,,,,,,no
323,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,8,CSP02_8,4,CSP02_8,Castanopsis eyrei,Castanopsis eyrei,,,,,,,,,,,,23,,,22,,,,2,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,"cut into pieces, will be taken out",,,,,,,no
324,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,9,CSP02_9,1,CSP02_9,Schima superba,Schima superba,,370698,,370698,14,,,,,,,13,,,14,,,,3.91,,,,372306,,3.87,155,290,,7,,7,d,5,5,2,,,,,,was dead before snowbreak,,,,14,,,no
325,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,9,CSP02_9,2,CSP02_9,Schima superba,Schima superba,,377392,,377392,,,,,,,,11,,,13,,,,2.55,,,,372306,,2.43,309,225,,7,,7,d,100,5,2,,,fungi (+),,,was dead before snowbreak,,,,,,,no
326,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,10,CSP02_10,1,CSP02_10,Pinus massoniana,Pinus massoniana,,370869,,370869,,,,,,,,16,,,5,,,,5.41,,,,379075,,1,23,235,,8,,8,d,5,5,1,,,,,,cut into pieces,,,,,,,no
327,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,10,CSP02_10,2,CSP02_10,Pinus massoniana,Pinus massoniana,,,,will be taken out,,,,,,,,18,,,16,,,,4,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,"cut into pieces, will be taken out",,,,,,,no
328,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,10,CSP02_10,3,CSP02_10,Pinus massoniana,Pinus massoniana,,,,will be taken out,,,,,,,,20,,,20,,,,2,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,"cut into pieces, will be taken out",,,,,,,no
329,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,10,CSP02_10,4,CSP02_10,Pinus massoniana,Pinus massoniana,,,,will be taken out,,,,,,,,20,,,19,,,,2,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,"cut into pieces, will be taken out",,,,,,,no
330,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,10,CSP02_10,5,CSP02_10,Pinus massoniana,Pinus massoniana,,,,will be taken out,,,,,,,,20,,,22,,,,2,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,"cut into pieces, will be taken out",,,,,,,no
331,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,10,CSP02_10,6,CSP02_10,Pinus massoniana,Pinus massoniana,,,,will be taken out,,,,,,,,22,,,26,,,,2,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,"cut into pieces, will be taken out",,,,,,,no
332,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,10,CSP02_10,7,CSP02_10,Pinus massoniana,Pinus massoniana,,,,will be taken out,,,,,,,,18,,,20,,,,2,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,"cut into pieces, will be taken out",,,,,,,no
333,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,10,CSP02_10,8,CSP02_10,Pinus massoniana,Pinus massoniana,,376543,,376543,,,,,,,,32,,,32,,,,0.4,,,,372354,,2.71,5,nn,,10,,10,d,0,5,1,,,,,,57 years old (Fang Teng counted tree rings),,,,,,,no
334,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,10,CSP02_10,9,CSP02_10,Pinus massoniana,Pinus massoniana,,370616,,370616,,,,,,,,22,,,23,,,,1,,,,372354,,3.54,53,165,,7,,7,d,100,5,1,,,,,,-,,,,,,,no
335,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,11,CSP02_11,1,CSP02_11,Cunninghamia lanceolata,Cunninghamia lanceolata,,376630,,376630,,,,,,,,32,,,32,,,,0.4,,,,372354,,1.74,354,nn,,10,,10,d,0,5,2,,,,,,covered by moss and seedlings,,,,,,,no
336,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,12,CSP02_12,1,CSP02_12,Schima superba,Schima superba,,376470,,376470,,,,,,,,12,,,8,,,,4.86,,,,371304,,4.78,50,255,,11,,11,d,80,5,2,,,,,,broken!,,,,,,,no
337,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,13,CSP02_13,1,CSP02_13,Schima superba,Schima superba,,377486,,377486,,,,,,,,20,,,20,,,,0.5,,,,371304,,3.05,20,235,,5,,5,d,50,5,1,,,,,,cut into pieces,,,,,,,no
338,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,2,w/c?,13,CSP02_13,2,CSP02_13,Schima superba,Schima superba,,,,will be taken out,,,,,,,,19,,,17,,,,2,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,"cut into pieces, will be taken out",,,,,,,no
339,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,13,CSP02_13,3,CSP02_13,Schima superba,Schima superba,,,,will be taken out,,,,,,,,19,,,14,,,,4,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,will be taken out,,,,,,,no
340,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,13,CSP02_13,4,CSP02_13,Schima superba,Schima superba,,,,will be taken out,,,,,,,,14,,,12,,,,4,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,will be taken out,,,,,,,no
341,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,13,CSP02_13,5,CSP02_13,Schima superba,Schima superba,,,,will be taken out,,,,,,,,12,,,8,,,,5,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,will be taken out,,,,,,,no
342,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,14,CSP02_14,1,CSP02_14,Castanea henryi,Castanea henryi,,,,will be taken out,,,,,,,,16,,,12,,,,2,,,,no tag,,nn,nn,nn,,7,,7,d,nn,NA,nn,,,,,,will be taken out,,,,,,,no
343,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,15,CSP02_15,1,CSP02_15,Castanopsis eyrei,Castanopsis eyrei,,376628,,376628,,,,,,,,16,,,7,,,,3.37,,,,371304,,1,345,230,,8,,8,d,80,5,1,,,,,377427,maybe number 8's crown!?,,,,,,,no
344,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,16,CSP02_16,1,CSP02_16,Schima superba,Schima superba,,376979,,376979,,,,,,,,13,,,3,,,,5.86,,,,371304,,1.35,10,230,,8,,8,d,50,5,1,,,,,,-,,,,,,,no
345,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,17,CSP02_17,1,CSP02_17,Schima superba,Schima superba,,376654,,376654,,,12.86978842,2.081895459,0.914171657,0.085828343,,16,,,16,,,,0.4,,,,379719,,0.5,40,240,,10,,10,d,0,1,1,,,,,,uprooted & cut,,,,12.86978842,1,,yes
346,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,18,CSP02_18,1,CSP02_18,Pinus massoniana,Pinus massoniana,,363067,,363067,,,,,,,,10,,,10,,,,2,,,,379719,,1.5,130,260,,11,,11,d,5,1,1,,,,,,-,,,,,,,no
347,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,19,CSP02_19,1,CSP02_19,Schima superba,Schima superba,,379798,,379798,,,,,,,,12,,,5,,,,7.98,,,,363644,,2.2,180,235,,8,,8,d,0,1,1,,,,,,cut,,,,,,,no
348,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,20,CSP02_20,1,CSP02_20,Schima superba,Schima superba,,377389,,377389,,,11.34146407,1.739793802,0.796407186,0.203592814,,14,,,6,,,,7.5,,,,363644,,1.9,160,235,,6,,6,d,0,1,1,,,,,,cut,,,,11.34146407,1,,yes
349,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,21,CSP02_21,1,CSP02_21,Schima superba,Schima superba,,376825,,376825,,,,,,,,12,,,3,,,,9.68,,,,363644,,2.6,180,235,,8,,8,d,10,1,1,,,,,,cut,,,,,,,no
350,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,22,CSP02_22,1,CSP02_22,Cyclobalanopsis myrsinifolia,Cyclobalanopsis myrsinaefolia,,376456,,376456,,,13.66843812,2.132321378,0.952095808,0.047904192,,17,,,17,,,,0.5,,,,363644,,1.42,120,90,,7,,7,d,50,1,1,,,,,,cut,,,,13.66843812,1,,yes
351,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,23,CSP02_23,1,CSP02_23,Pinus massoniana,Pinus massoniana,,377253,,377253,,,,,,,,35,,,35,,,,0.4,,,,379392,,3,165,nn,,10,,10,d,0,3,1,,,,,,"70 years old (Fang Teng counted tree rings), cut",,,,,,,no
352,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,24,CSP02_24,1,CSP02_24,Alniphyllum fortunei,Alniphyllum fortunei,,376607,,376607,,,,,,,,11,,,11,,,,4.5,,,,379392,,2.98,185,235,,9,,9,d,0,5,1,,,,,,-,,,,,,,no
353,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,3,w/c?,24,CSP02_24,2,CSP02_24,Alniphyllum fortunei,Alniphyllum fortunei,,376667,,376667,,,,,,,,12,,,12,,,,4,,,,379392,,2.15,180,241,,7,,7,d,5,5,1,,,,,,"no base found, maybe from outside",,,,,,,no
354,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,22,CSP02_22,2,CSP02_22,Cyclobalanopsis myrsinifolia,Cyclobalanopsis myrsinaefolia,,379885,,379885,,,,,,,,13,,,9,,,,4.32,,,,372545,,1,35,210,,9,,9,d,0,1,1,,,,,,-,,,,,,,no
355,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,25,CSP02_25,1,CSP02_25,Schima superba,Schima superba,,376469,,376469,26,,,,1,,,,,nn,26,,,,1.35,,,,372545,,1.34,162,230,,10,,10,d,30,1,1,,,,,,partly uprooted,,,,26,1,,yes
356,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,26,CSP02_26,1,CSP02_26,Schima superba,Schima superba,,376922,,376922,,,18.29514671,2.917023238,0.996007984,0.003992016,,23,,,23,,,,0.5,,,,372545,,2.58,194,217,,10,,10,d,50,1,1,,,,,,partly uprooted,,,,18.29514671,1,,yes
357,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,27,CSP02_27,1,CSP02_27,Alniphyllum fortunei,Alniphyllum fortunei,,363764,,363764,,,20.59579142,3.171604239,0.999001996,0.000998004,,26,,,26,,,,1,,,,372851,,1.55,0,230,,10,,10,d,50,1,1,,,,,,buried & uprooted,,,,20.59579142,1,,yes
358,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,28,CSP02_28,1,CSP02_28,Schima superba,Schima superba,,375328,,375328,,,15.23187725,2.291836072,0.988023952,0.011976048,,19,,,15,,,,1,,,,363664,,4.45,265,210,,10,,10,d,50,1,1,,,,,,multistem uprooted,,,,15.23187725,1,,yes
359,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,28,CSP02_28,2,CSP02_28,Schima superba,Schima superba,,,,"(indirect 375328): this was a multistem, this row is a separate stem belonging to the multistem 375328",,,15.91205788,2.381224314,0.991017964,0.008982036,,20,,,15,,,,1,,,,363664,,4.45,265,210,,10,,10,d,50,1,1,,,,,,multistem uprooted,,,,15.91205788,1,,yes
360,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,28,CSP02_28,3,CSP02_28,Schima superba,Schima superba,,,,"(indirect 375328): this was a multistem, this row is a separate stem belonging to the multistem 375328",,,16.71302794,2.695343316,0.994011976,0.005988024,,21,,,15,,,,1,,,,363664,,4.45,265,210,,10,,10,d,50,1,1,,,,,,multistem uprooted,,,,16.71302794,1,,yes
361,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,29,CSP02_29,1,CSP02_29,Alniphyllum fortunei,Alniphyllum fortunei,,372287,,372287,,,14.33323353,2.249866072,0.973053892,0.026946108,,18,,,18,,,,0.4,,,,363664,,4,264,210,,10,,10,d,0,1,1,,,,,,uprooted,,,,14.33323353,1,,yes
362,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,30,CSP02_30,1,CSP02_30,Castanea henryi,Castanea henryi,,376893,,376893,,,,,,,,27,,,25,,,,0.8,,,,363664,,3.43,0,210,,11,,11,d,100,1,1,,,,,,cut,,,,,,,no
363,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,30,CSP02_30,2,CSP02_30,Castanea henryi,Castanea henryi,,377463,,377463,,,21.14924251,3.279658241,0.998003992,0.001996008,,27,,,27,,,,1,,,,363664,,4.88,27,235,,10,,10,d,0,1,1,,,,,,"cut, uprooted",,,,21.14924251,1,,yes
364,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,31,CSP02_31,1,CSP02_31,Diospyros japonica,Diospyros glaucifolia,,376903,,376903,,,16.01326647,2.485464329,0.992015968,0.007984032,,20,,,20,,,,0.8,,,,363711,,1.3,180,235,,10,,10,d,30,1,1,Insects,,,,,insects,,,,16.01326647,1,,yes
365,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,32,CSP02_32,1,CSP02_32,Schima superba,Schima superba,,377652,,377652,,,,,,,,14,,,3,,,,4.14,,,,379165,,0.9,120,315,,8,,8,d,20,1,1,,,,,,-,,,,,,,no
366,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,4,w/c?,33,CSP02_33,1,CSP02_33,Cunninghamia lanceolata,Cunninghamia lanceolata,,,,,,,,,,,,29,,,29,,,,0.3,,,,379165,,2.57,340,nn,,10,,10,d,0,5,2,,,,,,was dead before snowbreak,,,,,,,no
367,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,5,w/c?,31,CSP02_31,2,CSP02_31,Diospyros japonica,Diospyros glaucifolia,,371180,,371180,,,,,,,,13,,,3,,,,7.25,,,,363870,,0.5,270,210,,8,,8,d,0,1,1,,,,,,-,,,,,,,no
368,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,5,w/c?,34,CSP02_34,1,CSP02_34,Schima superba,Schima superba,,376989,,376989,,,18.39043912,2.935199654,0.999001996,0.000998004,,23,,,23,,,,0.5,,,,363870,,2.73,195,200,,10,,10,d,50,1,1,,,,,,uprooted,,,,18.39043912,1,,yes
369,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,5,w/c?,35,CSP02_35,1,CSP02_35,Cunninghamia lanceolata,Cunninghamia lanceolata,,379784,,379784,,,,,,,,11,,,11,,,,3.2,,,,363975,,0.5,150,255,,11,,11,d,100,5,2,,,,,,-,,,,,,,no
370,2008-12-24 00:00:00,,1899-12-30 10:10:00,1899-12-30 16:30:00,,CSP02,"fog, rain, snow and all is frozen",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-01-28 00:00:00,5,w/c?,36,CSP02_36,1,CSP02_36,Schima superba,Schima superba,,379542,,379542,,,12.82222754,1.918520215,0.933133733,0.066866267,,16,,,16,,,,0.5,,,,363870,,1.99,245,270,,10,,10,d,0,1,1,,,,,,uprooted,,,,12.82222754,1,,yes
