Samplenr,Seedlingnr,Plot,Record,Date,Planted_Species,Density,Treatment,Dead,Height_P,Height_G,Leaves_Liv,Leaves_Dam,Leaves_Dead,Damage_pro,Biomass_Above,Biomass_Below
39.03.1,39.03,39,1,August_2015,L.formosana,9,Shadow,0,,46.5,31,,,,,
39.03.2,39.03,39,2,September_2015,L.formosana,9,Shadow,0,44.5,44.5,21,21,0,1,,
39.03.0,39.03,39,0,July_2015,L.formosana,9,Shadow,0,46.7,,25,,,,,
39.03.3,39.03,39,3,September_2016,L.formosana,9,Shadow,0,129,,117,116,,10,40.12,13.57
39.04.3,39.04,39,3,September_2016,L.formosana,9,Shadow,1,,,,,,,,
39.04.2,39.04,39,2,September_2015,L.formosana,9,Shadow,0,36,50,14,14,0,1,,
39.04.1,39.04,39,1,August_2015,L.formosana,9,Shadow,0,,26,12,,,,,
39.04.0,39.04,39,0,July_2015,L.formosana,9,Shadow,0,23,,7,,,,,
39.05.2,39.05,39,2,September_2015,L.formosana,9,Shadow,0,37.5,50,43,37,0,1,,
39.05.0,39.05,39,0,July_2015,L.formosana,9,Shadow,0,42.3,,2,,,,,
39.05.3,39.05,39,3,September_2016,L.formosana,9,Shadow,0,135,,128,121,,30,29.36,9.27
39.05.1,39.05,39,1,August_2015,L.formosana,9,Shadow,0,,42.2,24,,,,,
39.06.0,39.06,39,0,July_2015,L.formosana,9,Shadow,0,35.1,,5,,,,,
39.06.2,39.06,39,2,September_2015,L.formosana,9,Shadow,0,29,29,13,12,0,1,,
39.06.1,39.06,39,1,August_2015,L.formosana,9,Shadow,0,,30.2,11,,,,,
39.06.3,39.06,39,3,September_2016,L.formosana,9,Shadow,0,59,,16,16,,7,4.86,4.52
39.07.0,39.07,39,0,July_2015,L.formosana,9,Shadow,0,30.2,,12,,,,,
39.07.2,39.07,39,2,September_2015,L.formosana,9,Shadow,0,56,56,64,58,0,1,,
39.07.1,39.07,39,1,August_2015,L.formosana,9,Shadow,0,,38.6,20,,,,,
39.07.3,39.07,39,3,September_2016,L.formosana,9,Shadow,0,78,,53,53,,3,21.04,11.07
39.08.2,39.08,39,2,September_2015,L.formosana,9,Shadow,0,45,47,38,36,0,1,,
39.08.0,39.08,39,0,July_2015,L.formosana,9,Shadow,0,9.8,,0,,,,,
39.08.1,39.08,39,1,August_2015,L.formosana,9,Shadow,1,,,,,,,,
39.08.3,39.08,39,3,September_2016,L.formosana,9,Shadow,0,49,,29,27,,5,5.88,2.49
39.09.0,39.09,39,0,July_2015,L.formosana,9,Shadow,0,50.7,,45,,,,,
39.09.2,39.09,39,2,September_2015,L.formosana,9,Shadow,0,55,55,17,17,0,1,,
39.09.1,39.09,39,1,August_2015,L.formosana,9,Shadow,0,,50.7,62,,,,,
39.09.3,39.09,39,3,September_2016,L.formosana,9,Shadow,0,115,,71,71,,10,26.67,11.37
40.01.0,40.01,40,0,July_2015,C.sclerophylla,25,Shadow,1,,,,,,,,
40.01.2,40.01,40,2,September_2015,C.sclerophylla,25,Shadow,0,8.4,8.4,4,2,0,0.5,,
40.01.1,40.01,40,1,August_2015,C.sclerophylla,25,Shadow,1,,,,,,,,
40.01.3,40.01,40,3,September_2016,C.sclerophylla,25,Shadow,1,,,,,,,,
40.02.0,40.02,40,0,July_2015,C.sclerophylla,25,Shadow,0,2.6,,3,,,,,
40.02.2,40.02,40,2,September_2015,C.sclerophylla,25,Shadow,0,10.5,10.5,8,6,0,0.5,,
40.02.1,40.02,40,1,August_2015,C.sclerophylla,25,Shadow,0,,2.1,4,,,,,
40.02.3,40.02,40,3,September_2016,C.sclerophylla,25,Shadow,0,42,,15,14,,5,3.24,0.97
40.03.2,40.03,40,2,September_2015,C.sclerophylla,25,Shadow,0,10.5,10.5,8,8,0,0.5,,
40.03.0,40.03,40,0,July_2015,C.sclerophylla,25,Shadow,0,7,,6,,,,,
40.03.1,40.03,40,1,August_2015,C.sclerophylla,25,Shadow,0,,8.6,6,,,,,
40.03.3,40.03,40,3,September_2016,C.sclerophylla,25,Shadow,0,50,,42,35,,10,4.81,1.68
40.04.0,40.04,40,0,July_2015,C.sclerophylla,25,Shadow,0,3.7,,5,,,,,
40.04.2,40.04,40,2,September_2015,C.sclerophylla,25,Shadow,1,,,,,,,,
40.04.1,40.04,40,1,August_2015,C.sclerophylla,25,Shadow,0,,3.9,5,,,,,
40.04.3,40.04,40,3,September_2016,C.sclerophylla,25,Shadow,1,,,,,,,,
40.05.0,40.05,40,0,July_2015,C.sclerophylla,25,Shadow,0,6.9,,6,,,,,
40.05.2,40.05,40,2,September_2015,C.sclerophylla,25,Shadow,0,9.5,9.5,5,4,0,0.5,,
40.05.1,40.05,40,1,August_2015,C.sclerophylla,25,Shadow,0,,11,8,,,,,
40.05.3,40.05,40,3,September_2016,C.sclerophylla,25,Shadow,0,29,,10,9,,5,1.49,0.49
40.06.0,40.06,40,0,July_2015,C.sclerophylla,25,Shadow,0,2.1,,1,,,,,
40.06.2,40.06,40,2,September_2015,C.sclerophylla,25,Shadow,0,6.2,6.2,4,3,0,0.5,,
40.06.1,40.06,40,1,August_2015,C.sclerophylla,25,Shadow,0,,1.2,1,,,,,
40.06.3,40.06,40,3,September_2016,C.sclerophylla,25,Shadow,0,34,,16,13,,2,1.86,0.66
40.07.2,40.07,40,2,September_2015,C.sclerophylla,25,Shadow,0,6,6,4,4,0,0.5,,
40.07.1,40.07,40,1,August_2015,C.sclerophylla,25,Shadow,0,,2.5,4,,,,,
40.07.3,40.07,40,3,September_2016,C.sclerophylla,25,Shadow,0,12,,7,6,,15,,
40.07.0,40.07,40,0,July_2015,C.sclerophylla,25,Shadow,0,2.4,,4,,,,,
40.08.1,40.08,40,1,August_2015,C.sclerophylla,25,Shadow,0,,5.5,7,,,,,
40.08.2,40.08,40,2,September_2015,C.sclerophylla,25,Shadow,1,,,,,,,,
40.08.3,40.08,40,3,September_2016,C.sclerophylla,25,Shadow,1,,,,,,,,
40.08.0,40.08,40,0,July_2015,C.sclerophylla,25,Shadow,0,2.9,,4,,,,,
40.09.3,40.09,40,3,September_2016,C.sclerophylla,25,Shadow,0,48,,20,19,,15,3.75,1.38
40.09.2,40.09,40,2,September_2015,C.sclerophylla,25,Shadow,0,12.5,12.5,7,6,0,0.5,,
40.09.0,40.09,40,0,July_2015,C.sclerophylla,25,Shadow,0,5.5,,4,,,,,
40.09.1,40.09,40,1,August_2015,C.sclerophylla,25,Shadow,0,,6.4,6,,,,,
40.1.0,40.1,40,0,July_2015,C.sclerophylla,25,Shadow,0,4.8,,4,,,,,
40.1.2,40.1,40,2,September_2015,C.sclerophylla,25,Shadow,0,9.4,9.4,7,6,0,0.5,,
40.1.1,40.1,40,1,August_2015,C.sclerophylla,25,Shadow,0,,5.2,5,,,,,
40.1.3,40.1,40,3,September_2016,C.sclerophylla,25,Shadow,0,26,,15,13,,5,1.58,0.44
40.11.2,40.11,40,2,September_2015,C.sclerophylla,25,Shadow,0,8,8,4,2,0,5,,
40.11.0,40.11,40,0,July_2015,C.sclerophylla,25,Shadow,0,3.6,,3,,,,,
40.11.1,40.11,40,1,August_2015,C.sclerophylla,25,Shadow,0,,3.9,3,,,,,
40.11.3,40.11,40,3,September_2016,C.sclerophylla,25,Shadow,0,10,,6,5,,2,0.51,0.19
40.12.0,40.12,40,0,July_2015,C.sclerophylla,25,Shadow,0,4.1,,3,,,,,
40.12.2,40.12,40,2,September_2015,C.sclerophylla,25,Shadow,0,13.2,13.2,10,10,0,0.5,,
40.12.1,40.12,40,1,August_2015,C.sclerophylla,25,Shadow,0,,6.2,5,,,,,
40.12.3,40.12,40,3,September_2016,C.sclerophylla,25,Shadow,0,36,,35,34,,5,5.34,2.28
40.13.0,40.13,40,0,July_2015,C.sclerophylla,25,Shadow,0,3.5,,3,,,,,
40.13.2,40.13,40,2,September_2015,C.sclerophylla,25,Shadow,0,9.1,9.1,7,5,0,0.5,,
40.13.1,40.13,40,1,August_2015,C.sclerophylla,25,Shadow,0,,4.1,5,,,,,
40.13.3,40.13,40,3,September_2016,C.sclerophylla,25,Shadow,0,39,,20,19,,5,2.24,0.57
40.14.0,40.14,40,0,July_2015,C.sclerophylla,25,Shadow,0,5,,5,,,,,
40.14.2,40.14,40,2,September_2015,C.sclerophylla,25,Shadow,0,10.8,10.8,5,4,0,0.5,,
40.14.1,40.14,40,1,August_2015,C.sclerophylla,25,Shadow,0,,7.3,7,,,,,
40.14.3,40.14,40,3,September_2016,C.sclerophylla,25,Shadow,0,30,,21,20,,5,2.03,0.61
40.15.2,40.15,40,2,September_2015,C.sclerophylla,25,Shadow,0,10,10,4,3,0,0.5,,
40.15.0,40.15,40,0,July_2015,C.sclerophylla,25,Shadow,0,3.2,,3,,,,,
40.15.1,40.15,40,1,August_2015,C.sclerophylla,25,Shadow,0,,4.4,3,,,,,
40.15.3,40.15,40,3,September_2016,C.sclerophylla,25,Shadow,0,19,,10,10,,10,3.11,0.21
40.16.0,40.16,40,0,July_2015,C.sclerophylla,25,Shadow,0,4.2,,4,,,,,
40.16.2,40.16,40,2,September_2015,C.sclerophylla,25,Shadow,0,8.7,8.7,5,5,0,0.5,,
40.16.1,40.16,40,1,August_2015,C.sclerophylla,25,Shadow,0,,6.3,5,,,,,
40.16.3,40.16,40,3,September_2016,C.sclerophylla,25,Shadow,0,19,,13,11,,15,1.04,0.32
40.17.0,40.17,40,0,July_2015,C.sclerophylla,25,Shadow,0,4.3,,4,,,,,
40.17.2,40.17,40,2,September_2015,C.sclerophylla,25,Shadow,0,11.5,11.5,8,6,0,0.5,,
40.17.1,40.17,40,1,August_2015,C.sclerophylla,25,Shadow,0,,4,6,,,,,
40.17.3,40.17,40,3,September_2016,C.sclerophylla,25,Shadow,0,31,,14,13,,10,2.52,0.52
40.18.0,40.18,40,0,July_2015,C.sclerophylla,25,Shadow,0,6.4,,4,,,,,
40.18.2,40.18,40,2,September_2015,C.sclerophylla,25,Shadow,0,7.2,7.2,9,5,0,0.5,,
40.18.1,40.18,40,1,August_2015,C.sclerophylla,25,Shadow,1,,,,,,,,
40.18.3,40.18,40,3,September_2016,C.sclerophylla,25,Shadow,0,18,,15,15,,10,0.6,0.32
40.19.0,40.19,40,0,July_2015,C.sclerophylla,25,Shadow,0,3.5,,3,,,,,
40.19.1,40.19,40,1,August_2015,C.sclerophylla,25,Shadow,0,,3.4,4,,,,,
40.19.2,40.19,40,2,September_2015,C.sclerophylla,25,Shadow,0,5.7,5.7,4,4,0,0.5,,
40.19.3,40.19,40,3,September_2016,C.sclerophylla,25,Shadow,1,,,,,,,,
40.2.0,40.2,40,0,July_2015,C.sclerophylla,25,Shadow,0,3.9,,3,,,,,
40.2.1,40.2,40,1,August_2015,C.sclerophylla,25,Shadow,0,,3.9,3,,,,,
40.2.2,40.2,40,2,September_2015,C.sclerophylla,25,Shadow,0,4.7,4.7,3,2,0,0.5,,
40.2.3,40.2,40,3,September_2016,C.sclerophylla,25,Shadow,0,8,,5,4,,10,0.39,0.08
40.21.2,40.21,40,2,September_2015,C.sclerophylla,25,Shadow,0,13.8,13.8,9,6,0,0.5,,
40.21.1,40.21,40,1,August_2015,C.sclerophylla,25,Shadow,0,,2.7,3,,,,,
40.21.3,40.21,40,3,September_2016,C.sclerophylla,25,Shadow,0,42,,20,17,,5,2.87,0.92
40.21.0,40.21,40,0,July_2015,C.sclerophylla,25,Shadow,0,2.7,,3,,,,,
40.22.3,40.22,40,3,September_2016,C.sclerophylla,25,Shadow,0,17,,,,,,0.73,0.2
40.22.2,40.22,40,2,September_2015,C.sclerophylla,25,Shadow,0,8.9,8.9,7,5,0,0.5,,
40.22.0,40.22,40,0,July_2015,C.sclerophylla,25,Shadow,0,4.4,,5,,,,,
40.22.1,40.22,40,1,August_2015,C.sclerophylla,25,Shadow,1,,,,,,,,
40.23.2,40.23,40,2,September_2015,C.sclerophylla,25,Shadow,0,12.2,12.2,7,6,0,0.5,,
40.23.0,40.23,40,0,July_2015,C.sclerophylla,25,Shadow,0,4.9,,5,,,,,
40.23.3,40.23,40,3,September_2016,C.sclerophylla,25,Shadow,0,29,,,,,,1.34,0.58
40.23.1,40.23,40,1,August_2015,C.sclerophylla,25,Shadow,0,,7.1,6,,,,,
40.24.2,40.24,40,2,September_2015,C.sclerophylla,25,Shadow,0,6,6,6,4,0,0.5,,
40.24.0,40.24,40,0,July_2015,C.sclerophylla,25,Shadow,0,3.2,,3,,,,,
40.24.3,40.24,40,3,September_2016,C.sclerophylla,25,Shadow,0,14,,,,,,0.65,0.15
40.24.1,40.24,40,1,August_2015,C.sclerophylla,25,Shadow,0,,5.4,4,,,,,
40.25.2,40.25,40,2,September_2015,C.sclerophylla,25,Shadow,1,,,,,,,,
40.25.0,40.25,40,0,July_2015,C.sclerophylla,25,Shadow,0,3.4,,3,,,,,
40.25.3,40.25,40,3,September_2016,C.sclerophylla,25,Shadow,1,,,,,,,,
40.25.1,40.25,40,1,August_2015,C.sclerophylla,25,Shadow,0,,5.6,4,,,,,
41.01.2,41.01,41,2,September_2015,L.formosana,25,Shadow,0,34.5,34.5,17,14,0,0.8,,
41.01.3,41.01,41,3,September_2016,L.formosana,25,Shadow,0,110,,32,32,,10,11.81,4.3
41.01.0,41.01,41,0,July_2015,L.formosana,25,Shadow,0,27.6,,15,,,,,
41.01.1,41.01,41,1,August_2015,L.formosana,25,Shadow,0,,43.1,20,,,,,
41.02.2,41.02,41,2,September_2015,L.formosana,25,Shadow,0,36.1,36.1,14,13,0,0.8,,
41.02.0,41.02,41,0,July_2015,L.formosana,25,Shadow,0,28.7,,23,,,,,
41.02.3,41.02,41,3,September_2016,L.formosana,25,Shadow,0,105,,66,66,,15,9.99,3.38
41.02.1,41.02,41,1,August_2015,L.formosana,25,Shadow,0,,41,26,,,,,
41.03.2,41.03,41,2,September_2015,L.formosana,25,Shadow,0,30.5,30.5,9,9,1,0.8,,
41.03.0,41.03,41,0,July_2015,L.formosana,25,Shadow,0,26.5,,14,,,,,
41.03.3,41.03,41,3,September_2016,L.formosana,25,Shadow,0,38,,12,12,,5,1.59,0.89
41.03.1,41.03,41,1,August_2015,L.formosana,25,Shadow,0,,35.2,21,,,,,
41.04.2,41.04,41,2,September_2015,L.formosana,25,Shadow,0,26.5,26.5,15,15,0,0.8,,
41.04.0,41.04,41,0,July_2015,L.formosana,25,Shadow,1,,,,,,,,
41.04.3,41.04,41,3,September_2016,L.formosana,25,Shadow,0,86,,62,62,,5,13.43,5.03
41.04.1,41.04,41,1,August_2015,L.formosana,25,Shadow,0,,37.4,18,,,,,
41.05.2,41.05,41,2,September_2015,L.formosana,25,Shadow,0,48,48,22,19,0,0.8,,
41.05.3,41.05,41,3,September_2016,L.formosana,25,Shadow,0,137,,135,135,,8,27.37,6.96
41.05.0,41.05,41,0,July_2015,L.formosana,25,Shadow,0,38.8,,12,,,,,
41.05.1,41.05,41,1,August_2015,L.formosana,25,Shadow,0,,51.5,16,,,,,
41.06.3,41.06,41,3,September_2016,L.formosana,25,Shadow,0,137,,124,124,,10,39.35,8.76
41.06.0,41.06,41,0,July_2015,L.formosana,25,Shadow,0,26.1,,12,,,,,
41.06.1,41.06,41,1,August_2015,L.formosana,25,Shadow,0,,34.5,23,,,,,
41.06.2,41.06,41,2,September_2015,L.formosana,25,Shadow,0,61.5,61.5,27,24,0,0.8,,
41.07.0,41.07,41,0,July_2015,L.formosana,25,Shadow,1,,,,,,,,
41.07.3,41.07,41,3,September_2016,L.formosana,25,Shadow,0,40,,21,21,,8,3.5,2.17
41.07.1,41.07,41,1,August_2015,L.formosana,25,Shadow,1,,,,,,,,
41.07.2,41.07,41,2,September_2015,L.formosana,25,Shadow,0,33,33,31,26,0,0.8,,
41.08.0,41.08,41,0,July_2015,L.formosana,25,Shadow,0,30.5,,8,,,,,
41.08.3,41.08,41,3,September_2016,L.formosana,25,Shadow,0,15,,14,14,,10,2.01,1.11
41.08.1,41.08,41,1,August_2015,L.formosana,25,Shadow,0,,45.1,16,,,,,
41.08.2,41.08,41,2,September_2015,L.formosana,25,Shadow,0,23,23,12,10,0,0.8,,
41.09.3,41.09,41,3,September_2016,L.formosana,25,Shadow,0,134,,127,126,,27,28.04,8.45
41.09.0,41.09,41,0,July_2015,L.formosana,25,Shadow,0,25.7,,16,,,,,
41.09.1,41.09,41,1,August_2015,L.formosana,25,Shadow,0,,39.5,22,,,,,
41.09.2,41.09,41,2,September_2015,L.formosana,25,Shadow,0,52,52,19,19,0,0.8,,
41.1.0,41.1,41,0,July_2015,L.formosana,25,Shadow,0,26.9,,11,,,,,
41.1.2,41.1,41,2,September_2015,L.formosana,25,Shadow,0,35,35,8,8,0,0.8,,
41.1.3,41.1,41,3,September_2016,L.formosana,25,Shadow,0,125,,56,56,,50,11.45,3.42
41.1.1,41.1,41,1,August_2015,L.formosana,25,Shadow,0,,33.7,15,,,,,
41.11.0,41.11,41,0,July_2015,L.formosana,25,Shadow,1,,,,,,,,
41.11.2,41.11,41,2,September_2015,L.formosana,25,Shadow,0,32,32,24,24,0,0.8,,
41.11.3,41.11,41,3,September_2016,L.formosana,25,Shadow,0,31,,15,15,,30,1.66,1.59
41.11.1,41.11,41,1,August_2015,L.formosana,25,Shadow,1,,,,,,,,
41.12.0,41.12,41,0,July_2015,L.formosana,25,Shadow,0,34.8,,10,,,,,
41.12.1,41.12,41,1,August_2015,L.formosana,25,Shadow,0,,40,19,,,,,
41.12.3,41.12,41,3,September_2016,L.formosana,25,Shadow,0,78,,29,29,,2,8.96,3.54
41.12.2,41.12,41,2,September_2015,L.formosana,25,Shadow,0,46.5,46.5,19,19,0,0.8,,
41.13.2,41.13,41,2,September_2015,L.formosana,25,Shadow,0,33,33,9,5,0,0.8,,
41.13.0,41.13,41,0,July_2015,L.formosana,25,Shadow,0,23.5,,5,,,,,
41.13.3,41.13,41,3,September_2016,L.formosana,25,Shadow,0,19,,13,13,,1,0.98,0.66
41.13.1,41.13,41,1,August_2015,L.formosana,25,Shadow,0,,29.8,8,,,,,
41.14.3,41.14,41,3,September_2016,L.formosana,25,Shadow,0,105,,33,33,,4,6.81,3.17
41.14.0,41.14,41,0,July_2015,L.formosana,25,Shadow,0,32.6,,7,,,,,
41.14.2,41.14,41,2,September_2015,L.formosana,25,Shadow,0,52.5,52.5,13,9,0,0.8,,
41.14.1,41.14,41,1,August_2015,L.formosana,25,Shadow,0,,39.2,17,,,,,
41.15.3,41.15,41,3,September_2016,L.formosana,25,Shadow,1,,,,,,,,
41.15.0,41.15,41,0,July_2015,L.formosana,25,Shadow,0,25.4,,13,,,,,
41.15.1,41.15,41,1,August_2015,L.formosana,25,Shadow,0,,29.5,24,,,,,
41.15.2,41.15,41,2,September_2015,L.formosana,25,Shadow,1,,,,,,,,
41.16.0,41.16,41,0,July_2015,L.formosana,25,Shadow,0,32.8,,7,,,,,
41.16.1,41.16,41,1,August_2015,L.formosana,25,Shadow,0,,32.4,9,,,,,
41.16.3,41.16,41,3,September_2016,L.formosana,25,Shadow,1,,,,,,,,
41.16.2,41.16,41,2,September_2015,L.formosana,25,Shadow,0,40,40,14,12,0,0.8,,
41.17.2,41.17,41,2,September_2015,L.formosana,25,Shadow,0,45,45,23,21,0,0.8,,
41.17.0,41.17,41,0,July_2015,L.formosana,25,Shadow,0,40.5,,10,,,,,
41.17.3,41.17,41,3,September_2016,L.formosana,25,Shadow,0,102,,33,33,,3,7.98,2.91
41.17.1,41.17,41,1,August_2015,L.formosana,25,Shadow,0,,48.2,16,,,,,
41.18.3,41.18,41,3,September_2016,L.formosana,25,Shadow,0,103,,58,57,,16,14.38,3.98
41.18.0,41.18,41,0,July_2015,L.formosana,25,Shadow,0,21.1,,4,,,,,
41.18.2,41.18,41,2,September_2015,L.formosana,25,Shadow,0,58,58,15,13,0,0.8,,
41.18.1,41.18,41,1,August_2015,L.formosana,25,Shadow,0,,23.9,11,,,,,
41.19.3,41.19,41,3,September_2016,L.formosana,25,Shadow,1,,,,,,,,
41.19.0,41.19,41,0,July_2015,L.formosana,25,Shadow,0,22.9,,16,,,,,
41.19.1,41.19,41,1,August_2015,L.formosana,25,Shadow,0,,30.7,21,,,,,
41.19.2,41.19,41,2,September_2015,L.formosana,25,Shadow,1,,,,,,,,
41.2.0,41.2,41,0,July_2015,L.formosana,25,Shadow,0,37.1,,15,,,,,
41.2.1,41.2,41,1,August_2015,L.formosana,25,Shadow,0,,53.4,25,,,,,
41.2.3,41.2,41,3,September_2016,L.formosana,25,Shadow,0,87,,61,61,,25,12.29,5.87
41.2.2,41.2,41,2,September_2015,L.formosana,25,Shadow,0,43,43,25,24,0,0.8,,
41.21.2,41.21,41,2,September_2015,L.formosana,25,Shadow,0,59,59,17,16,1,0.8,,
41.21.0,41.21,41,0,July_2015,L.formosana,25,Shadow,0,34.3,,14,,,,,
41.21.3,41.21,41,3,September_2016,L.formosana,25,Shadow,0,135,,145,145,,22,35.76,11.54
41.21.1,41.21,41,1,August_2015,L.formosana,25,Shadow,0,,43.1,14,,,,,
41.22.3,41.22,41,3,September_2016,L.formosana,25,Shadow,1,,,,,,,,
41.22.1,41.22,41,1,August_2015,L.formosana,25,Shadow,0,,25.3,15,,,,,
41.22.0,41.22,41,0,July_2015,L.formosana,25,Shadow,0,22.6,,11,,,,,
41.22.2,41.22,41,2,September_2015,L.formosana,25,Shadow,1,,,,,,,,
41.23.3,41.23,41,3,September_2016,L.formosana,25,Shadow,0,77,,33,28,,8,8.65,2.97
41.23.0,41.23,41,0,July_2015,L.formosana,25,Shadow,0,23,,12,,,,,
41.23.1,41.23,41,1,August_2015,L.formosana,25,Shadow,0,,29,5,,,,,
41.23.2,41.23,41,2,September_2015,L.formosana,25,Shadow,0,28.5,28.5,16,16,0,0.8,,
41.24.3,41.24,41,3,September_2016,L.formosana,25,Shadow,0,127,,94,92,,20,5.3,0.14
41.24.1,41.24,41,1,August_2015,L.formosana,25,Shadow,0,,32.3,14,,,,,
41.24.0,41.24,41,0,July_2015,L.formosana,25,Shadow,0,20,,9,,,,,
41.24.2,41.24,41,2,September_2015,L.formosana,25,Shadow,0,50.5,50.5,37,36,0,0.8,,
41.25.0,41.25,41,0,July_2015,L.formosana,25,Shadow,0,25.1,,9,,,,,
41.25.2,41.25,41,2,September_2015,L.formosana,25,Shadow,0,58,58,22,21,0,0.8,,
41.25.3,41.25,41,3,September_2016,L.formosana,25,Shadow,0,85,,49,49,,15,35.76,6.43
41.25.1,41.25,41,1,August_2015,L.formosana,25,Shadow,0,,31.2,15,,,,,
42.01.0,42.01,42,0,July_2015,L.glaber,25,Light,0,17.6,,7,,,,,
42.01.2,42.01,42,2,September_2015,L.glaber,25,Light,1,,,,,,,,
42.01.3,42.01,42,3,September_2016,L.glaber,25,Light,1,,,,,,,,
42.01.1,42.01,42,1,August_2015,L.glaber,25,Light,0,,18.4,7,,,,,
42.02.0,42.02,42,0,July_2015,L.glaber,25,Light,0,20.9,,6,,,,,
42.02.3,42.02,42,3,September_2016,L.glaber,25,Light,1,,,,,,,,
42.02.2,42.02,42,2,September_2015,L.glaber,25,Light,1,,,,,,,,
42.02.1,42.02,42,1,August_2015,L.glaber,25,Light,0,,21.1,6,,,,,
42.03.0,42.03,42,0,July_2015,L.glaber,25,Light,0,9.8,,4,,,,,
42.03.2,42.03,42,2,September_2015,L.glaber,25,Light,0,19,19,7,6,0,1,,
42.03.3,42.03,42,3,September_2016,L.glaber,25,Light,0,51,,54,45,,2,7.06,2.05
42.03.1,42.03,42,1,August_2015,L.glaber,25,Light,0,,10,4,,,,,
42.04.0,42.04,42,0,July_2015,L.glaber,25,Light,0,8.1,,0,,,,,
42.04.2,42.04,42,2,September_2015,L.glaber,25,Light,0,15.2,15.2,7,7,0,1,,
42.04.3,42.04,42,3,September_2016,L.glaber,25,Light,0,34,,20,16,,1,2.58,0.87
42.04.1,42.04,42,1,August_2015,L.glaber,25,Light,1,,,,,,,,
42.05.0,42.05,42,0,July_2015,L.glaber,25,Light,0,15.2,,3,,,,,
42.05.2,42.05,42,2,September_2015,L.glaber,25,Light,1,,,,,,,,
42.05.3,42.05,42,3,September_2016,L.glaber,25,Light,1,,,,,,,,
42.05.1,42.05,42,1,August_2015,L.glaber,25,Light,0,,16.8,6,,,,,
42.06.0,42.06,42,0,July_2015,L.glaber,25,Light,0,12.5,,0,,,,,
42.06.3,42.06,42,3,September_2016,L.glaber,25,Light,0,28,,21,19,,1,2.74,0.69
42.06.2,42.06,42,2,September_2015,L.glaber,25,Light,0,12.8,12.8,4,4,0,1,,
42.06.1,42.06,42,1,August_2015,L.glaber,25,Light,1,,,,,,,,
42.07.0,42.07,42,0,July_2015,L.glaber,25,Light,0,10.2,,3,,,,,
42.07.2,42.07,42,2,September_2015,L.glaber,25,Light,0,15.5,15.5,3,2,0,1,,
42.07.3,42.07,42,3,September_2016,L.glaber,25,Light,0,30,,18,11,,2,1.99,0.85
42.07.1,42.07,42,1,August_2015,L.glaber,25,Light,0,,8.9,3,,,,,
42.08.0,42.08,42,0,July_2015,L.glaber,25,Light,0,14.6,,2,,,,,
42.08.2,42.08,42,2,September_2015,L.glaber,25,Light,0,23,23,8,6,0,1,,
42.08.3,42.08,42,3,September_2016,L.glaber,25,Light,0,50,,29,24,,5,4.93,1.17
42.08.1,42.08,42,1,August_2015,L.glaber,25,Light,0,,14.7,3,,,,,
42.09.0,42.09,42,0,July_2015,L.glaber,25,Light,0,14.3,,1,,,,,
42.09.2,42.09,42,2,September_2015,L.glaber,25,Light,0,16.2,16.2,11,9,0,5,,
42.09.3,42.09,42,3,September_2016,L.glaber,25,Light,0,31,,29,29,,8,2.66,0.99
42.09.1,42.09,42,1,August_2015,L.glaber,25,Light,0,,14,1,,,,,
42.1.2,42.1,42,2,September_2015,L.glaber,25,Light,0,16.3,16.3,5,4,0,1,,
42.1.3,42.1,42,3,September_2016,L.glaber,25,Light,1,,,,,,,,
42.1.0,42.1,42,0,July_2015,L.glaber,25,Light,0,20.2,,3,,,,,
42.1.1,42.1,42,1,August_2015,L.glaber,25,Light,0,,20.2,5,,,,,
42.11.1,42.11,42,1,August_2015,L.glaber,25,Light,0,,10.9,4,,,,,
42.11.3,42.11,42,3,September_2016,L.glaber,25,Light,0,32,,16,16,,5,2.18,0.68
42.11.2,42.11,42,2,September_2015,L.glaber,25,Light,0,16.5,16.5,4,4,0,5,,
42.11.0,42.11,42,0,July_2015,L.glaber,25,Light,0,11.1,,3,,,,,
42.12.3,42.12,42,3,September_2016,L.glaber,25,Light,0,53,,47,45,,3,5.88,2.14
42.12.1,42.12,42,1,August_2015,L.glaber,25,Light,0,,11.2,0,,,,,
42.12.0,42.12,42,0,July_2015,L.glaber,25,Light,0,17.2,,2,,,,,
42.12.2,42.12,42,2,September_2015,L.glaber,25,Light,0,20.7,20.7,12,10,0,1,,
42.13.0,42.13,42,0,July_2015,L.glaber,25,Light,0,15,,0,,,,,
42.13.3,42.13,42,3,September_2016,L.glaber,25,Light,1,,,,,,,,
42.13.2,42.13,42,2,September_2015,L.glaber,25,Light,1,,,,,,,,
42.13.1,42.13,42,1,August_2015,L.glaber,25,Light,1,,,,,,,,
42.14.2,42.14,42,2,September_2015,L.glaber,25,Light,1,,,,,,,,
42.14.0,42.14,42,0,July_2015,L.glaber,25,Light,0,19.6,,7,,,,,
42.14.1,42.14,42,1,August_2015,L.glaber,25,Light,0,,19.2,11,,,,,
42.14.3,42.14,42,3,September_2016,L.glaber,25,Light,1,,,,,,,,
42.15.0,42.15,42,0,July_2015,L.glaber,25,Light,0,14.1,,2,,,,,
42.15.3,42.15,42,3,September_2016,L.glaber,25,Light,0,17,,11,11,,8,0.71,0.3
42.15.2,42.15,42,2,September_2015,L.glaber,25,Light,0,11.9,11.9,6,5,0,1,,
