Tree,Plot,NB_trophobioses,Eutrichosiphum.heterotrichum,Eutrichosiphum.tattakanum,Hemiptera_sum,Crematogaster.rogenhoferi,Polyrhachis.dives,Technomyrmex.brunneus,Tetramorium.wroughtonii,Ants_sum,Herbivory,Tree_species
t109270010913,A_I27,0,0,0,0,0,0,0,0,0,3.69047619,Triadica sebifera
t109270011007,A_I27,0,0,0,0,0,0,0,0,0,3.69047619,Triadica sebifera
t109270011008,A_I27,0,0,0,0,0,0,0,0,0,15.47619048,Choerospondias axillaris
t109270011009,A_I27,0,0,0,0,0,0,0,0,0,5.952380952,Choerospondias axillaris
t109270011010,A_I27,0,0,0,0,0,0,0,0,0,6.904761905,Choerospondias axillaris
t109270011011,A_I27,0,0,0,0,0,0,0,0,0,4.047619048,Triadica sebifera
t109270011012,A_I27,0,0,0,0,0,0,0,0,0,17.85714286,Choerospondias axillaris
t109270011013,A_I27,0,0,0,0,0,0,0,0,0,6.30952381,Triadica sebifera
t109270011107,A_I27,3,0,0,7,0,0,0,0,10,8.214285714,Choerospondias axillaris
t109270011108,A_I27,0,0,0,0,0,0,0,0,0,4.166666667,Triadica sebifera
t109270011109,A_I27,0,0,0,0,0,0,0,0,0,9.404761905,Choerospondias axillaris
t109270011110,A_I27,0,0,0,0,0,0,0,0,0,7.261904762,Choerospondias axillaris
t109270011111,A_I27,0,0,0,0,0,0,0,0,0,7.261904762,Choerospondias axillaris
t109270011112,A_I27,0,0,0,0,0,0,0,0,0,5.119047619,Triadica sebifera
t109270011113,A_I27,0,0,0,0,0,0,0,0,0,4.642857143,Triadica sebifera
t109270011207,A_I27,0,0,0,0,0,0,0,0,0,7.261904762,Choerospondias axillaris
t109270011208,A_I27,0,0,0,0,0,0,0,0,0,3.928571429,Triadica sebifera
t109270011209,A_I27,0,0,0,0,0,0,0,0,0,5.119047619,Choerospondias axillaris
t109270011210,A_I27,0,0,0,0,0,0,0,0,0,11.19047619,Choerospondias axillaris
t109270011211,A_I27,0,0,0,0,0,0,0,0,0,8.80952381,Choerospondias axillaris
t109270011212,A_I27,0,0,0,0,0,0,0,0,0,6.904761905,Triadica sebifera
t109280010707,A_I28,0,0,0,0,0,0,0,0,0,27.38095238,Liquidambar formosana
t109280010708,A_I28,0,0,0,0,0,0,0,0,0,15.5952381,Liquidambar formosana
t109280010709,A_I28,0,0,0,0,0,0,0,0,0,8.80952381,Liquidambar formosana
t109280010710,A_I28,0,0,0,0,0,0,0,0,0,22.02380952,Liquidambar formosana
t109280010711,A_I28,0,0,0,0,0,0,0,0,0,4.880952381,Liquidambar formosana
t109280010712,A_I28,0,0,0,0,0,0,0,0,0,11.30952381,Liquidambar formosana
t109280010807,A_I28,0,0,0,0,0,0,0,0,0,49.04761905,Liquidambar formosana
t109280010808,A_I28,0,0,0,0,0,0,0,0,0,9.047619048,Liquidambar formosana
t109280010809,A_I28,0,0,0,0,0,0,0,0,0,11.19047619,Liquidambar formosana
t109280010810,A_I28,0,0,0,0,0,0,0,0,0,3.928571429,Liquidambar formosana
t109280010811,A_I28,0,0,0,0,0,0,0,0,0,4.047619048,Liquidambar formosana
t109280010812,A_I28,0,0,0,0,0,0,0,0,0,9.404761905,Liquidambar formosana
t109280010907,A_I28,0,0,0,0,0,0,0,0,0,17.38095238,Liquidambar formosana
t109280010908,A_I28,0,0,0,0,0,0,0,0,0,7.619047619,Liquidambar formosana
t109280010909,A_I28,0,0,0,0,0,0,0,0,0,10.95238095,Liquidambar formosana
t109280010910,A_I28,0,0,0,0,0,0,0,0,0,11.19047619,Liquidambar formosana
t109280010911,A_I28,0,0,0,0,0,0,0,0,0,3.69047619,Liquidambar formosana
t109280010912,A_I28,0,0,0,0,0,0,0,0,0,4.285714286,Liquidambar formosana
t109280011007,A_I28,0,0,0,0,0,0,0,0,0,8.928571429,Liquidambar formosana
t109280011008,A_I28,0,0,0,0,0,0,0,0,0,11.30952381,Liquidambar formosana
t109280011009,A_I28,0,0,0,0,0,0,0,0,0,8.333333333,Liquidambar formosana
t109280011010,A_I28,0,0,0,0,0,0,0,0,0,6.904761905,Liquidambar formosana
t109280011011,A_I28,0,0,0,0,0,0,0,0,0,5.952380952,Liquidambar formosana
t109280011012,A_I28,0,0,0,0,0,0,0,0,0,6.071428571,Liquidambar formosana
t109280011107,A_I28,0,0,0,0,0,0,0,0,0,10.23809524,Liquidambar formosana
t109280011108,A_I28,1,0,0,1,0,0,0,2,2,9.880952381,Liquidambar formosana
t109280011109,A_I28,0,0,0,0,0,0,0,0,0,11.19047619,Liquidambar formosana
t109280011110,A_I28,0,0,0,0,0,0,0,0,0,8.928571429,Liquidambar formosana
t109280011111,A_I28,0,0,0,0,0,0,0,0,0,12.5,Liquidambar formosana
t109280011112,A_I28,0,0,0,0,0,0,0,0,0,3.095238095,Liquidambar formosana
t109280011207,A_I28,0,0,0,0,0,0,0,0,0,15.47619048,Liquidambar formosana
t109280011208,A_I28,0,0,0,0,0,0,0,0,0,5.119047619,Liquidambar formosana
t109280011209,A_I28,0,0,0,0,0,0,0,0,0,5.476190476,Liquidambar formosana
t109280011210,A_I28,0,0,0,0,0,0,0,0,0,7.738095238,Liquidambar formosana
t109280011211,A_I28,0,0,0,0,0,0,0,0,0,4.166666667,Liquidambar formosana
t109280011212,A_I28,0,0,0,0,0,0,0,0,0,2.023809524,Liquidambar formosana
t109300010304,A_I30,0,0,0,0,0,0,0,0,0,3.571428571,Cinnamomum camphora
t109300010307,A_I30,0,0,0,0,0,0,0,0,0,4.880952381,Cinnamomum camphora
t109300010312,A_I30,0,0,0,0,0,0,0,0,0,39.04761905,Lithocarpus glaber
t109300010313,A_I30,0,0,0,0,0,0,0,0,0,12.14285714,Lithocarpus glaber
t109300010315,A_I30,0,0,0,0,0,0,0,0,0,6.428571429,Melia azedarach
t109300010406,A_I30,0,0,0,0,0,0,0,0,0,5,Cinnamomum camphora
t109300010408,A_I30,0,0,0,0,0,0,0,0,0,8.095238095,Lithocarpus glaber
t109300010409,A_I30,0,0,0,0,0,0,0,0,0,3.571428571,Cinnamomum camphora
t109300010412,A_I30,0,0,0,0,0,0,0,0,0,0,Acer davidii
t109300010415,A_I30,0,0,0,0,0,0,0,0,0,2.023809524,Cinnamomum camphora
t109300010505,A_I30,0,0,0,0,0,0,0,0,0,3.333333333,Koelreuteria bipinnata
t109300010511,A_I30,0,0,0,0,0,0,0,0,0,4.285714286,Cinnamomum camphora
t109300010512,A_I30,0,0,0,0,0,0,0,0,0,20.23809524,Melia azedarach
t109300010514,A_I30,0,0,0,0,0,0,0,0,0,6.30952381,Lithocarpus glaber
t109300010604,A_I30,0,0,0,0,0,0,0,0,0,4.880952381,Melia azedarach
t109300010605,A_I30,0,0,0,0,0,0,0,0,0,5.833333333,Lithocarpus glaber
t109300010612,A_I30,0,0,0,0,0,0,0,0,0,9.285714286,Melia azedarach
t109300010613,A_I30,0,0,0,0,0,0,0,0,0,5.952380952,Melia azedarach
t109300010614,A_I30,0,0,0,0,0,0,0,0,0,2.857142857,Lithocarpus glaber
t109300010704,A_I30,0,0,0,0,0,0,0,0,0,2.083333333,Koelreuteria bipinnata
t109300010709,A_I30,0,0,0,0,0,0,0,0,0,29.04761905,Melia azedarach
t109300010710,A_I30,0,0,0,0,0,0,0,0,0,1.547619048,Cinnamomum camphora
t109300010713,A_I30,0,0,0,0,0,0,0,0,0,3.095238095,Melia azedarach
t109300010714,A_I30,0,0,0,0,0,0,0,0,0,0,Koelreuteria bipinnata
t109300010804,A_I30,0,0,0,0,0,0,0,0,0,4.880952381,Cinnamomum camphora
t109300010805,A_I30,0,0,0,0,0,0,0,0,0,3.571428571,Cinnamomum camphora
t109300010809,A_I30,0,0,0,0,0,0,0,0,0,5.476190476,Melia azedarach
t109300010810,A_I30,0,0,0,0,0,0,0,0,0,4.75,Melia azedarach
t109300010812,A_I30,0,0,0,0,0,0,0,0,0,7.976190476,Lithocarpus glaber
t109300010906,A_I30,0,0,0,0,0,0,0,0,0,12.5,Acer davidii
t109300010907,A_I30,0,0,0,0,0,0,0,0,0,5.595238095,Cinnamomum camphora
t109300010908,A_I30,0,0,0,0,0,0,0,0,0,5.357142857,Lithocarpus glaber
t109300010912,A_I30,0,0,0,0,0,0,0,0,0,2.738095238,Koelreuteria bipinnata
t109300010915,A_I30,0,0,0,0,0,0,0,0,0,5.952380952,Lithocarpus glaber
t109300011006,A_I30,0,0,0,0,0,0,0,0,0,2.5,Acer davidii
t109300011009,A_I30,0,0,0,0,0,0,0,0,0,19.28571429,Melia azedarach
t109300011010,A_I30,0,0,0,0,0,0,0,0,0,8.69047619,Koelreuteria bipinnata
t109300011012,A_I30,0,0,0,0,0,0,0,0,0,0,Koelreuteria bipinnata
t109300011013,A_I30,0,0,0,0,0,0,0,0,0,7.142857143,Melia azedarach
t109300011014,A_I30,0,0,0,0,0,0,0,0,0,0.357142857,Melia azedarach
t109300011105,A_I30,0,0,0,0,0,0,0,0,0,8.333333333,Cyclobalanopsis myrsinifolia
t109300011106,A_I30,0,0,0,0,0,0,0,0,0,7.261904762,Melia azedarach
t109300011109,A_I30,0,0,0,0,0,0,0,0,0,12.02380952,Cyclobalanopsis myrsinifolia
t109300011111,A_I30,0,0,0,0,0,0,0,0,0,4.880952381,Cinnamomum camphora
t109300011112,A_I30,0,0,0,0,0,0,0,0,0,10.83333333,Cyclobalanopsis myrsinifolia
t109300011113,A_I30,0,0,0,0,0,0,0,0,0,4.761904762,Lithocarpus glaber
t109300011115,A_I30,0,0,0,0,0,0,0,0,0,0.238095238,Cyclobalanopsis myrsinifolia
t109300011205,A_I30,0,0,0,0,0,0,0,0,0,8.095238095,Cyclobalanopsis myrsinifolia
t109300011206,A_I30,0,0,0,0,0,0,0,0,0,1,Melia azedarach
t109300011208,A_I30,0,0,0,0,0,0,0,0,0,5.833333333,Cyclobalanopsis myrsinifolia
t109300011211,A_I30,0,0,0,0,0,0,0,0,0,3.69047619,Lithocarpus glaber
t109300011214,A_I30,0,0,0,0,0,0,0,0,0,0,Melia azedarach
t109300011308,A_I30,0,0,0,0,0,0,0,0,0,15.35714286,Melia azedarach
t109300011309,A_I30,0,0,0,0,0,0,0,0,0,3.928571429,Cinnamomum camphora
t109300011310,A_I30,1,12,0,12,0,0,0,0,4,2.023809524,Lithocarpus glaber
t109300011312,A_I30,0,0,0,0,0,0,0,0,0,14.16666667,Melia azedarach
t109300011313,A_I30,0,0,0,0,0,0,0,0,0,17.02380952,Cyclobalanopsis myrsinifolia
t109300011404,A_I30,0,0,0,0,0,0,0,0,0,2.5,Koelreuteria bipinnata
t109300011406,A_I30,0,0,0,0,0,0,0,0,0,5.119047619,Cinnamomum camphora
t109300011410,A_I30,0,0,0,0,0,0,0,0,0,2.976190476,Cinnamomum camphora
t109300011411,A_I30,0,0,0,0,0,0,0,0,0,4.285714286,Cinnamomum camphora
t109300011412,A_I30,0,0,0,0,0,0,0,0,0,15.47619048,Cyclobalanopsis myrsinifolia
t109300011413,A_I30,0,0,0,0,0,0,0,0,0,11.78571429,Cyclobalanopsis myrsinifolia
t109300011414,A_I30,0,0,0,0,0,0,0,0,0,10.11904762,Cyclobalanopsis myrsinifolia
t110030010403,A_J3,0,0,0,0,0,0,0,0,0,14.64285714,Castanea henryi
t110030010407,A_J3,0,0,0,0,0,0,0,0,0,18.21428571,Quercus acutissima
t110030010409,A_J3,0,0,0,0,0,0,0,0,0,11.9047619,Cinnamomum camphora
t110030010410,A_J3,0,0,0,0,0,0,0,0,0,9.404761905,Diospyros japonica
t110030010411,A_J3,2,0,0,3,0,0,0,4,4,6.904761905,Quercus fabri
t110030010412,A_J3,0,0,0,0,0,0,0,0,0,16.66666667,Cyclobalanopsis glauca
t110030010414,A_J3,0,0,0,0,0,0,0,0,0,21.30952381,Nyssa sinensis
t110030010509,A_J3,0,0,0,0,0,0,0,0,0,13.92857143,Castanea henryi
t110030010510,A_J3,0,0,0,0,0,0,0,0,0,15.23809524,Castanea henryi
t110030010512,A_J3,0,0,0,0,0,0,0,0,0,18.92857143,Cyclobalanopsis glauca
t110030010514,A_J3,0,0,0,0,0,0,0,0,0,16.19047619,Liquidambar formosana
t110030010604,A_J3,0,0,0,0,0,0,0,0,0,11.9047619,Choerospondias axillaris
t110030010606,A_J3,0,0,0,0,0,0,0,0,0,13.57142857,Quercus acutissima
t110030010607,A_J3,0,0,0,0,0,0,0,0,0,17.5,Quercus serrata
t110030010610,A_J3,0,0,0,0,0,0,0,0,0,8.80952381,Quercus acutissima
t110030010611,A_J3,0,0,0,0,0,0,0,0,0,14.04761905,Cyclobalanopsis glauca
t110030010612,A_J3,0,0,0,0,0,0,0,0,0,8.452380952,Nyssa sinensis
t110030010615,A_J3,0,0,0,0,0,0,0,0,0,5.238095238,Schima superba
t110030010703,A_J3,0,0,0,0,0,0,0,0,0,25.11904762,Cyclobalanopsis glauca
t110030010706,A_J3,0,0,0,0,0,0,0,0,0,6.785714286,Quercus fabri
t110030010709,A_J3,0,0,0,0,0,0,0,0,0,10.47619048,Schima superba
t110030010710,A_J3,0,0,0,0,0,0,0,0,0,8.59375,Castanopsis sclerophylla
t110030010711,A_J3,0,0,0,0,0,0,0,0,0,19.16666667,Choerospondias axillaris
t110030010713,A_J3,0,0,0,0,0,0,0,0,0,10.23809524,Choerospondias axillaris
t110030010714,A_J3,0,0,0,0,0,0,0,0,0,11.19047619,Quercus serrata
t110030010803,A_J3,0,0,0,0,0,0,0,0,0,7.261904762,Choerospondias axillaris
t110030010805,A_J3,0,0,0,0,0,0,0,0,0,15.35714286,Castanea henryi
t110030010806,A_J3,0,0,0,0,0,0,0,0,0,17.61904762,Cyclobalanopsis myrsinifolia
t110030010813,A_J3,0,0,0,0,0,0,0,0,0,2.5,Schima superba
t110030010906,A_J3,0,0,0,0,0,0,0,0,0,4.285714286,Schima superba
t110030010907,A_J3,0,0,0,0,0,0,0,0,0,17.26190476,Choerospondias axillaris
t110030010908,A_J3,0,0,0,0,0,0,0,0,0,3.333333333,Quercus fabri
t110030010912,A_J3,0,0,0,0,0,0,0,0,0,10.47619048,Quercus fabri
t110030010913,A_J3,0,0,0,0,0,0,0,0,0,9.047619048,Quercus serrata
t110030011005,A_J3,0,0,0,0,0,0,0,0,0,10.71428571,Choerospondias axillaris
t110030011006,A_J3,0,0,0,0,0,0,0,0,0,7.142857143,Castanea henryi
t110030011007,A_J3,0,0,0,0,0,0,0,0,0,8.214285714,Quercus serrata
t110030011009,A_J3,0,0,0,0,0,0,0,0,0,13.45238095,Quercus acutissima
t110030011011,A_J3,0,0,0,0,0,0,0,0,0,12.26190476,Choerospondias axillaris
t110030011012,A_J3,0,0,0,0,0,0,0,0,0,28.33333333,Quercus acutissima
t110030011013,A_J3,3,40,0,40,0,0,0,28,28,4.880952381,Lithocarpus glaber
t110030011103,A_J3,0,0,0,0,0,0,0,0,0,29.28571429,Cyclobalanopsis myrsinifolia
t110030011108,A_J3,0,0,0,0,0,0,0,0,0,5.952380952,Quercus serrata
t110030011109,A_J3,0,0,0,0,0,0,0,0,0,3.69047619,Schima superba
t110030011111,A_J3,0,0,0,0,0,0,0,0,0,8.928571429,Lithocarpus glaber
t110030011203,A_J3,0,0,0,0,0,0,0,0,0,17.26190476,Quercus serrata
t110030011204,A_J3,0,0,0,0,0,0,0,0,0,2.976190476,Schima superba
t110030011205,A_J3,0,0,0,0,0,0,0,0,0,11,Quercus serrata
t110030011207,A_J3,2,0,0,10,0,0,0,18,18,6.30952381,Quercus acutissima
t110030011208,A_J3,0,0,0,0,0,0,0,0,0,9.285714286,Choerospondias axillaris
t110030011209,A_J3,0,0,0,0,0,0,0,0,0,3.4375,Quercus fabri
t110030011210,A_J3,0,0,0,0,0,0,0,0,0,4.642857143,Quercus fabri
t110030011212,A_J3,0,0,0,0,0,0,0,0,0,11.78571429,Quercus acutissima
t110030011214,A_J3,0,0,0,0,0,0,0,0,0,12.38095238,Choerospondias axillaris
t110030011304,A_J3,0,0,0,0,0,0,0,0,0,12.02380952,Schima superba
t110030011305,A_J3,0,0,0,0,0,0,0,0,0,23.45238095,Choerospondias axillaris
t110030011308,A_J3,0,0,0,0,0,0,0,0,0,17.26190476,Cyclobalanopsis glauca
t110030011309,A_J3,1,0,0,30,0,0,0,0,1,2.976190476,Castanopsis eyrei
t110030011312,A_J3,0,0,0,0,0,0,0,0,0,3.095238095,Castanea henryi
t110030011314,A_J3,0,0,0,0,0,0,0,0,0,3.69047619,Schima superba
t110030011409,A_J3,0,0,0,0,0,0,0,0,0,5.952380952,Castanopsis sclerophylla
t110030011410,A_J3,0,0,0,0,0,0,0,0,0,4.047619048,Schima superba
t110030011411,A_J3,1,0,0,20,0,0,0,10,10,14.4047619,Quercus fabri
t110030011503,A_J3,0,0,0,0,0,0,0,0,0,16.9047619,Castanopsis sclerophylla
t110030011504,A_J3,0,0,0,0,0,0,0,0,0,7.142857143,Schima superba
t110030011505,A_J3,0,0,0,0,0,0,0,0,0,5.119047619,Lithocarpus glaber
t110030011507,A_J3,0,0,0,0,0,0,0,0,0,5.833333333,Nyssa sinensis
t110030011510,A_J3,0,0,0,0,0,0,0,0,0,10,Castanopsis sclerophylla
t110030011512,A_J3,2,0,0,13,0,0,0,20,20,9.523809524,Quercus fabri
t110040010409,A_J4,0,0,0,0,0,0,0,0,0,28.69047619,Quercus serrata
t110040010413,A_J4,0,0,0,0,0,0,0,0,0,18.45238095,Quercus serrata
t110040010414,A_J4,0,0,0,0,0,0,0,0,0,37.5,Quercus acutissima
t110040010507,A_J4,0,0,0,0,0,0,0,0,0,18.0952381,Quercus serrata
t110040010514,A_J4,0,0,0,0,0,0,0,0,0,11.19047619,Castanea henryi
t110040010607,A_J4,0,0,0,0,0,0,0,0,0,16.9047619,Quercus acutissima
t110040010610,A_J4,1,0,0,40,0,0,0,0,7,4.047619048,Schima superba
t110040010611,A_J4,0,0,0,0,0,0,0,0,0,13.33333333,Quercus serrata
t110040010612,A_J4,0,0,0,0,0,0,0,0,0,16.66666667,Nyssa sinensis
t110040010613,A_J4,0,0,0,0,0,0,0,0,0,17.97619048,Nyssa sinensis
t110040010614,A_J4,0,0,0,0,0,0,0,0,0,22.73809524,Quercus acutissima
t110040010616,A_J4,0,0,0,0,0,0,0,0,0,10.83333333,Quercus fabri
t110040010705,A_J4,0,0,0,0,0,0,0,0,0,36.54761905,Quercus acutissima
t110040010706,A_J4,0,0,0,0,0,0,0,0,0,20.23809524,Quercus serrata
t110040010713,A_J4,0,0,0,0,0,0,0,0,0,15.11904762,Quercus serrata
t110040010714,A_J4,0,0,0,0,0,0,0,0,0,22.97619048,Castanea henryi
t110040010805,A_J4,0,0,0,0,0,0,0,0,0,22.14285714,Quercus serrata
t110040010806,A_J4,1,0,0,2,0,0,0,1,1,24.64285714,Quercus serrata
t110040010807,A_J4,1,0,0,4,0,0,0,6,6,13.92857143,Quercus fabri
t110040010809,A_J4,0,0,0,0,0,0,0,0,0,9.166666667,Cyclobalanopsis myrsinifolia
t110040010810,A_J4,0,0,0,0,0,0,0,0,0,18.57142857,Quercus acutissima
t110040010813,A_J4,0,0,0,0,0,0,0,0,0,3.333333333,Schima superba
t110040010908,A_J4,0,0,0,0,0,0,0,0,0,4.642857143,Cyclobalanopsis glauca
t110040010909,A_J4,0,0,0,0,0,0,0,0,0,13.45238095,Quercus acutissima
t110040010911,A_J4,0,0,0,0,0,0,0,0,0,10.71428571,Quercus acutissima
t110040010912,A_J4,0,0,0,0,0,0,0,0,0,19.52380952,Quercus serrata
t110040010913,A_J4,2,0,0,80,0,0,0,13,13,2.380952381,Schima superba
t110040010914,A_J4,0,0,0,0,0,0,0,0,0,12.97619048,Cinnamomum camphora
t110040011005,A_J4,0,0,0,0,0,0,0,0,0,17.73809524,Quercus serrata
t110040011006,A_J4,0,0,0,0,0,0,0,0,0,16.42857143,Cyclobalanopsis glauca
t110040011007,A_J4,0,0,0,0,0,0,0,0,0,18.21428571,Castanopsis sclerophylla
t110040011008,A_J4,0,0,0,0,0,0,0,0,0,4.166666667,Schima superba
t110040011016,A_J4,0,0,0,0,0,0,0,0,0,22.5,Quercus acutissima
t110040011107,A_J4,0,0,0,0,0,0,0,0,0,33.21428571,Schima superba
t110040011111,A_J4,0,0,0,0,0,0,0,0,0,19.28571429,Quercus fabri
t110040011113,A_J4,0,0,0,0,0,0,0,0,0,8.80952381,Cyclobalanopsis myrsinifolia
t110040011206,A_J4,0,0,0,0,0,0,0,0,0,6.785714286,Quercus fabri
t110040011207,A_J4,0,0,0,0,0,0,0,0,0,11.66666667,Castanopsis sclerophylla
t110040011208,A_J4,1,0,0,30,0,0,0,3,3,7.5,Schima superba
t110040011209,A_J4,0,0,0,0,0,0,0,0,0,9.166666667,Lithocarpus glaber
t110040011213,A_J4,0,0,0,0,0,0,0,0,0,4.047619048,Schima superba
t110040011310,A_J4,0,0,0,0,0,0,0,0,0,2.380952381,Cinnamomum camphora
t110040011405,A_J4,1,0,0,1,0,0,0,2,2,19.52380952,Cyclobalanopsis glauca
t110040011407,A_J4,0,0,0,0,0,0,0,0,0,14.16666667,Quercus acutissima
t110040011408,A_J4,2,0,0,25,0,0,0,18,18,11.30952381,Cyclobalanopsis glauca
t110040011410,A_J4,0,0,0,0,0,0,0,0,0,31.78571429,Nyssa sinensis
t110040011412,A_J4,0,0,0,0,0,0,0,0,0,15.5,Castanea henryi
t110040011416,A_J4,0,0,0,0,0,0,0,0,0,19.76190476,Quercus acutissima
t110040011505,A_J4,0,0,0,0,0,0,0,0,0,12.61904762,Castanea henryi
t110040011507,A_J4,0,0,0,0,0,0,0,0,0,6.666666667,Castanopsis sclerophylla
t110040011508,A_J4,0,0,0,0,0,0,0,0,0,10.35714286,Schima superba
t110040011509,A_J4,2,0,0,35,0,0,0,20,20,9.880952381,Quercus acutissima
t110040011512,A_J4,0,0,0,0,0,0,0,0,0,16.78571429,Quercus serrata
t110040011607,A_J4,0,0,0,0,0,0,0,0,0,12.85714286,Quercus acutissima
t110040011611,A_J4,0,0,0,0,0,0,0,0,0,15.47619048,Castanopsis sclerophylla
t110040011709,A_J4,0,0,0,0,0,0,0,0,0,16.42857143,Quercus serrata
t110040011710,A_J4,0,0,0,0,0,0,0,0,0,28.69047619,Cyclobalanopsis myrsinifolia
t110040011711,A_J4,0,0,0,0,0,0,0,0,0,17.73809524,Castanea henryi
t110040011714,A_J4,0,0,0,0,0,0,0,0,0,5.357142857,Lithocarpus glaber
t110040011715,A_J4,0,0,0,0,0,0,0,0,0,24.28571429,Lithocarpus glaber
t110060010612,A_J6,0,0,0,0,0,0,0,0,0,5,Cyclobalanopsis glauca
t110060010708,A_J6,0,0,0,0,0,0,0,0,0,12.85714286,Quercus serrata
t110060010709,A_J6,0,0,0,0,0,0,0,0,0,12.38095238,Lithocarpus glaber
t110060010713,A_J6,0,0,0,0,0,0,0,0,0,22.97619048,Quercus serrata
t110060010714,A_J6,0,0,0,0,0,0,0,0,0,17.26190476,Lithocarpus glaber
t110060010806,A_J6,0,0,0,0,0,0,0,0,0,13.45238095,Quercus serrata
t110060010809,A_J6,0,0,0,0,0,0,0,0,0,14.28571429,Cyclobalanopsis glauca
t110060010811,A_J6,0,0,0,0,0,0,0,0,0,17.73809524,Quercus serrata
t110060010812,A_J6,0,0,0,0,0,0,0,0,0,10,Cyclobalanopsis glauca
t110060010813,A_J6,2,35,0,35,0,0,0,15,15,10.11904762,Lithocarpus glaber
t110060010913,A_J6,0,0,0,0,0,0,0,0,0,20.95238095,Quercus serrata
t110060010914,A_J6,0,0,0,0,0,0,0,0,0,10.83333333,Cyclobalanopsis glauca
t110060011008,A_J6,0,0,0,0,0,0,0,0,0,13.125,Schima superba
t110060011009,A_J6,0,0,0,0,0,0,0,0,0,18.40909091,Cyclobalanopsis glauca
t110060011013,A_J6,0,0,0,0,0,0,0,0,0,15.35714286,Quercus serrata
t110060011106,A_J6,0,0,0,0,0,0,0,0,0,26.42857143,Quercus serrata
t110060011109,A_J6,0,0,0,0,0,0,0,0,0,24.16666667,Lithocarpus glaber
t110060011206,A_J6,0,0,0,0,0,0,0,0,0,17.26190476,Lithocarpus glaber
t110060011207,A_J6,0,0,0,0,0,0,0,0,0,15.11904762,Quercus serrata
t110060011209,A_J6,0,0,0,0,0,0,0,0,0,12.26190476,Schima superba
t110060011210,A_J6,0,0,0,0,0,0,0,0,0,16.30952381,Lithocarpus glaber
t110060011212,A_J6,0,0,0,0,0,0,0,0,0,12.85714286,Quercus serrata
t110060011213,A_J6,2,50,0,50,0,0,0,35,35,16.9047619,Schima superba
t110060011306,A_J6,0,0,0,0,0,0,0,0,0,14.04761905,Schima superba
t110060011307,A_J6,0,0,0,0,0,0,0,0,0,5.476190476,Quercus serrata
t110060011309,A_J6,0,0,0,0,0,0,0,0,0,3.69047619,Schima superba
t110060011310,A_J6,0,0,0,0,0,0,0,0,0,8.761904762,Quercus serrata
t110060011314,A_J6,0,0,0,0,0,0,0,0,0,12.73809524,Cyclobalanopsis glauca
t110060011407,A_J6,0,0,0,0,0,0,0,0,0,10.5952381,Quercus serrata
t110060011410,A_J6,0,0,0,0,0,0,0,0,0,7.261904762,Lithocarpus glaber
t110070010610,A_J7,0,0,0,0,0,0,0,0,0,5.476190476,Koelreuteria bipinnata
t110070010611,A_J7,0,0,0,0,0,0,0,0,0,16.19047619,Koelreuteria bipinnata
t110070010613,A_J7,0,0,0,0,0,0,0,0,0,26.30952381,Koelreuteria bipinnata
t110070010707,A_J7,0,0,0,0,0,0,0,0,0,7.023809524,Cinnamomum camphora
t110070010708,A_J7,0,0,0,0,0,0,0,0,0,7.738095238,Cinnamomum camphora
t110070010709,A_J7,0,0,0,0,0,0,0,0,0,15.23809524,Cyclobalanopsis myrsinifolia
t110070010712,A_J7,0,0,0,0,0,0,0,0,0,6.666666667,Koelreuteria bipinnata
t110070010713,A_J7,0,0,0,0,0,0,0,0,0,11.19047619,Cyclobalanopsis myrsinifolia
t110070010806,A_J7,0,0,0,0,0,0,0,0,0,4.761904762,Koelreuteria bipinnata
t110070010807,A_J7,0,0,0,0,0,0,0,0,0,10,Koelreuteria bipinnata
t110070010808,A_J7,0,0,0,0,0,0,0,0,0,23.0952381,Koelreuteria bipinnata
t110070010809,A_J7,0,0,0,0,0,0,0,0,0,21.19047619,Sapindus saponaria
t110070010906,A_J7,0,0,0,0,0,0,0,0,0,4.166666667,Cinnamomum camphora
t110070010912,A_J7,0,0,0,0,0,0,0,0,0,10.5952381,Schima superba
t110070010914,A_J7,0,0,0,0,0,0,0,0,0,21.30952381,Koelreuteria bipinnata
t110070011007,A_J7,0,0,0,0,0,0,0,0,0,3.452380952,Cinnamomum camphora
t110070011008,A_J7,0,0,0,0,0,0,0,0,0,8.80952381,Koelreuteria bipinnata
t110070011011,A_J7,0,0,0,0,0,0,0,0,0,2.5,Koelreuteria bipinnata
t110070011110,A_J7,0,0,0,0,0,0,0,0,0,17.14285714,Koelreuteria bipinnata
t110070011112,A_J7,0,0,0,0,0,0,0,0,0,7.261904762,Koelreuteria bipinnata
t110070011206,A_J7,0,0,0,0,0,0,0,0,0,22.97619048,Koelreuteria bipinnata
t110070011209,A_J7,0,0,0,0,0,0,0,0,0,17.26190476,Koelreuteria bipinnata
t110070011211,A_J7,0,0,0,0,0,0,0,0,0,17.85714286,Koelreuteria bipinnata
t110070011213,A_J7,0,0,0,0,0,0,0,0,0,6.071428571,Cinnamomum camphora
t110070011307,A_J7,0,0,0,0,0,0,0,0,0,8.928571429,Cinnamomum camphora
t110070011308,A_J7,0,0,0,0,0,0,0,0,0,30.71428571,Koelreuteria bipinnata
t110070011309,A_J7,0,0,0,0,0,0,0,0,0,12.02380952,Koelreuteria bipinnata
