Tree,Plot,NB_trophobioses,Eutrichosiphum.heterotrichum,Eutrichosiphum.tattakanum,Hemiptera_sum,Crematogaster.rogenhoferi,Polyrhachis.dives,Technomyrmex.brunneus,Tetramorium.wroughtonii,Ants_sum,Herbivory,Tree_species
t102340010404,A_B34,1,0,0,7,0,8,0,0,8,15,Quercus fabri
t102340010405,A_B34,0,0,0,0,0,0,0,0,0,8.25,Cinnamomum camphora
t102340010407,A_B34,0,0,0,0,0,0,0,0,0,14.64285714,Choerospondias axillaris
t102340010408,A_B34,0,0,0,0,0,0,0,0,0,10.47619048,Choerospondias axillaris
t102340010409,A_B34,0,0,0,0,0,0,0,0,0,3.69047619,Liquidambar formosana
t102340010410,A_B34,0,0,0,0,0,0,0,0,0,22.02380952,Sapindus saponaria
t102340010411,A_B34,0,0,0,0,0,0,0,0,0,4.880952381,Sapindus saponaria
t102340010412,A_B34,1,0,0,3,0,0,0,14,14,15.35714286,Castanopsis sclerophylla
t102340010414,A_B34,0,0,0,0,0,0,0,0,0,33.33333333,Castanea henryi
t102340010415,A_B34,0,0,0,0,0,0,0,0,0,12.85714286,Sapindus saponaria
t102340010505,A_B34,0,0,0,0,0,0,0,0,0,11.66666667,Choerospondias axillaris
t102340010506,A_B34,0,0,0,0,0,0,0,0,0,10.23809524,Liquidambar formosana
t102340010508,A_B34,2,0,0,13,0,0,0,6,6,15.47619048,Quercus serrata
t102340010509,A_B34,0,0,0,0,0,0,0,0,0,6.666666667,Schima superba
t102340010510,A_B34,1,0,0,1,0,1,0,0,1,1.666666667,Cyclobalanopsis glauca
t102340010511,A_B34,0,0,0,0,0,0,0,0,0,17.5,Castanea henryi
t102340010512,A_B34,0,0,0,0,0,0,0,0,0,18.0952381,Castanea henryi
t102340010513,A_B34,1,0,0,1,0,0,0,3,3,16.78571429,Quercus serrata
t102340010514,A_B34,1,0,0,1,0,0,0,6,6,8.333333333,Castanopsis sclerophylla
t102340010515,A_B34,1,0,0,100,0,18,0,0,18,9.047619048,Schima superba
t102340010604,A_B34,0,0,0,0,0,0,0,0,0,12.97619048,Castanea henryi
t102340010605,A_B34,0,0,0,0,0,0,0,0,0,12.97619048,Quercus fabri
t102340010607,A_B34,0,0,0,0,0,0,0,0,0,3.095238095,Liquidambar formosana
t102340010609,A_B34,0,0,0,0,0,0,0,0,0,6.547619048,Rhus chinensis
t102340010611,A_B34,0,0,0,0,0,0,0,0,0,0.476190476,Cinnamomum camphora
t102340010613,A_B34,0,0,0,0,0,0,0,0,0,0.476190476,Daphniphyllum oldhamii
t102340010614,A_B34,0,0,0,0,0,0,0,0,0,11.66666667,Liquidambar formosana
t102340010615,A_B34,0,0,0,0,0,0,0,0,0,13.33333333,Schima superba
t102340010704,A_B34,0,0,0,0,0,0,0,0,0,4.25,Acer davidii
t102340010705,A_B34,0,0,0,0,0,0,0,0,0,8.333333333,Quercus acutissima
t102340010706,A_B34,0,0,0,0,0,0,0,0,0,17.61904762,Quercus acutissima
t102340010707,A_B34,0,0,0,0,0,0,0,0,0,2.5,Sapindus saponaria
t102340010708,A_B34,1,0,0,3,0,4,0,0,4,6.547619048,Quercus acutissima
t102340010710,A_B34,1,0,0,20,0,12,0,0,12,10.5952381,Castanea henryi
t102340010713,A_B34,0,0,0,0,0,0,0,0,0,2.5,Sapindus saponaria
t102340010714,A_B34,1,0,0,1,0,8,0,0,8,7.380952381,Castanopsis sclerophylla
t102340010805,A_B34,0,0,0,0,0,0,0,0,0,3.928571429,Choerospondias axillaris
t102340010806,A_B34,0,0,0,0,0,0,0,0,0,33.33333333,Castanea henryi
t102340010808,A_B34,0,0,0,0,0,0,0,0,0,2.5,Acer davidii
t102340010809,A_B34,0,0,0,0,0,0,0,0,0,13.21428571,Castanopsis sclerophylla
t102340010810,A_B34,0,0,0,0,0,0,0,0,0,4.880952381,Sapindus saponaria
t102340010813,A_B34,0,0,0,0,0,0,0,0,0,21.19047619,Castanea henryi
t102340010814,A_B34,0,0,0,0,0,0,0,0,0,7.857142857,Quercus acutissima
t102340010905,A_B34,0,0,0,0,0,0,0,0,0,3.69047619,Sapindus saponaria
t102340010906,A_B34,0,0,0,0,0,0,0,0,0,2.380952381,Acer davidii
t102340010907,A_B34,0,0,0,0,0,0,0,0,0,4.880952381,Choerospondias axillaris
t102340010909,A_B34,0,0,0,0,0,0,0,0,0,10.23809524,Castanea henryi
t102340010911,A_B34,0,0,0,0,0,0,0,0,0,6.547619048,Liquidambar formosana
t102340010912,A_B34,0,0,0,0,0,0,0,0,0,24.28571429,Cyclobalanopsis glauca
t102340010913,A_B34,0,0,0,0,0,0,0,0,0,4.880952381,Schima superba
t102340010914,A_B34,3,0,0,14,0,8,0,0,8,14.64285714,Quercus serrata
t102340010915,A_B34,0,0,0,0,0,0,0,0,0,3.452380952,Cinnamomum camphora
t102340011005,A_B34,0,0,0,0,0,0,0,0,0,1.428571429,Acer davidii
t102340011008,A_B34,0,0,0,0,0,0,0,0,0,1.428571429,Cinnamomum camphora
t102340011009,A_B34,0,0,0,0,0,0,0,0,0,8.333333333,Liquidambar formosana
t102340011011,A_B34,0,0,0,0,0,0,0,0,0,6.785714286,Cinnamomum camphora
t102340011012,A_B34,0,0,0,0,0,0,0,0,0,8.571428571,Daphniphyllum oldhamii
t102340011013,A_B34,1,0,0,8,0,6,0,0,6,5.476190476,Castanea henryi
t102340011014,A_B34,2,0,0,5,0,2,0,0,2,8.452380952,Castanea henryi
t102340011015,A_B34,0,0,0,0,0,0,0,0,0,28.45238095,Castanea henryi
t102340011105,A_B34,0,0,0,0,0,0,0,0,0,8.80952381,Sapindus saponaria
t102340011109,A_B34,0,0,0,0,0,0,0,0,0,6.30952381,Schima superba
t102340011110,A_B34,0,0,0,0,0,0,0,0,0,23.80952381,Rhus chinensis
t102340011111,A_B34,0,0,0,0,0,0,0,0,0,4.880952381,Triadica cochinchinensis
t102340011112,A_B34,0,0,0,0,0,0,0,0,0,5.952380952,Rhus chinensis
t102340011204,A_B34,0,0,0,0,0,0,0,0,0,14.52380952,Quercus acutissima
t102340011210,A_B34,1,0,0,30,0,3,0,0,3,10.11904762,Liquidambar formosana
t102340011211,A_B34,0,0,0,0,0,0,0,0,0,3.095238095,Liquidambar formosana
t102340011212,A_B34,0,0,0,0,0,0,0,0,0,7.738095238,Quercus serrata
t102340011214,A_B34,0,0,0,0,0,0,0,0,0,14.28571429,Castanea henryi
t102340011215,A_B34,0,0,0,0,0,0,0,0,0,5.595238095,Quercus fabri
t102340011304,A_B34,0,0,0,0,0,0,0,0,0,6.428571429,Quercus serrata
t102340011308,A_B34,2,0,5,6,0,3,0,0,3,12.61904762,Castanopsis sclerophylla
t102340011310,A_B34,0,0,0,0,0,0,0,0,0,3.452380952,Liquidambar formosana
t102340011311,A_B34,0,0,0,0,0,0,0,0,0,7.023809524,Liquidambar formosana
t102340011312,A_B34,1,0,0,1,0,2,0,0,2,12.14285714,Quercus fabri
t102340011314,A_B34,0,0,0,0,0,0,0,0,0,3.80952381,Schima superba
t102340011315,A_B34,0,0,0,0,0,0,0,0,0,6.904761905,Schima superba
t102340011404,A_B34,0,0,0,0,0,0,0,0,0,21.42857143,Castanea henryi
t102340011405,A_B34,0,0,0,0,0,0,0,0,0,10.83333333,Castanea henryi
t102340011408,A_B34,0,0,0,0,0,0,0,0,0,8.333333333,Choerospondias axillaris
t102340011410,A_B34,0,0,0,0,0,0,0,0,0,4.761904762,Rhus chinensis
t102340011411,A_B34,0,0,0,0,0,0,0,0,0,5.833333333,Schima superba
t102340011412,A_B34,0,0,0,0,0,0,0,0,0,3.333333333,Cinnamomum camphora
t102340011413,A_B34,0,0,0,0,0,0,0,0,0,11.30952381,Rhus chinensis
t102340011414,A_B34,1,0,0,3,0,0,0,17,17,12.38095238,Quercus acutissima
t102340011415,A_B34,0,0,0,0,0,0,0,0,0,14.28571429,Choerospondias axillaris
t102340011504,A_B34,0,0,0,0,0,0,0,0,0,17.61904762,Quercus fabri
t102340011506,A_B34,1,0,0,1,0,3,0,0,3,3.452380952,Castanopsis sclerophylla
t102340011508,A_B34,1,0,0,1,0,0,0,8,8,5,Cyclobalanopsis myrsinifolia
t102340011509,A_B34,0,0,0,0,0,0,0,0,0,24.88095238,Choerospondias axillaris
t102340011510,A_B34,0,0,0,0,0,0,0,0,0,4.404761905,Cinnamomum camphora
t102340011511,A_B34,0,0,0,0,0,0,0,0,0,5.833333333,Rhus chinensis
t102340011512,A_B34,0,0,0,0,0,0,0,0,0,6.375,Castanea henryi
t102340011514,A_B34,0,0,0,0,0,0,0,0,0,11.30952381,Quercus acutissima
t102340011515,A_B34,0,0,0,0,0,0,0,0,0,5.714285714,Schima superba
t102350010604,A_B35,0,0,0,0,0,0,0,0,0,6.30952381,Lithocarpus glaber
t102350010608,A_B35,0,0,0,0,0,0,0,0,0,3.333333333,Schima superba
t102350010609,A_B35,0,0,0,0,0,0,0,0,0,12.73809524,Lithocarpus glaber
t102350010611,A_B35,0,0,0,0,0,0,0,0,0,3.571428571,Lithocarpus glaber
t102350010704,A_B35,0,0,0,0,0,0,0,0,0,4.880952381,Schima superba
t102350010706,A_B35,0,0,0,0,0,0,0,0,0,8.095238095,Schima superba
t102350010709,A_B35,0,0,0,0,0,0,0,0,0,3.452380952,Schima superba
t102350010710,A_B35,0,0,0,0,0,0,0,0,0,4.285714286,Schima superba
t102350010713,A_B35,0,0,0,0,0,0,0,0,0,17.73809524,Lithocarpus glaber
t102350010810,A_B35,0,0,0,0,0,0,0,0,0,4.404761905,Schima superba
t102350010812,A_B35,0,0,0,0,0,0,0,0,0,2.023809524,Schima superba
t102350010905,A_B35,0,0,0,0,0,0,0,0,0,4.047619048,Lithocarpus glaber
t102350010908,A_B35,0,0,0,0,0,0,0,0,0,7.261904762,Lithocarpus glaber
t102350010910,A_B35,0,0,0,0,0,0,0,0,0,3.333333333,Schima superba
t102350011004,A_B35,0,0,0,0,0,0,0,0,0,11.66666667,Schima superba
t102350011011,A_B35,0,0,0,0,0,0,0,0,0,6.30952381,Schima superba
t102350011106,A_B35,0,0,0,0,0,0,0,0,0,1.785714286,Schima superba
t102350011111,A_B35,0,0,0,0,0,0,0,0,0,6.071428571,Schima superba
t102350011207,A_B35,2,12,0,12,0,1,0,0,2,9.642857143,Lithocarpus glaber
t102350011213,A_B35,0,0,0,0,0,0,0,0,0,7.75,Lithocarpus glaber
t102350011305,A_B35,0,0,0,0,0,0,0,0,0,33.45238095,Lithocarpus glaber
t102350011306,A_B35,0,0,0,0,0,0,0,0,0,4.404761905,Schima superba
t102350011406,A_B35,0,0,0,0,0,0,0,0,0,6.904761905,Lithocarpus glaber
t102350011407,A_B35,0,0,0,0,0,0,0,0,0,5,Lithocarpus glaber
t102350011408,A_B35,1,0,0,30,0,0,0,0,10,5.357142857,Schima superba
t102350011410,A_B35,0,0,0,0,0,0,0,0,0,13.57142857,Lithocarpus glaber
t102350011411,A_B35,1,30,0,30,0,0,0,15,15,2.380952381,Schima superba
t102361010710,A_B36,0,0,0,0,0,0,0,0,0,5.952380952,Daphniphyllum oldhamii
t102361010712,A_B36,0,0,0,0,0,0,0,0,0,0.476190476,Daphniphyllum oldhamii
t102361010810,A_B36,0,0,0,0,0,0,0,0,0,3.69047619,Daphniphyllum oldhamii
t102361010812,A_B36,0,0,0,0,0,0,0,0,0,3.095238095,Daphniphyllum oldhamii
t102361010910,A_B36,0,0,0,0,0,0,0,0,0,0.714285714,Daphniphyllum oldhamii
t102361010911,A_B36,0,0,0,0,0,0,0,0,0,4.625,Daphniphyllum oldhamii
t102361010912,A_B36,0,0,0,0,0,0,0,0,0,5.357142857,Lithocarpus glaber
t102361011109,A_B36,0,0,0,0,0,0,0,0,0,2.380952381,Daphniphyllum oldhamii
t102381010706,A_B38,0,0,0,0,0,0,0,0,0,1.547619048,Schima superba
t102381010709,A_B38,0,0,0,0,0,0,0,0,0,1.666666667,Cyclobalanopsis glauca
t102381010710,A_B38,0,0,0,0,0,0,0,0,0,3.095238095,Schima superba
t102381010711,A_B38,0,0,0,0,0,0,0,0,0,2.857142857,Schima superba
t102381010712,A_B38,0,0,0,0,0,0,0,0,0,3.333333333,Schima superba
t102381010808,A_B38,0,0,0,0,0,0,0,0,0,7.857142857,Cyclobalanopsis glauca
t102381010809,A_B38,0,0,0,0,0,0,0,0,0,4.047619048,Schima superba
t102381010810,A_B38,0,0,0,0,0,0,0,0,0,4.285714286,Cyclobalanopsis glauca
t102381010811,A_B38,0,0,0,0,0,0,0,0,0,4.047619048,Schima superba
t102381010907,A_B38,0,0,0,0,0,0,0,0,0,3.69047619,Schima superba
t102381010908,A_B38,0,0,0,0,0,0,0,0,0,3.571428571,Cyclobalanopsis glauca
t102381010909,A_B38,0,0,0,0,0,0,0,0,0,3.214285714,Schima superba
t102381010910,A_B38,0,0,0,0,0,0,0,0,0,1.428571429,Schima superba
t102381010911,A_B38,0,0,0,0,0,0,0,0,0,4.642857143,Schima superba
t102381011006,A_B38,0,0,0,0,0,0,0,0,0,4.404761905,Cyclobalanopsis glauca
t102381011007,A_B38,1,0,0,1,0,0,0,1,1,7.5,Cyclobalanopsis glauca
t102381011009,A_B38,0,0,0,0,0,0,0,0,0,6.071428571,Cyclobalanopsis glauca
t102381011010,A_B38,1,0,0,1,0,0,0,1,1,9.285714286,Cyclobalanopsis glauca
t102381011011,A_B38,0,0,0,0,0,0,0,0,0,7.857142857,Cyclobalanopsis glauca
t102381011012,A_B38,0,0,0,0,0,0,0,0,0,1.547619048,Schima superba
t102381011107,A_B38,0,0,0,0,0,0,0,0,0,8.80952381,Cyclobalanopsis glauca
t102381011108,A_B38,0,0,0,0,0,0,0,0,0,15,Cyclobalanopsis glauca
t102381011109,A_B38,1,0,0,1,0,0,0,3,3,4.642857143,Cyclobalanopsis glauca
t102381011110,A_B38,1,0,0,2,0,0,0,14,14,8.333333333,Cyclobalanopsis glauca
t102381011111,A_B38,0,0,0,0,0,0,0,0,0,8.333333333,Cyclobalanopsis glauca
t102381011112,A_B38,1,0,0,1,0,0,0,5,5,3.571428571,Cyclobalanopsis glauca
t102381011207,A_B38,0,0,0,0,0,0,0,0,0,5.952380952,Cyclobalanopsis glauca
t102381011208,A_B38,0,0,0,0,0,0,0,0,0,7.619047619,Cyclobalanopsis glauca
t102381011209,A_B38,1,0,0,1,0,0,0,1,1,2.142857143,Schima superba
t102381011210,A_B38,1,0,0,1,0,0,0,2,2,8.095238095,Cyclobalanopsis glauca
t102381011211,A_B38,0,0,0,0,0,0,0,0,0,3.571428571,Schima superba
t102381011212,A_B38,1,0,0,1,0,0,0,1,1,5.476190476,Cyclobalanopsis glauca
t103310010513,A_C31,0,0,0,0,0,0,0,0,0,6.904761905,Choerospondias axillaris
t103310010606,A_C31,0,0,0,0,0,0,0,0,0,13.80952381,Choerospondias axillaris
t103310010607,A_C31,0,0,0,0,0,0,0,0,0,15.95238095,Quercus serrata
t103310010608,A_C31,1,0,0,15,0,4,0,0,4,14.4047619,Quercus serrata
t103310010610,A_C31,0,0,0,0,0,0,0,0,0,5.357142857,Choerospondias axillaris
t103310010611,A_C31,0,0,0,0,0,0,0,0,0,9.166666667,Quercus serrata
t103310010613,A_C31,0,0,0,0,0,0,0,0,0,13.80952381,Choerospondias axillaris
t103310010614,A_C31,0,0,0,0,0,0,0,0,0,8.928571429,Choerospondias axillaris
t103310010706,A_C31,0,0,0,0,0,0,0,0,0,11.54761905,Quercus serrata
t103310010707,A_C31,2,0,0,2,0,4,0,0,4,8.333333333,Quercus serrata
t103310010708,A_C31,0,0,0,0,0,0,0,0,0,7.142857143,Diospyros japonica
t103310010709,A_C31,0,0,0,0,0,0,0,0,0,12.14285714,Choerospondias axillaris
t103310010710,A_C31,0,0,0,0,0,0,0,0,0,4.285714286,Quercus serrata
t103310010711,A_C31,0,0,0,0,0,0,0,0,0,9.166666667,Quercus serrata
t103310010712,A_C31,0,0,0,0,0,0,0,0,0,3.571428571,Choerospondias axillaris
t103310010713,A_C31,0,0,0,0,0,0,0,0,0,22.5,Quercus serrata
t103310010807,A_C31,0,0,0,0,0,0,0,0,0,13.57142857,Quercus serrata
t103310010808,A_C31,1,0,0,2,0,3,0,0,3,5.119047619,Quercus serrata
t103310010811,A_C31,0,0,0,0,0,0,0,0,0,15.83333333,Choerospondias axillaris
t103310010812,A_C31,0,0,0,0,0,0,0,0,0,5.952380952,Choerospondias axillaris
t103310010813,A_C31,0,0,0,0,0,0,0,0,0,7.619047619,Choerospondias axillaris
t103310010906,A_C31,0,0,0,0,0,0,0,0,0,20.5952381,Quercus serrata
t103310010907,A_C31,0,0,0,0,0,0,0,0,0,15.83333333,Diospyros japonica
t103310010909,A_C31,0,0,0,0,0,0,0,0,0,14.76190476,Choerospondias axillaris
t103310010910,A_C31,0,0,0,0,0,0,0,0,0,7.142857143,Choerospondias axillaris
t103310010911,A_C31,0,0,0,0,0,0,0,0,0,7.738095238,Choerospondias axillaris
t103310010912,A_C31,0,0,0,0,0,0,0,0,0,10.11904762,Choerospondias axillaris
t103310010913,A_C31,0,0,0,0,0,0,0,0,0,9.285714286,Quercus serrata
t103310010914,A_C31,0,0,0,0,0,0,0,0,0,21.19047619,Diospyros japonica
t103310011006,A_C31,0,0,0,0,0,0,0,0,0,7.261904762,Quercus serrata
t103310011007,A_C31,0,0,0,0,0,0,0,0,0,5.138888889,Diospyros japonica
t103310011009,A_C31,0,0,0,0,0,0,0,0,0,21.30952381,Choerospondias axillaris
t103310011010,A_C31,0,0,0,0,0,0,0,0,0,10.35714286,Choerospondias axillaris
t103310011011,A_C31,0,0,0,0,0,0,0,0,0,15.71428571,Diospyros japonica
t103310011012,A_C31,0,0,0,0,0,0,0,0,0,15.5952381,Diospyros japonica
t103310011013,A_C31,0,0,0,0,0,0,0,0,0,21.19047619,Diospyros japonica
t103310011014,A_C31,0,0,0,0,0,0,0,0,0,12.26190476,Diospyros japonica
t103310011106,A_C31,0,0,0,0,0,0,0,0,0,20.5952381,Diospyros japonica
t103310011107,A_C31,0,0,0,0,0,0,0,0,0,10.23809524,Choerospondias axillaris
t103310011108,A_C31,0,0,0,0,0,0,0,0,0,10.23809524,Choerospondias axillaris
t103310011112,A_C31,0,0,0,0,0,0,0,0,0,7.738095238,Choerospondias axillaris
t103310011113,A_C31,0,0,0,0,0,0,0,0,0,4.642857143,Choerospondias axillaris
t103310011114,A_C31,0,0,0,0,0,0,0,0,0,15.11904762,Choerospondias axillaris
t103310011207,A_C31,0,0,0,0,0,0,0,0,0,22.14285714,Quercus serrata
t103310011208,A_C31,1,0,0,1,0,0,0,1,1,5.119047619,Quercus serrata
t103310011209,A_C31,0,0,0,0,0,0,0,0,0,16.9047619,Diospyros japonica
t103310011211,A_C31,0,0,0,0,0,0,0,0,0,3.095238095,Choerospondias axillaris
t103310011306,A_C31,0,0,0,0,0,0,0,0,0,15.11904762,Choerospondias axillaris
t103310011307,A_C31,0,0,0,0,0,0,0,0,0,5.357142857,Diospyros japonica
t103310011308,A_C31,0,0,0,0,0,0,0,0,0,3.571428571,Quercus serrata
t103310011309,A_C31,0,0,0,0,0,0,0,0,0,14.125,Diospyros japonica
t103310011311,A_C31,0,0,0,0,0,0,0,0,0,13.45238095,Choerospondias axillaris
t103310011313,A_C31,0,0,0,0,0,0,0,0,0,29.76190476,Diospyros japonica
t103310011314,A_C31,0,0,0,0,0,0,0,0,0,5.952380952,Choerospondias axillaris
t103310011406,A_C31,0,0,0,0,0,0,0,0,0,10.35714286,Choerospondias axillaris
t103310011408,A_C31,0,0,0,0,0,0,0,0,0,11.78571429,Choerospondias axillaris
t103310011410,A_C31,4,0,0,209,0,0,0,40,40,15.47619048,Quercus serrata
t103310011413,A_C31,0,0,0,0,0,0,0,0,0,5.952380952,Choerospondias axillaris
t103310011414,A_C31,0,0,0,0,0,0,0,0,0,6.428571429,Quercus serrata
t103320010708,A_C32,0,0,0,0,0,0,0,0,0,15.47619048,Nyssa sinensis
t103320010709,A_C32,0,0,0,0,0,0,0,0,0,8.214285714,Castanea henryi
t103320010711,A_C32,0,0,0,0,0,0,0,0,0,15.83333333,Castanea henryi
t103320010712,A_C32,0,0,0,0,0,0,0,0,0,4.166666667,Castanea henryi
t103320010713,A_C32,0,0,0,0,0,0,0,0,0,6.30952381,Nyssa sinensis
t103320010808,A_C32,0,0,0,0,0,0,0,0,0,18.69047619,Nyssa sinensis
t103320010809,A_C32,0,0,0,0,0,0,0,0,0,18.57142857,Nyssa sinensis
t103320010810,A_C32,0,0,0,0,0,0,0,0,0,11.30952381,Castanea henryi
t103320010811,A_C32,0,0,0,0,0,0,0,0,0,15.83333333,Castanea henryi
t103320010812,A_C32,0,0,0,0,0,0,0,0,0,8.452380952,Castanea henryi
t103320010813,A_C32,0,0,0,0,0,0,0,0,0,7.261904762,Nyssa sinensis
t103320010908,A_C32,0,0,0,0,0,0,0,0,0,14.76190476,Castanea henryi
t103320010909,A_C32,0,0,0,0,0,0,0,0,0,7.261904762,Castanea henryi
t103320010911,A_C32,0,0,0,0,0,0,0,0,0,10.71428571,Castanea henryi
t103320010912,A_C32,0,0,0,0,0,0,0,0,0,8.928571429,Castanea henryi
t103320010913,A_C32,0,0,0,0,0,0,0,0,0,8.095238095,Nyssa sinensis
t103320011008,A_C32,0,0,0,0,0,0,0,0,0,10.71428571,Nyssa sinensis
t103320011010,A_C32,0,0,0,0,0,0,0,0,0,5.69047619,Nyssa sinensis
t103320011011,A_C32,0,0,0,0,0,0,0,0,0,17.02380952,Castanea henryi
t103320011012,A_C32,0,0,0,0,0,0,0,0,0,9.761904762,Castanea henryi
t103320011013,A_C32,0,0,0,0,0,0,0,0,0,7.738095238,Castanea henryi
t103320011108,A_C32,0,0,0,0,0,0,0,0,0,10.71428571,Castanea henryi
t103320011109,A_C32,0,0,0,0,0,0,0,0,0,15.35714286,Castanea henryi
t103320011111,A_C32,0,0,0,0,0,0,0,0,0,10.83333333,Castanea henryi
t103320011113,A_C32,0,0,0,0,0,0,0,0,0,6.904761905,Castanea henryi
t103320011210,A_C32,0,0,0,0,0,0,0,0,0,14.16666667,Castanea henryi
t103320011211,A_C32,0,0,0,0,0,0,0,0,0,5.238095238,Nyssa sinensis
t103320011212,A_C32,0,0,0,0,0,0,0,0,0,8.452380952,Castanea henryi
t103320011213,A_C32,0,0,0,0,0,0,0,0,0,8.80952381,Castanea henryi
t103370010607,A_C37,0,0,0,0,0,0,0,0,0,9.285714286,Lithocarpus glaber
t103370010608,A_C37,0,0,0,0,0,0,0,0,0,2.5,Schima superba
t103370010609,A_C37,0,0,0,0,0,0,0,0,0,3.333333333,Schima superba
t103370010611,A_C37,0,0,0,0,0,0,0,0,0,5.595238095,Schima superba
t103370010612,A_C37,0,0,0,0,0,0,0,0,0,6.547619048,Schima superba
t103370010707,A_C37,1,0,0,30,0,3,0,0,3,6.785714286,Schima superba
t103370010708,A_C37,0,0,0,0,0,0,0,0,0,3.333333333,Schima superba
t103370010709,A_C37,0,0,0,0,0,0,0,0,0,3.452380952,Schima superba
t103370010710,A_C37,0,0,0,0,0,0,0,0,0,5.119047619,Schima superba
t103370010711,A_C37,0,0,0,0,0,0,0,0,0,4.047619048,Schima superba
t103370010712,A_C37,1,20,0,20,0,0,0,15,15,6.785714286,Lithocarpus glaber
t103370010807,A_C37,1,12,0,12,0,9,0,0,9,15.5952381,Lithocarpus glaber
t103370010808,A_C37,0,0,0,0,0,0,0,0,0,6.547619048,Schima superba
t103370010809,A_C37,0,0,0,0,0,0,0,0,0,3.75,Schima superba
t103370010810,A_C37,0,0,0,0,0,0,0,0,0,6.30952381,Schima superba
t103370010811,A_C37,0,0,0,0,0,0,0,0,0,26.42857143,Lithocarpus glaber
t103370010907,A_C37,1,16,0,16,0,10,0,0,10,6.19047619,Lithocarpus glaber
t103370010908,A_C37,0,0,0,0,0,0,0,0,0,6.547619048,Schima superba
t103370010909,A_C37,1,3,0,3,0,3,0,0,3,4.404761905,Lithocarpus glaber
t103370010910,A_C37,0,0,0,0,0,0,0,0,0,7.261904762,Lithocarpus glaber
t103370010911,A_C37,0,0,0,0,0,0,0,0,0,7.380952381,Schima superba
t103370011007,A_C37,0,0,0,0,0,0,0,0,0,8.69047619,Lithocarpus glaber
t103370011008,A_C37,0,0,0,0,0,0,0,0,0,8.452380952,Schima superba
t103370011009,A_C37,1,33,0,33,0,5,0,0,5,18.0952381,Lithocarpus glaber
t103370011010,A_C37,1,0,0,100,0,8,0,0,8,5.476190476,Schima superba
t103370011011,A_C37,0,0,0,0,0,0,0,0,0,15.23809524,Lithocarpus glaber
t103370011012,A_C37,0,0,0,0,0,0,0,0,0,5.833333333,Schima superba
t103370011107,A_C37,0,0,0,0,0,0,0,0,0,2.5,Schima superba
t103370011108,A_C37,0,0,0,0,0,0,0,0,0,7.5,Lithocarpus glaber
t103370011109,A_C37,0,0,0,0,0,0,0,0,0,4.047619048,Lithocarpus glaber
t103370011110,A_C37,0,0,0,0,0,0,0,0,0,3.333333333,Schima superba
t103370011111,A_C37,2,25,0,28,0,0,0,14,14,9.404761905,Lithocarpus glaber
t103370011112,A_C37,0,0,0,0,0,0,0,0,0,4.047619048,Schima superba
t103370011113,A_C37,0,0,0,0,0,0,0,0,0,9.404761905,Lithocarpus glaber
t104310010307,A_D31,0,0,0,0,0,0,0,0,0,6.071428571,Castanopsis sclerophylla
t104310010310,A_D31,0,0,0,0,0,0,0,0,0,3.333333333,Quercus acutissima
t104310010313,A_D31,0,0,0,0,0,0,0,0,0,6.785714286,Quercus acutissima
t104310010404,A_D31,0,0,0,0,0,0,0,0,0,2.976190476,Castanopsis carlesii
t104310010405,A_D31,0,0,0,0,0,0,0,0,0,9.761904762,Lithocarpus glaber
t104310010406,A_D31,0,0,0,0,0,0,0,0,0,32.85714286,Quercus acutissima
t104310010408,A_D31,0,0,0,0,0,0,0,0,0,2.261904762,Schima superba
t104310010409,A_D31,0,0,0,0,0,0,0,0,0,3.452380952,Schima superba
t104310010413,A_D31,0,0,0,0,0,0,0,0,0,2.738095238,Schima superba
t104310010415,A_D31,0,0,0,0,0,0,0,0,0,4.880952381,Schima superba
t104310010505,A_D31,0,0,0,0,0,0,0,0,0,2.142857143,Lithocarpus glaber
t104310010506,A_D31,1,0,30,30,0,0,0,19,19,15.5952381,Quercus acutissima
t104310010507,A_D31,0,0,0,0,0,0,0,0,0,11.78571429,Castanopsis carlesii
t104310010508,A_D31,0,0,0,0,0,0,0,0,0,1.547619048,Schima superba
t104310010510,A_D31,0,0,0,0,0,0,0,0,0,2.261904762,Lithocarpus glaber
t104310010511,A_D31,0,0,0,0,0,0,0,0,0,15.19230769,Schima superba
t104310010513,A_D31,0,0,0,0,0,0,0,0,0,14.04761905,Schima superba
t104310010515,A_D31,0,0,0,0,0,0,0,0,0,3.928571429,Schima superba
t104310010605,A_D31,0,0,0,0,0,0,0,0,0,12.61904762,Cyclobalanopsis glauca
t104310010607,A_D31,2,0,50,50,0,0,0,25,25,15.83333333,Lithocarpus glaber
t104310010609,A_D31,1,0,10,10,0,4,0,0,4,13.0952381,Castanopsis sclerophylla
t104310010610,A_D31,1,0,0,3,0,8,0,0,8,13.80952381,Lithocarpus glaber
t104310010611,A_D31,2,0,0,160,0,17,0,0,17,4.523809524,Schima superba
t104310010613,A_D31,0,0,0,0,0,0,0,0,0,2.857142857,Schima superba
t104310010614,A_D31,0,0,0,0,0,0,0,0,0,18.80952381,Cyclobalanopsis glauca
t104310010615,A_D31,0,0,0,0,0,0,0,0,0,6.547619048,Schima superba
t104310010703,A_D31,0,0,0,0,0,0,0,0,0,7.261904762,Lithocarpus glaber
t104310010706,A_D31,0,0,0,0,0,0,0,0,0,7.142857143,Schima superba
