CSP,target_group,fct_gr,species,silverID,dbh_08,tot_hi,bifurcat,st_incl,stem_azi,stem_azi_grad,stem_azi_rad,mean_rad,cr_a,ad,CI_BD,CI_H,CI_ME,n_neigh,area_neigh,neigh_a,loc_asp,loc_asp_grad,loc_incl,n_sp_neigh,rat_e,age_pl,incl_pl,rare_s,rare_s_se,shannon,rare_fg,rare_fg_se,rd,can_hi,mean_can_hi
CSP25,CSP_25Ce,e,Castanopsis eyrei,370662,7.1,7.6,1.6,7.199508999894951,100,90,1.5707963267948966,0.875,2.4925160131015325,0.20336316162248808,3.930989121916252,4.190489049975294,0.8712033609617529,13,45.36459791783661,0.286567072049119,45,40.5,27,6,0.9230769230769231,2,40,1.73626373626374,0.44065797045633,1.431,1.6043956043956,0.488980120028285,0.2324150418542721,9.3,11.363888888888889
CSP25,CSP_25Ch,d,Castanea henryi,375645,7.8,8.3,2.7,10.733305358594837,160,144,2.5132741228718345,1.8,10.405226086436942,0.6748308508769827,12.601783135157262,6.087390088672542,2.708310715081008,14,45.36459791783661,0.3086106929759744,150,135,44,5,1,2,40,1.66842105263158,0.470780574185544,1.17,1.57368421052632,0.494540834632604,0.3749060282649904,13.366666666666667,11.36
CSP25,CSP_25Ss,e,Schima superba,376990,10.095541401273884,9.3,2.5,6.908687118692551,60,54,0.9424777960769379,1.7125,8.403942312442405,0.01599532100933678,21.319634682662564,7.710313641135651,1.3909479404074336,19,63.61725123519331,0.29866112777738385,110,99,39,4,0.9333333333333333,2,40,1.62857142857143,0.483186700722521,1.142,1.6,0.48989794855664,0.00934033343610907,11.425,11.36
CSP26,CSP_26Ce,e,Castanopsis eyrei,370771,7.6,10.3,4.9,5.866884906158039,90,81,1.413716694115407,0.525,1.4108257272631153,0.13090044044618146,6.819348655150949,6.188041357657701,1.8574663050155387,21,75.42963961269095,0.27840514826570606,90,81,27,7,0.9090909090909091,1,30,1.82051282051282,0.383759731976821,1.728,1.41025641025641,0.491880156237202,0.24933417227844087,12.35,12.291666666666666
CSP26,CSP_26Qs,d,Quercus serrata,370755,5.8,7.8,5.8,-1.9764999898233397,190,171,2.9845130209103035,0.375,0.36267027304758787,1.0164393102294629,0.33516310551431067,2.341665691775251,0.47200903655993365,12,45.36459791783661,0.2645234511222637,120,108,27,5,0.8333333333333334,1,30,1.82461538461538,0.380295742904115,1.586,1.07692307692308,0.266469355010596,0.33881310340982096,13.1,12.28
CSP26,CSP_26Ss,e,Schima superba,370328,8.75,10.3,4.8,0,160,144,2.5132741228718345,1.2125,4.341688785702651,0.09495390783534037,17.113988076898185,10.026763908804904,2.1887474506557925,25,66.47610054996001,0.37607500730599097,70,63,4,8,1,1,30,1.83116883116883,0.37460272991836,1.797,1.17316017316017,0.378385686292852,0.0783125013074972,11.38,12.28
CSP27,CSP_27Ce,e,Castanopsis eyrei,379570,38.7,13.7,5.2,10.016797334527386,300,270,4.71238898038469,2.2625,19.409640396302734,1.197935660891186,7.299732367944045,4.746853871722921,7.776563716369311,14,145.267244301992,0.09637410048817194,300,270,33,3,1,5,33,1.64761904761905,0.477711855389885,1.01,1.53333333333333,0.498887651569859,0.5294743252557728,15.1,17.183333333333334
CSP27,CSP_27Ch,d,Castanea henryi,371885,24.8,15.5,4.9,8.241250713688162,270,243,4.241150082346221,1.6875,12.641454249822063,2.6298996461735475,3.4437901013882075,1.8559541785162954,2.49581587171365,12,145.267244301992,0.08260637184700452,280,252,42,4,0.9166666666666666,5,33,1.72527472527472,0.446375736518456,1.157,1.71428571428571,0.451753951452625,1.5584590495843245,17.4,17.18
CSP27,CSP_27Qs,d,Quercus serrata,370814,17.9,11.8,6.7,7.743076416356583,280,252,4.39822971502571,0.85,6.323580438450183,1.9996233049038519,1.8361038961836582,1.8516570595097042,1.8439938563105982,13,128.67963509103794,0.10102608692356636,300,270,31,3,0.8,5,33,1.69281045751634,0.461328654510387,1.296,1.30718954248366,0.461328654510364,0.4335226677298324,21.066666666666666,17.18
CSP27,CSP_27Ss,e,Schima superba,376531,39.4,16.8,7.4,3.8772386011162085,300,270,4.71238898038469,1.875,21.137467504308354,2.686031146988411,20.208950169026448,6.085188830249628,10.032283717509136,17,158.36768566746147,0.10734513122643209,300,270,47,8,0.8947368421052632,5,33,1.67948717948718,0.466673710851316,1.457,1.64102564102564,0.479699664971018,0.2300669076649603,15.166666666666666,17.18
