id,site,PTAG,PR,NR,species,branchNR,WD,LA,SLA,CHL,LN,LP,LC,SD,SA,O1_D,O1_SRL,BA13,BA14,BA15,BA16,BA17,BA18
ind45,A,p106280,4,3,SP10,7,0.561,7.021,78.976,43.9,18.42,0.62,447.42,924,96.27132656,0.467,89.583,7.306166415,14.52201204,15.20530844,NA,NA,
ind450,B,p215310,4,4,SP13,17,0.414,33.573,147.2515441,51.1,15.449,0.86,449.269,411.19,70.41496345,NA,NA,9.621127502,16.98227179,35.25652355,45.96346402,59.44678699,83.32289115
ind451,B,p215310,4,3,SP24,2,0.506,17.396,132.5373622,39.7,17.091,0.88,477.695,NA,NA,NA,NA,1.431388153,1.767145868,2.544690049,5.515458602,8.042477193,12.88249338
ind452,B,p215310,4,3,SP12,14,0.438,19.909,122.8980265,38.7,18.021,0.98,443.521,643.15,40.06685169,NA,NA,37.39280656,43.59156156,50.26548246,62.91235638,76.97687399,73.13824047
ind453,B,p215310,4,2,SP24,5,0.528,15.593,129.9431271,41.3,15.14,0.86,475.52,NA,NA,NA,NA,4.714352476,4.523893421,8.042477193,11.64156428,13.8544236,24.19222693
ind454,B,p215310,4,3,SP13,27,0.453,28.873,164.0497728,47.3,13.752,0.78,449.733,358.47,78.65170416,NA,NA,39.03625222,44.17864669,77.75638167,101.1769549,151.7467792,193.5927933
ind455,B,p215310,4,3,SP12,14,0.433,20.32,103.6739194,52.2,12.498,0.84,432.941,685.32,44.97966799,NA,NA,50.26548246,61.51434765,80.91368229,82.51589454,126.6768698,138.9290811
ind456,B,p215310,4,3,SP13,36,0.484,38.816,157.7877758,48.3,18.077,0.74,457.539,432.28,60.61553485,NA,NA,18.09557368,47.17297719,58.76545408,80.91368229,120.7628216,167.4154725
ind457,B,p216250,1,1,SP13,24,0.454,36.749,123.3183176,44.9,14.438,0.64,513.875,431.16,54.013214,NA,NA,33.1830724,50.26548246,74.66191291,86.59014751,102.0703453,169.7166891
ind458,B,p216250,1,1,SP13,10,0.471,40.287,190.0323544,47.2,13.443,0.75,449.14,452.19,63.43025736,NA,NA,12.56637061,19.63495408,26.87828865,33.43881768,43.00840343,52.81017251
ind459,B,p216250,1,1,SP13,14,0.449,25.074,136.2730607,48.9,14.41,0.76,453.734,399.61,58.36108398,NA,NA,8.295768101,15.20530844,26.42079422,38.75989024,38.48451001,65.03882191
ind46,A,p106280,4,3,SP10,12,0.562,8.186,66.229,38.7,16.86,0.75,453.98,954,58.01136974,0.464,64.764,9.897980354,20.42820623,37.93669479,54.10607948,76.97687399,111.2202339
ind460,B,p216250,1,1,SP13,15,0.484,34.809,127.9742858,40.9,14.275,0.72,452.503,378.58,62.35439382,NA,NA,36.85284532,57.41456924,66.47610055,69.39778172,86.59014751,128.6796351
ind461,B,p217290,1,1,SP19,2,0.472,40.15,113.4192084,22.2,10.707,0.69,474.834,NA,NA,NA,NA,1.767145868,2.269800692,2.269800692,2.688025214,4.908738521,7.54767635
ind462,B,p217290,1,1,SP19,5,0.417,84.955,111.0520905,33.7,10.372,0.66,471.23,356.96,27.52579288,NA,NA,2.010619298,2.544690049,4.714352476,6.491806694,8.552985999,10.75210086
ind463,B,p217290,1,1,SP19,4,0.469,89.665,181.1408765,20,10.041,0.64,475.542,356.96,20.92969552,NA,NA,2.010619298,2.83528737,2.986476516,5.725552611,5.725552611,8.814130889
ind464,B,p217290,1,1,SP19,4,0.454,79.776,104.9681914,23.6,9.279,0.62,465.929,482.95,22.80173603,NA,NA,1.767145868,2.544690049,2.83528737,3.063543711,4.154756284,5.725552611
ind465,B,p219110,1,1,SP3,8,0.44,12.424,198.0707583,21.1,18.457,1.17,477.508,NA,NA,NA,NA,4.523893421,4.714352476,7.54767635,8.295768101,NA,
ind466,B,p219110,1,1,SP3,13,0.439,29.445,161.7850167,28.4,21.143,1.4,464.911,NA,NA,NA,NA,7.54767635,9.897980354,11.64156428,8.295768101,NA,
ind467,B,p219110,1,1,SP3,6,0.445,23.955,164.0744039,27.5,20.118,1.34,490.294,NA,NA,NA,NA,9.34820164,11.34114948,13.52651987,14.18625433,14.52201204,18.09557368
ind468,B,p219110,1,1,SP3,23,0.414,30.459,143.6749728,28.9,17.453,1.08,471.37,NA,NA,NA,NA,23.32828895,25.96722678,42.42917228,43.59156156,50.26548246,73.89811319
ind469,B,p219180,4,3,SP22,4,0.513,46.328,148.4856434,31.6,12.362,0.98,467.842,NA,NA,NA,NA,0.950331778,1.130973355,3.801327111,6.157521601,1.767145868,
ind47,A,p106280,4,3,SP15,2,0.541,17.268,97.804,36.5,17.11,0.86,468.16,857,26.34586723,0.467,84.627,7.306166415,8.042477193,7.306166415,6.379396582,6.605198554,8.552985999
ind470,B,p219180,4,3,SP22,3,0.46,43.83,171.2124109,28,11.851,1.03,462.046,NA,NA,NA,NA,0.950331778,1.767145868,3.300635782,NA,NA,7.068583471
ind471,B,p219180,4,2,SP1,1,0.399,17.684,102.816249,53.7,19.779,1.24,465.329,NA,NA,NA,NA,1.130973355,1.5393804,2.010619298,1.886919088,2.010619298,2.010619298
ind472,B,p219180,4,2,SP1,1,NA,26.37,103.8170762,44.7,16.801,1.12,461.653,NA,NA,NA,NA,2.544690049,2.544690049,3.463605901,3.546563582,3.976078202,4.523893421
ind473,B,p219180,4,2,SP1,1,NA,27.307,87.15013545,48.8,19.287,1.48,460.892,NA,NA,NA,NA,2.269800692,3.63050301,3.801327111,3.63050301,3.63050301,
ind474,B,p219180,4,4,SP14,5,0.489,70.844,142.6393957,45.4,18.184,1,470.738,261.19,39.29256219,NA,NA,2.010619298,4.908738521,5.939573611,6.719572162,7.306166415,9.621127502
ind475,B,p219180,4,4,SP14,4,0.481,89.813,127.0940241,44.4,17.17,1,472.748,NA,NA,NA,NA,3.63050301,7.068583471,7.54767635,8.295768101,8.814130889,10.75210086
ind476,B,p219180,4,3,SP14,2,0.413,46.703,141.5254073,46.5,19.35,1.21,450.124,313.43,47.96251911,NA,NA,10.1787602,9.621127502,9.34820164,9.621127502,NA,
ind477,B,p219180,4,3,SP18,0,0.429,30.359,113.2797697,42,13.595,1.07,488.329,NA,NA,NA,NA,0.282743339,0.785398163,1.130973355,1.886919088,3.141592654,7.54767635
ind478,B,p219180,4,3,SP18,0,0.4,33.316,175.3473222,46.4,14.211,0.91,485.735,NA,NA,NA,NA,0.3848451,0.3848451,0.636172512,0.282743339,NA,
ind479,B,p219180,4,3,SP22,6,0.44,49.341,154.1911125,29.5,15.456,1.13,457.394,NA,NA,NA,NA,3.141592654,2.010619298,9.897980354,10.32062274,11.64156428,21.23716634
ind48,A,p106280,4,4,SP15,1,0.568,8.567,90.946,41.3,18.74,0.99,466.78,519,54.80214802,0.497,74.678,6.379396582,6.834927517,7.068583471,6.379396582,9.079202769,10.75210086
ind480,B,p219180,4,3,SP1,2,0.327,17.544,157.4471596,41.6,24.954,1.39,460.566,417.91,85.25271811,NA,NA,5.107051557,4.523893421,7.793113276,8.295768101,11.64156428,15.20530844
ind481,B,p219180,4,2,SP14,3,0.451,76.46,143.3618069,51.6,18.106,1.26,466.052,NA,NA,NA,NA,2.010619298,4.523893421,5.725552611,5.620014733,7.068583471,8.552985999
ind482,B,p219180,4,3,SP22,5,0.445,40.876,164.8209233,29.3,14.532,1.16,461.243,NA,NA,NA,NA,3.463605901,3.801327111,6.605198554,8.295768101,12.56637061,18.8574099
ind483,B,p220290,1,1,SP26,2,0.515,6.159,71.31697002,35.8,12.467,0.73,461.763,590.43,79.7454842,NA,NA,0.007853982,0.125663706,0.125663706,2.83528737,4.523893421,15.90431281
ind484,B,p220290,1,1,SP26,1,NA,8.667,80.25113565,36.5,12.832,0.65,464.303,653.69,67.7030527,NA,NA,0.070685835,0.282743339,0.196349541,1.5393804,3.463605901,4.908738521
ind485,B,p220290,1,1,SP26,5,0.535,5.122,68.94492369,32.4,11.729,0.66,464.323,811.84,37.71939397,NA,NA,NA,NA,NA,5.939573611,5.309291585,9.621127502
ind486,B,p220290,1,1,SP26,6,0.63,3.166,71.01416187,35,11.255,0.56,457.263,590.43,73.6903848,NA,NA,0.196349541,0.282743339,0.950331778,2.83528737,5.725552611,10.1787602
ind487,B,p221270,2,NA,SP18,3,0.453,26.84,89.46644084,39.7,15.978,0.75,482.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ind488,B,p221270,2,2,SP14,2,0.419,43.274,136.6559802,31.3,16.643,0.61,458.478,NA,NA,NA,NA,2.544690049,2.010619298,2.83528737,3.141592654,NA,
ind489,B,p221270,2,2,SP14,3,0.406,47.955,166.8006698,43.4,16.71,0.53,473.432,NA,NA,NA,NA,2.544690049,2.544690049,3.463605901,4.714352476,NA,
ind49,A,p106280,4,4,SP10,7,0.544,4.605,52.453,42.2,20.13,0.73,456.19,877,84.05242238,0.43,93.229,3.300635782,7.306166415,NA,NA,NA,
ind490,B,p221270,2,2,SP14,4,0.415,51.905,140.2846465,38.7,14.549,0.58,479.122,NA,NA,NA,NA,4.154756284,5.107051557,7.306166415,7.793113276,NA,
ind491,B,p221270,2,2,SP14,4,0.474,56.28,128.8848528,39.1,17.166,0.73,463.96,NA,NA,NA,NA,5.309291585,4.714352476,6.834927517,6.834927517,6.605198554,7.068583471
ind492,B,p222190,2,2,SP11,17,0.519,15.704,114.9091116,53.2,13.948,0.79,452.476,NA,NA,NA,NA,13.20254313,20.02961666,44.76965881,54.75992345,55.41769441,88.24733764
ind493,B,p222190,2,2,SP11,5,0.472,21.907,117.7776214,46,12.031,0.69,450.571,314.96,40.53177284,NA,NA,2.83528737,5.939573611,12.25417484,15.20530844,NA,21.23716634
ind494,B,p222190,2,2,SP20,10,0.482,23.435,68.12418561,41.3,9.624,0.66,465.372,NA,NA,NA,NA,2.544690049,2.986476516,11.04466167,18.8574099,25.51758633,66.47610055
ind495,B,p222190,2,2,SP11,19,0.439,17.992,101.077802,52.7,12.971,0.78,450.284,325.46,56.9716141,NA,NA,24.6300864,38.48451001,55.41769441,75.42963961,98.52034562,143.1388153
ind496,B,p222190,2,2,SP20,6,0.468,22.68,89.99925038,32,7.227,0.56,473.048,NA,NA,NA,NA,0.785398163,1.130973355,3.63050301,10.46346703,25.51758633,30.1907054
ind497,B,p222190,2,2,SP11,7,0.502,9.096,120.5429169,49.8,12.941,0.77,450.863,388.46,38.62064778,NA,NA,0.502654825,0.950331778,2.83528737,3.300635782,NA,
ind498,B,p222230,2,NA,SP19,9,0.348,53.012,198.7948608,40.4,20.77,1.27,474.145,430.45,30.19654876,NA,NA,NA,NA,NA,NA,NA,
ind499,B,p222230,2,2,SP2,22,0.343,40.281,203.4400863,37.2,NA,NA,NA,NA,NA,NA,NA,31.66921744,41.85386813,57.41456924,69.39778172,84.94866535,98.52034562
ind5,A,p103320,2,1,SP4,24,0.489,25.714,97.143,43.3,21.01,0.88,434.45,800,78.30902709,0.13,54.926,52.16810951,74.66191291,80.11846665,95.89907925,93.31315579,108.4340339
ind50,A,p106280,4,4,SP17,8,0.537,13.889,58.483,48,16.08,0.49,484.72,NA,NA,0.389,73.75,1.327322896,4.154756284,7.306166415,10.46346703,18.8574099,54.75992345
ind500,B,p222230,2,2,SP2,12,0.401,49.391,318.6528606,54.7,18.366,0.89,445.305,NA,NA,NA,NA,52.81017251,64.32607308,76.20129331,73.89811319,70.88218425,86.59014751
ind501,B,p222230,2,2,SP19,1,0.294,38.945,189.9758502,39.6,19.426,1.12,476.627,419.95,23.64730197,NA,NA,0.282743339,0.950331778,1.327322896,1.767145868,2.544690049,4.154756284
ind502,B,p222230,2,2,SP2,15,0.368,44.196,212.4802809,45,17.946,0.72,452.524,NA,NA,NA,NA,17.34944543,30.1907054,32.16990877,43.59156156,49.01669938,59.44678699
ind503,B,p222230,2,2,SP19,2,0.273,55.042,235.8954729,38.4,21.132,1.43,467.745,409.45,30.17999257,NA,NA,0.785398163,1.767145868,2.010619298,5.309291585,4.523893421,10.75210086
ind504,B,p222230,2,2,SP19,1,0.249,50.826,198.023531,36.9,15.739,1.13,465.897,409.45,29.79715181,NA,NA,0.785398163,1.130973355,1.327322896,2.010619298,3.801327111,5.309291585
ind505,B,p222230,2,2,SP2,17,0.364,48.397,191.66994,40.8,11.909,0.65,443.355,NA,NA,NA,NA,20.42820623,31.17245311,38.48451001,59.44678699,65.03882191,66.47610055
ind506,B,p222240,1,1,SP11,16,0.504,11.3,137.4366142,49,12.613,0.69,448.159,419.95,45.19155585,NA,NA,16.61902514,32.67452709,61.51434765,59.44678699,NA,83.32289115
ind507,B,p222240,1,1,SP11,22,0.484,12.87,119.7165201,56.1,15.272,0.78,455.561,304.47,39.0593712,NA,NA,37.39280656,62.21138852,73.13824047,72.38229474,86.59014751,98.52034562
ind508,B,p222240,1,1,SP11,13,0.496,14.205,107.8881759,50,14.79,0.79,449.163,367.46,53.82226171,NA,NA,18.4745283,32.67452709,50.89576448,60.13204689,73.89811319,81.71282492
ind509,B,p222240,1,1,SP11,22,0.494,13.176,91.92429476,55.4,13.88,0.83,455.639,325.46,44.56831728,NA,NA,36.31681108,50.89576448,69.39778172,83.32289115,103.8689071,128.6796351
ind51,A,p106280,4,4,SP17,16,0.519,11.487,41.549,47.5,17.17,0.55,484.37,NA,NA,0.409,78.669,3.300635782,15.55284713,19.2442185,28.27433388,51.5299735,80.11846665
ind510,B,p223100,1,1,SP24,1,0.495,15.654,102.4097407,32.6,13.541,0.67,471.833,NA,NA,NA,NA,0.3848451,0.282743339,0.950331778,1.5393804,1.767145868,3.141592654
ind511,B,p223100,1,1,SP24,1,0.527,13.905,106.9582939,31.4,10.539,0.83,469.567,NA,NA,NA,NA,1.767145868,1.130973355,2.544690049,NA,0.070685835,
ind512,B,p223100,1,1,SP24,1,0.494,10.659,110.6080829,34.1,11.827,0.91,472.736,NA,NA,NA,NA,0.785398163,1.130973355,1.130973355,1.767145868,1.5393804,
ind513,B,p223100,1,1,SP24,3,0.532,12.411,159.1135465,33.4,12.458,0.62,477.282,NA,NA,NA,NA,1.767145868,2.544690049,6.157521601,6.834927517,10.1787602,17.34944543
ind514,B,p223110,1,1,SP12,23,0.492,21.705,109.6217377,41.9,14.678,0.76,446.361,703.42,37.89715784,NA,NA,66.47610055,74.66191291,88.24733764,115.9424404,158.3676857,167.4154725
ind515,B,p223110,1,1,SP12,11,0.474,23.612,118.058548,36.8,14.4,0.87,441.929,913.4,36.42469337,NA,NA,17.34944543,21.64753688,23.75829444,26.87828865,23.75829444,28.27433388
ind516,B,p223110,1,1,SP12,15,0.486,25.99,151.1032282,41.9,14.395,0.65,447.698,682.42,34.29365054,NA,NA,28.27433388,35.78470382,47.78362426,56.07939236,72.38229474,81.71282492
ind517,B,p223110,1,1,SP12,17,0.484,20.854,121.2431531,48.9,12.534,0.68,443.636,787.41,43.20717828,NA,NA,60.82123377,56.74501731,67.92908715,76.20129331,95.03317777,95.03317777
ind518,B,p224210,1,1,SP18,3,0.437,31.59,90.90634353,35.7,12.697,0.7,484.804,NA,NA,NA,NA,NA,NA,NA,1.767145868,3.141592654,4.523893421
ind519,B,p224210,1,1,SP18,3,0.466,34.578,110.8259446,23.5,11.285,0.74,476.172,NA,NA,NA,NA,0.070685835,0.125663706,0.125663706,1.5393804,1.327322896,1.767145868
ind52,A,p106280,4,4,SP17,15,0.575,10.365,34.66,52.6,16.19,0.51,460.62,NA,NA,0.373,86.063,14.18625433,18.4745283,40.71504079,58.76545408,56.74501731,103.8689071
ind520,B,p224210,1,1,SP18,5,0.433,22.433,83.08423643,34.9,12.345,0.72,486.623,NA,NA,NA,NA,0.196349541,0.007853982,NA,2.83528737,4.154756284,8.552985999
ind521,B,p224210,1,1,SP18,1,0.438,14.109,88.17828496,39.7,15.2,0.95,482.028,NA,NA,NA,NA,0.125663706,0.282743339,0.196349541,0.636172512,0.636172512,1.327322896
ind522,B,p224220,2,1,SP1,1,NA,13.868,135.0003268,41.1,19.849,1.13,459.35,NA,NA,NA,NA,1.327322896,2.544690049,1.5393804,4.908738521,NA,
ind523,B,p224220,2,1,SP1,2,0.347,54.729,295.8299791,41.1,17.891,1.21,449.028,NA,NA,NA,NA,8.552985999,12.56637061,15.90431281,20.22842057,22.06183441,62.21138852
ind524,B,p224220,2,1,SP1,4,0.294,41.834,120.6753144,43.9,20.64,1.14,462.576,NA,NA,NA,NA,8.295768101,14.86169675,20.02961666,22.06183441,62.21138852,56.74501731
ind525,B,p224220,2,NA,SP1,1,0.298,29.424,112.0907811,55.6,22.992,0.97,461.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ind526,B,p225230,1,NA,SP1,13,0.306,18.814,149.3213109,52.8,22.016,1.69,433.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ind527,B,p225230,1,1,SP1,12,0.391,36.53,130.4648536,45.5,16.454,1.23,462.896,NA,NA,NA,NA,NA,NA,NA,NA,78.53981634,59.44678699
ind528,B,p225230,1,NA,SP1,4,0.232,48.308,95.34488477,47.8,18.822,1.62,455.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ind529,B,p225230,1,NA,SP1,4,0.282,51.397,88.99989933,43.6,25.139,1.62,465.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ind53,A,p106280,4,4,SP5,14,0.514,4.049,44.156,49,19.68,0.49,458.74,434,100.4176917,0.502,56.788,4.337361357,9.079202769,12.88249338,17.72054606,36.31681108,49.01669938
ind54,A,p106280,4,4,SP10,12,0.545,6.112,69.423,40.4,17.04,0.5,471.88,703,NA,0.425,101.612,2.010619298,3.63050301,7.793113276,11.34114948,15.20530844,19.63495408
ind55,A,p107240,1,1,SP15,2,0.581,15.533,123.992,45,20.14,0.95,470.86,701,127.828452,0.428,93.101,6.834927517,12.25417484,10.75210086,9.897980354,12.56637061,15.90431281
ind56,A,p107240,1,1,SP15,3,0.56,20.458,134.806,48.3,21.44,1.22,458.89,847,36.23178623,0.515,74.334,9.079202769,13.52651987,15.90431281,17.72054606,24.6300864,33.1830724
ind57,A,p107240,1,1,SP15,2,0.558,13.995,82.814,41.4,18.18,1.21,456.39,973,35.02714959,0.457,71.313,8.552985999,11.94590607,14.52201204,16.25970548,22.06183441,28.27433388
ind58,A,p107240,1,1,SP15,5,0.614,17.86,126.22,46.4,22.32,1.34,463.76,792,88.32440562,0.441,116.088,11.04466167,14.18625433,17.72054606,19.2442185,28.27433388,23.75829444
ind59,A,p108310,2,2,SP16,11,0.517,17.498,116.252,36.5,13.88,0.61,381.21,728,76.02916859,0.447,53.526,15.90431281,23.32828895,35.25652355,49.63912742,51.5299735,82.51589454
ind6,A,p103320,2,2,SP4,21,0.556,21.447,70.78,47.2,26.48,1.01,451.38,752,92.86862829,0.124,68.339,64.32607308,91.60884178,124.6898124,161.7311533,216.4243179,314.1592654
ind60,A,p108310,2,2,SP16,11,0.514,22.827,143.863,43.2,17.48,0.84,399.9,756,61.80060565,0.447,76.209,12.56637061,14.18625433,14.18625433,16.25970548,15.90431281,15.55284713
ind61,A,p108310,2,2,SP29,7,0.645,20.999,117.211,43.7,19.04,0.86,419.17,639,61.42167067,0.472,55.169,13.8544236,18.09557368,25.51758633,28.74753628,32.16990877,32.16990877
ind62,A,p108310,2,2,SP29,8,0.554,12.132,79.394,36.2,16.15,0.69,430.69,619,67.32212517,0.292,17.19,18.4745283,21.23716634,23.75829444,22.90221044,23.75829444,34.73227028
ind63,A,p108310,2,2,SP29,29,0.542,12.135,74.522,34.8,17.07,0.66,428.4,856,64.35459874,0.283,22.3,22.48005893,28.27433388,31.17245311,22.90221044,1.327322896,1.767145868
ind64,A,p108310,2,2,SP16,12,0.538,20.364,113.148,37.2,15.67,0.67,405.76,729,47.84958043,0.233,41.725,7.54767635,10.75210086,13.8544236,19.2442185,19.63495408,25.51758633
ind65,A,p108310,2,2,SP16,12,0.562,25.404,129.96,39.9,18.08,0.79,414.09,504,70.77887533,0.232,37.598,7.306166415,10.1787602,11.94590607,12.88249338,22.06183441,15.90431281
ind66,A,p108310,2,2,SP29,14,0.597,23.237,88.237,29.6,13.93,0.73,415.7,666,53.7100723,0.279,24.311,30.1907054,39.03625222,45.36459792,57.41456924,52.81017251,57.41456924
ind67,A,p109270,2,2,SP8,4,0.54,13.464,96.013,41.2,13.75,0.65,468.53,530,64.36581422,0.518,44.234,12.56637061,15.55284713,19.2442185,22.48005893,25.51758633,22.90221044
ind68,A,p109270,2,2,SP31,5,0.494,11.822,104.365,39.3,19.95,0.87,404.06,442,104.5554095,0.576,27.756,5.725552611,6.834927517,4.714352476,7.306166415,10.1787602,12.56637061
ind69,A,p109270,2,2,SP8,9,0.47,16.737,109.489,55.5,17.77,0.81,438.81,414,68.63382335,0.492,48.061,24.19222693,31.17245311,44.17864669,47.17297719,55.41769441,62.21138852
ind7,A,p103320,2,2,SP4,23,0.495,14.858,97.461,45.5,25.51,0.88,455.51,684,77.48046109,0.443,118.417,25.51758633,40.71504079,49.63912742,73.13824047,78.53981634,100.2874915
ind70,A,p109270,2,2,SP31,4,0.453,10.011,116.701,38.8,22.98,0.97,417.84,347,64.06005087,0.601,26.881,5.107051557,5.107051557,5.515458602,6.157521601,NA,
ind71,A,p109270,2,2,SP8,4,0.49,12.68,116.858,44.6,14.8,0.69,443.9,NA,NA,0.489,64.122,29.70572204,16.25970548,65.75549774,75.42963961,84.94866535,94.17120329
ind72,A,p109270,2,2,SP31,10,0.491,12.197,98.4,36.6,18.02,0.81,418.36,385,42.28158026,0.583,24.855,14.86169675,16.98227179,15.55284713,19.63495408,23.75829444,23.75829444
ind73,A,p109270,2,2,SP31,4,0.48,6.875,70.099,43.6,23.1,1.13,394.77,413,86.57968365,0.551,36.372,2.544690049,3.141592654,3.63050301,4.523893421,2.269800692,5.725552611
ind74,A,p109270,2,2,SP8,24,0.469,12.971,92.461,57.6,19.04,0.84,469.91,422,92.90329498,0.53,34.341,54.75992345,70.13801949,65.75549774,74.66191291,75.42963961,102.0703453
ind75,A,p109280,1,1,SP16,18,0.534,26.027,125.044,39.2,15.28,0.72,414.09,809,39.90017449,0.451,62.117,14.18625433,18.4745283,22.48005893,28.74753628,35.25652355,32.16990877
ind76,A,p109280,1,1,SP16,11,0.549,19.978,119.103,37.5,16.51,0.73,430.37,925,45.15932625,0.5,48.907,14.86169675,20.02961666,23.75829444,30.1907054,33.1830724,49.01669938
ind77,A,p109280,1,1,SP16,22,0.524,12.458,83.09,37,16.12,0.77,415.48,781,51.29684219,0.482,36.195,16.98227179,24.6300864,29.70572204,37.93669479,34.211944,58.08804816
ind78,A,p109280,1,1,SP16,5,0.534,14.109,79.59,36.8,16.06,0.72,421.77,906,54.52914519,0.454,57.07,3.976078202,5.107051557,5.515458602,7.54767635,8.042477193,9.621127502
ind79,A,p110210,2,NA,SP17,5,0.51,8.17,46.362,34.7,13.25,0.63,477.98,NA,NA,0.261,27.622,NA,NA,NA,NA,NA,
ind8,A,p103320,2,2,SP23,20,0.403,40.495,268.254,43.1,23.52,1.22,406.62,231,102.1928721,0.569,36.835,29.70572204,47.17297719,36.31681108,40.15151761,38.48451001,51.5299735
ind80,A,p110210,2,NA,SP17,11,0.599,19.79,71.885,41.9,13.95,0.68,484.89,NA,NA,0.259,11.659,NA,NA,NA,NA,NA,
ind81,A,p110210,2,NA,SP15,2,0.504,17.878,113.282,47.3,23.53,1.88,443.36,NA,NA,0.23,46.52,NA,NA,NA,NA,NA,
ind82,A,p110210,2,2,SP17,17,0.557,13.609,68.891,51,17.43,0.6,502.69,NA,NA,0.228,36.516,4.154756284,12.25417484,21.64753688,38.48451001,44.17864669,73.89811319
ind83,A,p110210,2,NA,SP15,5,0.533,18.948,116.406,46.3,24.77,2.1,451.79,NA,NA,0.195,78.368,NA,NA,NA,NA,NA,
ind84,A,p110210,2,NA,SP15,2,NA,16.67,125.784,48.3,22.44,1.57,459.62,766,47.11721863,0.221,66.249,NA,NA,NA,NA,NA,
ind85,A,p110210,2,NA,SP15,2,NA,8.886,108.187,46.7,24.92,1.72,463.56,NA,NA,0.203,55.34,NA,NA,NA,NA,NA,
ind86,A,p110210,2,NA,SP17,16,0.534,9.756,39.233,50.2,15.99,0.64,473.26,NA,NA,0.215,42.489,NA,NA,NA,NA,NA,
ind87,A,p111190,1,NA,SP30,22,0.461,20.228,125.849,41.7,18.08,0.69,453.06,445,133.274051,0.203,54.725,NA,NA,NA,NA,NA,
ind88,A,p111190,1,1,SP30,26,0.482,11.215,61.155,43.6,17.88,0.69,451.86,372,162.8563634,0.213,51.135,60.13204689,84.94866535,110.2875736,69.39778172,237.787148,283.528737
ind89,A,p111190,1,NA,SP30,30,0.498,19.114,102.845,38.1,13.38,0.55,463.7,475,106.7984407,0.203,45.563,NA,NA,NA,NA,NA,
ind9,A,p105310,1,1,SP25,10,0.538,13.54,83.239,41.4,19.28,0.75,444.83,NA,NA,0.42,110.955,4.714352476,9.34820164,14.86169675,18.8574099,36.31681108,50.26548246
ind90,A,p111190,1,NA,SP30,28,0.487,14.757,81.319,41,12.47,0.53,447.52,454,125.3097696,0.199,60.615,NA,NA,NA,NA,NA,
ind91,A,p112100,1,1,SP5,6,0.502,4.865,65.526,47.8,21.34,0.51,433.42,410,93.06318241,0.441,72.912,NA,NA,NA,43.59156156,NA,37.39280656
ind92,A,p112100,1,2,SP5,10,0.552,3.2,44.005,46.6,19.36,0.46,446.12,502,174.6415377,0.426,110.808,5.725552611,12.25417484,19.2442185,25.96722678,43.00840343,
ind93,A,p112100,1,1,SP5,8,0.477,7.764,83.457,50,22.65,0.63,462.73,360,128.1798273,0.445,96.49,2.986476516,6.834927517,16.98227179,34.211944,62.21138852,
ind94,A,p112100,1,1,SP5,24,0.506,13.548,68.088,50.9,18.2,0.46,470.45,454,138.4697881,0.471,70.739,25.07187287,46.56625711,106.5962022,180.26655,274.6458838,10.46346703
ind95,A,p112110,1,1,SP7,20,0.525,12.143,51.892,41.6,16.79,0.5,451.25,642,141.6590034,0.446,85.111,8.295768101,13.52651987,26.87828865,21.23716634,23.75829444,25.51758633
ind96,A,p112110,1,1,SP7,18,0.495,8.125,30.609,41.8,17.43,0.5,446.17,541,160.4021402,0.471,80.874,37.93669479,34.73227028,54.10607948,70.13801949,75.42963961,75.42963961
ind97,A,p112110,1,1,SP7,12,0.521,11.2,54.691,35.9,15.07,0.51,446.72,567,101.4065771,0.434,99.551,7.793113276,11.04466167,16.25970548,19.63495408,18.8574099,26.42079422
ind98,A,p112110,1,1,SP7,18,0.502,9.497,54.868,41.6,16.63,0.51,441.19,611,120.8382607,0.49,64.068,7.54767635,12.25417484,16.25970548,20.83072279,23.75829444,28.27433388
ind99,A,p112220,16,6,SP30,50,0.545,20.007,101.1,37.5,14.27,0.47,446.18,474,152.0614615,0.45,91.249,73.13824047,106.5962022,129.6869082,155.039561,268.8025214,363.050301
