id,site,PTAG,PR,NR,species,branchNR,WD,LA,SLA,CHL,LN,LP,LC,SD,SA,O1_D,O1_SRL,BA13,BA14,BA15,BA16,BA17,BA18
ind322,B,p206250,8,4,SP11,18,0.511,14.376,88.92595743,59,11.856,0.49,450.095,294.45,58.31725876,NA,NA,29.70572204,49.63912742,65.03882191,95.89907925,134.7821788,176.7145868
ind323,B,p206250,8,4,SP21,12,0.374,22.861,74.2256115,53.2,11.9,0.49,456.062,252.39,69.37552668,NA,NA,16.98227179,20.02961666,25.96722678,30.1907054,44.17864669,56.74501731
ind324,B,p206250,8,2,SP3,21,0.478,28.24,164.5052271,31,16.925,0.5,478.06,304.97,74.77528356,NA,NA,9.897980354,23.32828895,28.74753628,35.78470382,40.71504079,41.85386813
ind325,B,p206250,8,4,SP19,0,0.451,49.952,148.6664091,36.1,10.942,0.74,488.609,431.16,22.186364,NA,NA,1.5393804,1.327322896,1.5393804,1.5393804,2.269800692,
ind326,B,p207280,2,2,SP6,15,0.539,20.964,127.0572778,43,15.958,0.51,458.755,400.65,33.92588314,NA,NA,11.34114948,17.72054606,32.16990877,60.82123377,91.60884178,132.7322896
ind327,B,p207280,2,2,SP3,8,0.425,27.553,226.9077436,32.9,20.77,0.82,462.04,NA,NA,NA,NA,16.98227179,34.211944,60.13204689,60.82123377,75.42963961,72.38229474
ind328,B,p207280,2,2,SP3,24,0.383,19.037,260.7766138,38,22.98,1.04,476.103,263.58,35.81915138,NA,NA,6.157521601,14.86169675,29.22466566,31.66921744,32.16990877,32.16990877
ind329,B,p207280,2,2,SP6,7,0.512,27.18,144.576231,44.4,16.866,0.66,463.658,453.36,38.22836967,NA,NA,6.605198554,10.1787602,13.20254313,23.75829444,46.56625711,75.42963961
ind33,A,p106270,4,3,SP27,3,0.568,6.781,71.876,46.2,20.86,0.61,443.03,1147,74.79297701,0.431,48.317,1.130973355,2.269800692,3.463605901,28.27433388,4.523893421,4.908738521
ind330,B,p207280,2,2,SP3,18,0.369,40.631,451.4578925,25.6,29.717,1.99,439.407,274.13,36.64378804,NA,NA,50.26548246,60.13204689,84.13381476,91.60884178,109.3588403,113.0973355
ind331,B,p207280,2,2,SP3,10,0.451,35.154,162.751106,34.3,22.951,0.85,472.185,326.84,45.43591207,NA,NA,29.70572204,35.78470382,50.26548246,56.07939236,58.08804816,55.41769441
ind332,B,p207280,2,2,SP6,7,0.509,21.092,126.5537262,50.3,17.843,0.67,463.352,379.56,34.02415216,NA,NA,3.463605901,5.107051557,11.64156428,25.07187287,43.00840343,62.21138852
ind333,B,p207280,2,2,SP6,4,0.485,17.619,146.8240738,47,15.444,0.68,460.123,379.56,29.9373171,NA,NA,1.327322896,1.5393804,2.83528737,6.834927517,11.94590607,22.06183441
ind334,B,p208290,1,NA,SP2,14,0.359,43.122,173.8770393,20.6,15.384,0.87,444.384,304.47,47.05234946,NA,NA,NA,NA,NA,NA,NA,
ind335,B,p208290,1,NA,SP2,15,0.377,41.144,172.872335,52,16.178,0.97,434.91,230.97,33.33079637,NA,NA,NA,NA,NA,NA,NA,
ind336,B,p208290,1,NA,SP2,11,0.373,48.755,162.515564,42,15.149,0.83,446.026,293.97,57.05132259,NA,NA,NA,NA,NA,NA,NA,
ind337,B,p208290,1,NA,SP2,22,0.378,36.718,142.3175782,30.2,12.118,0.77,449.768,272.97,51.0376985,NA,NA,NA,NA,NA,NA,NA,
ind338,B,p208300,4,3,SP21,15,0.398,20.222,88.69195905,49.9,11.052,0.67,452.739,325.46,61.04635088,NA,NA,6.157521601,16.61902514,24.6300864,34.73227028,55.41769441,80.11846665
ind339,B,p208300,4,4,SP21,24,0.379,28.807,90.02266884,54.6,11.089,0.55,452.626,251.97,71.07182335,NA,NA,12.25417484,23.32828895,35.25652355,56.74501731,88.24733764,124.6898124
ind34,A,p106270,4,NA,SP7,18,0.536,12.583,46.989,46.6,15.64,0.56,437.38,414,83.35992425,0.446,78.617,NA,NA,NA,NA,NA,
ind340,B,p208300,4,3,SP3,10,0.4,40.945,153.9267633,30.2,18.562,0.9,458.429,NA,NA,NA,NA,7.54767635,11.64156428,13.20254313,20.22842057,21.23716634,24.6300864
ind341,B,p208300,4,2,SP6,15,0.543,24.298,129.836675,52,16.771,0.55,461.376,388.46,27.9423932,NA,NA,6.834927517,13.8544236,14.52201204,23.97476981,38.48451001,69.39778172
ind342,B,p208300,4,3,SP3,22,0.418,32.011,142.9060119,25,13.229,0.73,461.894,NA,NA,NA,NA,17.34944543,22.06183441,32.16990877,33.69554471,37.39280656,37.39280656
ind343,B,p208300,4,2,SP3,12,0.488,39.049,149.0429012,33.1,16.925,1.07,470.458,NA,NA,NA,NA,3.463605901,9.34820164,10.75210086,11.04466167,12.56637061,14.52201204
ind344,B,p208300,4,2,SP21,48,0.387,23.611,138.8893666,49.2,11.845,0.68,429.389,199.48,46.2555693,NA,NA,28.74753628,45.36459792,68.66147094,97.64266317,174.3662463,232.3521927
ind345,B,p208300,4,2,SP6,4,0.454,23.577,121.5293019,45.7,13.451,0.58,465.634,482.95,36.00436084,NA,NA,3.141592654,7.068583471,14.52201204,27.80505848,46.56625711,80.11846665
ind346,B,p208300,4,4,SP6,13,0.513,23.939,80.87603595,48.1,15.05,0.37,461.471,451.45,30.80941066,NA,NA,6.834927517,6.157521601,16.98227179,33.1830724,86.59014751,122.718463
ind347,B,p208300,4,4,SP3,12,0.429,51.974,209.5709278,29.3,22.023,0.94,471.888,367.46,54.90902029,NA,NA,5.107051557,11.34114948,16.25970548,18.8574099,32.16990877,54.10607948
ind348,B,p208300,4,3,SP6,22,0.482,21.685,120.4712197,44.9,16.245,0.59,460.68,388.46,36.49390894,NA,NA,15.20530844,24.19222693,40.15151761,71.630276,141.0260942,156.1450089
ind349,B,p208300,4,1,SP21,28,0.42,19.979,113.515247,55.6,11.97,0.8,446.681,251.97,63.42484753,NA,NA,25.07187287,30.67961576,42.42917228,62.21138852,81.71282492,83.32289115
ind35,A,p106270,4,NA,SP31,7,0.422,11.587,150.158,39.7,24.35,1.04,418.14,431,122.6095566,0.527,43.052,NA,NA,NA,NA,NA,
ind350,B,p209220,16,4,SP3,17,0.411,39.934,156.6032858,23,17.181,0.95,454.745,NA,NA,NA,NA,23.32828895,33.1830724,44.17864669,42.42917228,44.76965881,57.41456924
ind351,B,p209220,16,4,SP21,33,0.412,21.407,127.1728818,54,15.491,0.79,455.287,325.55,35.52641778,NA,NA,23.32828895,44.76965881,67.20063036,84.94866535,107.5131546,134.7821788
ind352,B,p209220,16,2,SP14,6,0.462,51.867,139.5522182,47.3,20.919,0.8,473.335,178.53,43.18667624,NA,NA,8.042477193,8.552985999,11.04466167,12.25417484,13.20254313,14.86169675
ind353,B,p209220,16,3,SP19,6,0.393,71.537,129.4794557,45.6,19.042,1.14,488.452,493.58,26.55720217,NA,NA,6.379396582,9.621127502,16.98227179,43.59156156,62.21138852,80.11846665
ind354,B,p209220,16,3,SP21,42,0.387,43.138,115.9634662,56.1,18.097,0.76,453.086,388.57,68.4093864,NA,NA,13.8544236,21.23716634,34.73227028,45.36459792,73.89811319,103.8689071
ind355,B,p209220,16,4,SP11,16,0.482,14.467,150.6994406,47.9,14.46,0.76,458.728,283.55,39.45455842,NA,NA,4.154756284,8.814130889,24.6300864,30.67961576,40.71504079,57.41456924
ind356,B,p209220,16,5,SP12,55,0.414,32.25,158.6070577,51.8,18.317,0.77,449.191,556.59,29.53186944,NA,NA,110.2875736,141.0260942,311.0255267,387.0756308,430.0526183,539.1287153
ind357,B,p209220,16,3,SP11,22,0.496,19.339,125.7839916,52.9,14.899,0.87,457.528,294.05,46.57589551,NA,NA,34.73227028,60.82123377,73.13824047,100.2874915,138.9290811,186.2650284
ind358,B,p209220,16,5,SP2,22,0.414,42.878,163.6576063,44.9,17.149,0.88,447.499,241.54,52.13398867,NA,NA,48.39819832,70.88218425,120.7628216,129.6869082,186.2650284,240.5281875
ind359,B,p209220,16,4,SP21,15,0.391,35.404,151.3003749,54.6,13.523,0.58,428.963,231.04,64.21448999,NA,NA,4.337361357,8.042477193,8.295768101,11.04466167,19.63495408,23.75829444
ind36,A,p106270,4,NA,SP31,10,0.428,8.779,151.437,38.3,20.46,0.95,397.54,NA,NA,0.531,388.215,NA,NA,NA,NA,NA,
ind360,B,p209220,16,5,SP24,21,0.511,19.173,117.7303247,42.3,16.89,0.81,485.406,577.6,44.88782353,NA,NA,4.908738521,9.34820164,15.90431281,27.33971007,38.48451001,56.07939236
ind361,B,p209220,16,4,SP1,0,0.339,26.689,179.6357668,45.1,25.617,1.38,456.457,NA,NA,NA,NA,1.767145868,2.544690049,4.154756284,3.976078202,4.908738521,4.908738521
ind362,B,p209220,16,3,SP2,32,0.402,34.302,150.2288261,29,13.258,0.72,450.647,252.04,42.96856803,NA,NA,22.90221044,37.39280656,54.75992345,79.327178,128.6796351,156.1450089
ind363,B,p209220,16,5,SP21,9,0.324,30.2,116.1548321,59.3,19.454,0.86,446.771,231.04,71.29065412,NA,NA,3.976078202,8.042477193,11.94590607,18.8574099,29.22466566,41.85386813
ind364,B,p209220,16,5,SP14,1,1.159,45.48,161.2782039,41.1,18.591,0.99,450.881,304.55,34.44739066,NA,NA,3.63050301,3.63050301,3.976078202,4.154756284,4.523893421,
ind365,B,p209220,16,7,SP26,0,0.707,4.106,83.636298,40.9,12.355,0.48,467.759,703.62,27.74184021,NA,NA,0.196349541,NA,0.950331778,NA,2.010619298,3.300635782
ind366,B,p209220,16,6,SP11,17,0.442,15.575,101.3002597,60.1,14.84,0.57,458.624,357.06,74.80031577,NA,NA,7.068583471,14.18625433,15.55284713,21.23716634,22.06183441,21.64753688
ind367,B,p209220,16,7,SP11,14,0.479,11.389,40.83603027,50.4,19.705,0.71,465.11,388.57,53.26471384,NA,NA,3.801327111,13.52651987,21.23716634,33.69554471,47.78362426,55.41769441
ind368,B,p209220,16,3,SP21,40,0.381,25.889,117.6752957,57.7,17.632,0.83,453.625,252.04,67.40082835,NA,NA,20.42820623,37.93669479,56.74501731,84.13381476,102.0703453,138.9290811
ind369,B,p209220,16,5,SP2,36,0.386,44.956,129.6805015,46.6,17.286,0.89,460.231,304.55,58.22123599,NA,NA,36.31681108,60.13204689,84.94866535,110.2875736,191.134497,248.8455541
ind37,A,p106270,4,4,SP27,4,0.55,7.17,79.676,48.5,22.56,0.59,449.06,914,111.6082567,0.456,100.958,0.636172512,NA,0.785398163,1.130973355,1.130973355,1.130973355
ind370,B,p209220,16,4,SP13,31,0.442,37.825,114.6208264,52.7,12.813,0.65,456.149,462.08,54.8706426,NA,NA,49.63912742,72.38229474,106.5962022,148.4893403,243.2849351,314.1592654
ind371,B,p209220,16,3,SP13,13,0.447,46.642,329.2398251,51.1,15.643,0.75,457.255,388.57,49.86121289,NA,NA,25.96722678,43.00840343,65.03882191,86.59014751,130.6981084,172.0336137
ind372,B,p209220,16,4,SP11,11,0.442,11.98,109.5693263,61,21.184,0.99,456.862,409.57,52.48428882,NA,NA,2.544690049,7.306166415,15.90431281,29.22466566,41.85386813,77.75638167
ind373,B,p209220,16,4,SP12,24,0.524,18.852,109.819527,32.8,10.319,0.54,437.969,714.12,35.61203246,NA,NA,21.23716634,32.16990877,32.67452709,NA,NA,
ind374,B,p209220,16,4,SP1,2,0.263,30.695,182.3483307,48,23.294,1.2,476.51,NA,NA,NA,NA,1.767145868,3.63050301,6.157521601,7.793113276,8.042477193,9.079202769
ind375,B,p209220,16,4,SP13,17,0.454,25.279,122.3197937,46.8,18,0.68,456.17,472.58,58.23815346,NA,NA,7.54767635,16.25970548,28.74753628,39.59192142,65.03882191,93.31315579
ind376,B,p209220,16,4,SP2,23,0.383,36.088,151.6313312,36.9,13.944,0.77,459.69,231.04,58.03885711,NA,NA,23.32828895,33.1830724,47.78362426,82.51589454,109.3588403,136.847776
ind377,B,p209220,16,2,SP3,24,0.415,19.554,177.7591705,43.2,22.001,0.82,475.031,304.55,52.79143291,NA,NA,5.725552611,12.88249338,18.09557368,19.63495408,21.23716634,20.83072279
ind378,B,p209220,16,4,SP11,20,0.504,14.458,109.8055972,49.4,15.47,0.78,457.881,304.55,53.35748507,NA,NA,13.20254313,26.87828865,39.03625222,61.51434765,86.59014751,114.9901451
ind379,B,p209220,16,3,SP6,22,0.472,22.766,133.9162362,44,17.771,0.66,466.337,420.07,37.30834798,NA,NA,6.605198554,18.09557368,33.69554471,62.21138852,176.7145868,251.6494255
ind38,A,p106270,4,3,SP27,5,0.588,9.894,102.342,42.9,21.64,0.76,436.53,1034,92.92878664,0.466,85.563,3.801327111,4.714352476,6.379396582,6.157521601,6.605198554,8.295768101
ind380,B,p209220,16,4,SP13,20,0.445,40.287,102.2509115,53,17.07,0.73,458.328,420.07,69.90993986,NA,NA,15.90431281,26.87828865,52.81017251,72.38229474,103.8689071,124.6898124
ind381,B,p209220,16,5,SP3,5,0.439,19.383,261.9332185,34.7,24.029,0.74,473.533,241.54,56.21721403,NA,NA,3.801327111,6.157521601,9.897980354,10.75210086,13.8544236,14.86169675
ind382,B,p209220,16,4,SP12,25,0.47,37.312,158.102598,50.7,18.003,0.74,451.284,567.09,33.32441266,NA,NA,43.59156156,84.13381476,100.2874915,107.5131546,198.5565097,226.9800692
ind383,B,p209220,16,7,SP3,9,0.449,23.908,204.0945286,36.6,21.294,0.91,472.436,NA,NA,NA,NA,7.306166415,13.52651987,18.8574099,19.63495408,25.51758633,25.07187287
ind384,B,p209220,16,4,SP12,27,0.501,19.606,120.0389706,48.7,12.948,0.63,444.588,756.13,42.76745584,NA,NA,35.78470382,70.13801949,76.97687399,107.5131546,143.1388153,162.8601632
ind385,B,p209250,1,1,SP21,40,0.414,19.944,108.3915545,69.7,13.45,0.6,440.766,273.05,52.51011899,NA,NA,30.1907054,39.59192142,62.21138852,88.24733764,126.6768698,181.4583917
ind386,B,p209250,1,1,SP21,23,0.4,20.099,114.3841875,60.6,16.973,0.8,453.109,315.05,95.89623925,NA,NA,32.16990877,38.48451001,48.39819832,65.03882191,75.42963961,91.60884178
ind387,B,p209250,1,1,SP21,35,0.422,13.616,115.0630252,58.1,17.373,0.77,439.825,304.55,51.95699762,NA,NA,29.22466566,43.59156156,44.17864669,53.4561625,65.03882191,63.61725124
ind388,B,p209250,1,1,SP21,26,0.42,16.901,84.504776,53.6,17.178,0.74,444.68,346.56,83.63868405,NA,NA,16.98227179,25.51758633,33.1830724,45.36459792,58.08804816,73.89811319
ind389,B,p210290,8,5,SP14,3,0.465,44.344,139.6676011,34.3,18.057,0.74,465.333,NA,NA,NA,NA,1.327322896,1.327322896,1.327322896,1.5393804,2.010619298,1.130973355
ind39,A,p106270,4,3,SP7,3,0.54,13.465,57.712,41.7,14.4,0.4,463.53,452,178.4264846,0.465,51.611,2.83528737,3.976078202,3.976078202,5.107051557,4.908738521,6.605198554
ind390,B,p210290,8,5,SP12,38,0.456,42.614,107.0700104,47.7,15.836,0.61,445.006,567.87,33.93504716,NA,NA,42.42917228,75.42963961,106.5962022,137.8864651,219.0396938,274.6458838
ind391,B,p210290,8,5,SP12,13,0.454,29.678,129.0332429,53.2,15.772,0.81,441.86,662.51,36.89471333,NA,NA,28.74753628,41.85386813,49.01669938,54.10607948,55.41769441,59.44678699
ind392,B,p210290,8,4,SP13,33,0.505,32.248,145.4816431,50.8,15.282,0.74,450.613,357.55,37.98185518,NA,NA,51.5299735,74.66191291,130.6981084,126.6768698,NA,
ind393,B,p210290,8,5,SP13,42,0.465,36.965,149.0517893,55.5,14.653,0.73,453.953,420.64,55.63843528,NA,NA,58.08804816,91.60884178,130.6981084,147.4113813,277.5911269,
ind394,B,p210290,8,5,SP1,1,NA,33.244,186.4162695,41.7,24.614,1.14,460.098,NA,NA,NA,NA,1.767145868,2.010619298,2.269800692,3.141592654,3.801327111,4.523893421
ind395,B,p210290,8,5,SP14,1,NA,83.284,208.209343,30.8,13.676,0.68,449.275,NA,NA,NA,NA,0.3848451,0.636172512,0.636172512,NA,NA,
ind396,B,p210290,8,1,SP12,25,0.472,30.88,124.5152996,53.1,12.395,0.65,438.839,630.97,48.15364104,NA,NA,46.56625711,61.51434765,63.61725124,75.42963961,96.76890771,124.6898124
ind397,B,p210290,8,6,SP13,30,0.46,31.796,137.2495144,51.5,15.149,0.74,449.071,399.61,63.69780167,NA,NA,64.32607308,103.8689071,141.0260942,213.82465,336.535259,
ind398,B,p210290,8,5,SP24,3,0.568,25.188,113.6295978,36.2,12.859,0.67,480.435,641.48,32.82796876,NA,NA,2.544690049,4.523893421,8.552985999,13.20254313,17.34944543,30.1907054
ind399,B,p210290,8,4,SP13,32,0.451,36.448,120.6875024,52,14.128,0.69,449.729,304.97,62.85100422,NA,NA,28.27433388,58.08804816,81.71282492,134.7821788,206.119894,
ind4,A,p103320,2,1,SP23,14,0.481,38.289,239.678,44,22.5,1.09,432.48,261,182.1591773,0.203,30.94,51.5299735,54.75992345,56.07939236,57.41456924,65.03882191,67.20063036
ind40,A,p106270,4,3,SP31,4,0.379,17.021,183.979,40.5,23.57,1.11,404.45,328,74.25832507,0.494,56.31,10.1787602,13.52651987,12.88249338,12.25417484,13.20254313,15.90431281
ind400,B,p210290,8,4,SP12,11,0.393,33.047,106.604063,54.3,14.776,0.78,443.194,599.42,42.4972663,NA,NA,15.90431281,23.32828895,41.28249096,52.16810951,58.08804816,69.39778172
ind401,B,p210290,8,5,SP14,1,0.164,63.075,155.1018637,44.1,19.554,0.75,463.694,NA,NA,NA,NA,0.3848451,1.130973355,2.405281875,1.767145868,2.544690049,3.463605901
ind402,B,p210290,8,3,SP22,3,0.343,33.225,158.2165818,32.4,12.512,0.85,461.02,NA,NA,NA,NA,1.651299639,2.986476516,8.042477193,10.1787602,8.042477193,15.90431281
ind403,B,p210290,8,3,SP24,1,0.47,17.899,119.3278376,38.1,12.053,0.69,473.716,NA,NA,NA,NA,0.282743339,0.636172512,2.688025214,3.300635782,4.523893421,8.552985999
ind404,B,p210290,8,3,SP14,11,0.484,77.098,146.3880708,41.9,21.649,0.41,464.969,NA,NA,NA,NA,9.34820164,12.25417484,19.63495408,25.96722678,26.42079422,31.17245311
ind405,B,p210290,8,4,SP22,3,0.493,56.683,178.2474734,28.4,13.074,0.84,461.452,NA,NA,NA,NA,2.688025214,3.300635782,8.552985999,11.04466167,11.34114948,15.90431281
ind406,B,p210290,8,4,SP24,2,0.542,20.205,106.3433731,32.3,11.472,0.66,486.121,NA,NA,NA,NA,2.010619298,2.269800692,4.714352476,7.793113276,10.1787602,19.63495408
ind407,B,p210290,8,3,SP22,3,0.433,51.955,175.5226135,32.2,12.441,0.77,466.914,NA,NA,NA,NA,2.544690049,2.544690049,4.908738521,4.908738521,6.157521601,8.552985999
ind408,B,p210290,8,4,SP22,1,0.519,57.248,164.742559,35.8,13.518,0.87,467.292,NA,NA,NA,NA,2.544690049,3.976078202,5.939573611,1.948278319,NA,
ind409,B,p211270,1,1,SP6,14,0.538,27.945,105.0557072,51.8,14.634,0.67,463.665,494.26,33.07670436,NA,NA,10.1787602,17.72054606,28.74753628,49.63912742,67.92908715,76.97687399
ind41,A,p106280,4,3,SP15,1,0.481,18.69,112.235,39,18.37,1.12,469.64,914,57.76225872,0.517,90.925,3.976078202,6.379396582,8.814130889,7.306166415,10.1787602,11.34114948
ind410,B,p211270,1,1,SP6,6,0.508,24.015,100.0628853,44.2,16.26,0.44,463.8,441.68,36.81044953,NA,NA,4.908738521,8.814130889,13.52651987,18.8574099,27.33971007,43.59156156
ind411,B,p211270,1,1,SP6,17,0.505,26.234,121.4558778,46.4,13.364,0.61,465.362,431.16,32.68298112,NA,NA,2.83528737,2.010619298,2.269800692,3.801327111,2.269800692,2.544690049
ind412,B,p211270,1,1,SP6,13,0.53,17.025,101.8618201,43.9,14.834,0.57,460.42,630.97,48.71656418,NA,NA,4.523893421,12.25417484,19.63495408,33.69554471,45.36459792,64.32607308
ind413,B,p213220,4,3,SP11,9,0.466,10.216,92.87639965,55.4,14.877,0.65,452.242,409.45,58.87850429,NA,NA,11.04466167,15.55284713,23.75829444,31.3706876,38.48451001,62.21138852
ind414,B,p213220,4,4,SP11,24,0.523,15.104,124.3849092,58.3,16.267,0.74,451.816,335.96,71.04345791,NA,NA,32.16990877,49.01669938,77.75638167,91.60884178,84.94866535,143.1388153
ind415,B,p213220,4,3,SP2,13,0.319,29.153,125.6599295,28.4,9.945,0.5,448.92,293.97,74.9646839,NA,NA,48.39819832,72.38229474,54.10607948,66.98285908,71.630276,100.2874915
ind416,B,p213220,4,3,SP2,21,0.382,31.328,139.8555892,32.1,11.985,0.61,443.725,NA,NA,NA,NA,27.80505848,27.33971007,32.67452709,62.49130443,56.74501731,78.53981634
ind417,B,p213220,4,3,SP11,26,0.52,16.355,104.3949695,60.2,14.331,0.5,453.134,346.46,45.11287781,NA,NA,35.25652355,58.08804816,76.97687399,101.1769549,105.6831769,179.0786352
ind418,B,p213220,4,3,SP2,12,0.408,29.629,176.3646444,29.9,14.971,0.67,450.789,NA,NA,NA,NA,18.4745283,23.75829444,24.19222693,21.85419477,27.80505848,35.25652355
ind419,B,p213220,4,3,SP20,2,0.519,18.704,95.91605684,42.3,10.524,0.51,471.359,NA,NA,NA,NA,2.83528737,5.107051557,7.793113276,10.54964485,10.46346703,45.36459792
ind42,A,p106280,4,4,SP15,1,0.624,19.745,127.736,38.9,16.13,0.89,452.66,694,53.27965997,0.467,72.968,7.068583471,10.1787602,14.18625433,17.72054606,18.09557368,14.52201204
ind420,B,p213220,4,3,SP20,1,0.485,18.274,82.441155,37.5,9.901,0.53,474.946,346.46,73.2178013,NA,NA,0.3848451,0.785398163,1.5393804,2.82038444,2.83528737,23.75829444
ind421,B,p213220,4,3,SP11,13,0.366,11.185,98.32553235,53.6,13.023,0.55,451.207,419.95,52.51137563,NA,NA,7.793113276,14.86169675,28.74753628,50.26548246,52.16810951,89.92023573
ind422,B,p213220,4,3,SP2,16,0.371,24.326,150.4672021,23.8,10.769,0.55,450.342,NA,NA,NA,NA,20.83072279,24.19222693,26.87828865,35.04635101,33.1830724,40.71504079
ind423,B,p213220,4,4,SP20,1,0.5,17.056,81.22075399,44.3,9.984,0.46,476.858,NA,NA,NA,NA,0.785398163,1.327322896,2.544690049,5.350210829,6.834927517,10.1787602
ind424,B,p213220,4,4,SP20,1,0.541,12.625,76.8464727,23.5,5.802,0.34,463.691,NA,NA,NA,NA,1.5393804,2.544690049,3.463605901,6.245800355,7.793113276,12.56637061
ind425,B,p213240,2,2,SP12,32,0.458,17.003,105.1749711,54.7,14.416,0.65,437.401,598.43,33.88173748,NA,NA,73.13824047,93.31315579,108.4340339,145.2672443,203.5830579,243.2849351
ind426,B,p213240,2,2,SP12,15,0.466,15.166,145.4317276,34.2,16.473,0.72,440.385,745.42,34.56419193,NA,NA,16.25970548,50.89576448,57.41456924,85.76744294,100.2874915,98.52034562
ind427,B,p213240,2,2,SP12,13,0.481,17.156,124.0195309,45.8,16.194,0.75,437.756,650.93,39.19211919,NA,NA,38.48451001,45.96346402,65.03882191,70.13801949,91.60884178,98.52034562
ind428,B,p213240,2,2,SP12,13,0.443,17.069,146.3037545,50.8,14.118,0.74,442.958,493.44,30.26620416,NA,NA,32.16990877,36.85284532,52.81017251,74.66191291,93.31315579,96.76890771
ind429,B,p213290,2,2,SP24,2,0.544,15.708,119.6803865,30.4,10.242,0.43,475.426,NA,NA,NA,NA,2.83528737,4.337361357,6.379396582,9.079202769,13.20254313,19.63495408
ind43,A,p106280,4,4,SP5,13,0.551,7.142,44.734,41.3,12.37,0.47,454.14,713,130.9232349,0.473,108.362,6.605198554,12.88249338,29.70572204,41.28249096,40.71504079,61.51434765
ind430,B,p213290,2,2,SP13,21,0.474,24.872,124.358963,45,12.831,0.63,449.497,430.45,53.54287045,NA,NA,26.42079422,36.85284532,59.44678699,84.94866535,NA,
ind431,B,p213290,2,2,SP24,1,0.546,13.069,136.1306985,30.7,10.078,0.41,475.734,NA,NA,NA,NA,2.544690049,2.544690049,3.300635782,4.337361357,4.523893421,13.8544236
ind432,B,p213290,2,2,SP24,1,0.533,19.205,144.5541546,31.9,9.856,0.42,476.249,NA,NA,NA,NA,2.544690049,2.010619298,4.523893421,5.725552611,7.54767635,15.90431281
ind433,B,p213290,2,2,SP13,45,0.499,31.556,138.4046186,44.9,11.365,0.6,449.086,409.45,56.28507557,NA,NA,60.82123377,68.66147094,114.0417768,148.4893403,221.6707776,235.0618163
ind434,B,p213290,2,2,SP13,10,0.517,31.598,118.7910381,45,11.838,0.64,449.64,346.46,48.12912091,NA,NA,21.64753688,31.66921744,50.89576448,102.9676627,126.6768698,124.6898124
ind435,B,p213290,2,2,SP13,18,0.483,38.08,100.7395911,39.5,13.508,0.69,452.4,367.46,78.90908857,NA,NA,30.1907054,49.63912742,64.32607308,71.630276,81.71282492,
ind436,B,p213290,2,2,SP24,1,0.502,14.585,116.1670516,34.7,12.251,0.56,469.693,NA,NA,NA,NA,1.327322896,1.327322896,2.010619298,2.269800692,3.141592654,14.52201204
ind437,B,p214280,1,1,SP14,0,0.333,45.31,172.93806,47.3,19.379,0.71,440.378,483.74,37.91599483,NA,NA,2.544690049,NA,2.544690049,NA,NA,
ind438,B,p214280,1,1,SP14,0,0.402,54.692,136.730484,33,15.338,0.52,458.281,NA,NA,NA,NA,4.523893421,3.801327111,4.337361357,3.463605901,0.196349541,
ind439,B,p214280,1,1,SP14,0,0.446,55.535,124.1000724,40.9,20.035,0.59,466.722,462.71,55.39189251,NA,NA,7.54767635,1.130973355,1.5393804,2.010619298,2.544690049,3.141592654
ind44,A,p106280,4,3,SP17,13,0.567,15.212,49.661,51.1,16.18,0.45,480.48,NA,NA,0.451,58.688,1.5393804,5.309291585,12.88249338,19.2442185,30.1907054,50.26548246
ind440,B,p215270,2,2,SP21,30,0.409,31.488,128.5231402,39.4,12.337,0.73,434.395,305.76,104.3566457,NA,NA,41.85386813,49.63912742,57.41456924,68.66147094,93.31315579,102.0703453
ind441,B,p215270,2,2,SP21,33,0.425,27.631,115.9332489,46.1,14.116,0.78,444.042,274.13,72.6130887,NA,NA,30.1907054,35.78470382,44.76965881,61.51434765,69.39778172,71.630276
ind442,B,p215270,2,2,SP21,30,0.369,27.76,120.6946597,52.1,16.24,0.84,445.505,242.5,95.50540313,NA,NA,11.64156428,18.09557368,31.17245311,43.59156156,33.1830724,65.75549774
ind443,B,p215270,2,2,SP26,1,1.243,7.77,83.99557165,41,11.745,0.32,472.061,516.62,70.01871122,NA,NA,0.3848451,0.3848451,0.950331778,NA,1.5393804,2.269800692
ind444,B,p215270,2,2,SP21,25,0.44,23.708,102.3362962,52.8,10.671,0.21,442.802,221.41,56.19723664,NA,NA,24.6300864,25.96722678,41.28249096,47.78362426,51.5299735,46.56625711
ind445,B,p215310,4,3,SP13,22,0.52,27.159,131.8415373,41.6,13.035,0.66,451.13,474.45,71.6972359,NA,NA,28.27433388,29.22466566,50.89576448,126.6768698,59.44678699,246.0573906
ind446,B,p215310,4,3,SP24,1,0.529,16.804,134.4353638,42.2,13.789,0.71,475.491,NA,NA,NA,NA,2.269800692,1.767145868,2.544690049,3.463605901,4.523893421,7.54767635
ind447,B,p215310,4,3,SP24,1,0.541,16.297,133.0350603,41,15.155,0.78,473.624,NA,NA,NA,NA,2.544690049,2.83528737,3.976078202,7.306166415,6.605198554,12.56637061
ind448,B,p215310,4,4,SP12,17,0.49,24.915,107.3904629,50.6,16.883,0.7,442.65,653.69,47.19027794,NA,NA,45.36459792,62.21138852,86.59014751,94.17120329,109.3588403,122.718463
ind449,B,p215310,4,4,SP12,27,0.486,27.436,119.2872155,49.7,18.596,0.84,444.739,664.23,46.46036344,NA,NA,67.20063036,85.76744294,165.1299639,147.4113813,188.6919088,224.3175694
