objectid,tree_id,address,species,com_name,dbh,height,condition,land_type,park_name,x,y
1,7,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,27,27,Poor,Park,Waterloo Neighborhood Park,3116131.02598,10072645.3270
2,63,1201 RED RIVER ST,Ulmus americana,American Elm,22,8,Fair,Park,Waterloo Neighborhood Park,3116227.97821,10072923.9685
3,82,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,34,30,Poor,Park,Waterloo Neighborhood Park,3116226.42670,10072723.5907
4,93,1201 RED RIVER ST,Carya illinoinensis,Pecan,30,8,Poor,Park,Waterloo Neighborhood Park,3116310.15587,10072891.5405
5,94,1201 RED RIVER ST,Quercus virginiana,Southern Live Oak,20,8,Fair,Park,Waterloo Neighborhood Park,3116359.91200,10072813.4274
6,102,1201 RED RIVER ST,Ulmus americana,American Elm,24,8,Fair,Park,Waterloo Neighborhood Park,3116397.55989,10072702.2196
7,117,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,27,30,Fair,Park,Waterloo Neighborhood Park,3116262.00931,10072662.8733
8,119,1201 RED RIVER ST,Quercus virginiana,Southern Live Oak,27,8,Poor,Park,Waterloo Neighborhood Park,3116260.34396,10072713.8167
9,125,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,19,18,Poor,Park,Waterloo Neighborhood Park,3116157.65256,10072634.3540
10,127,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,33,35,Poor,Park,Waterloo Neighborhood Park,3116172.42091,10072615.4170
11,144,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,36,32,Fair,Park,Waterloo Neighborhood Park,3116249.23342,10072603.4826
12,148,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,29,35,Good,Park,Waterloo Neighborhood Park,3116273.89905,10072559.3052
13,175,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,31,35,Fair,Park,Waterloo Neighborhood Park,3116373.45331,10072542.2748
14,185,900 GUADALUPE ST,Carya illinoinensis,Pecan,24,43,Fair,Park,Wooldridge Square,3113486.09295,10072320.5154
16,188,900 GUADALUPE ST,Carya illinoinensis,Pecan,25,42,Fair,Park,Wooldridge Square,3113471.85183,10072402.8735
17,189,900 GUADALUPE ST,Carya illinoinensis,Pecan,33,37,Fair,Park,Wooldridge Square,3113519.85567,10072374.3893
18,194,900 GUADALUPE ST,Carya illinoinensis,Pecan,30,42,Fair,Park,Wooldridge Square,3113373.57546,10072457.9619
19,195,900 GUADALUPE ST,Carya illinoinensis,Pecan,21,45,Fair,Park,Wooldridge Square,3113335.82028,10072466.2273
20,199,900 GUADALUPE ST,Quercus stellata,Post Oak,25,8,Fair,Park,Wooldridge Square,3113379.13844,10072235.7570
21,200,900 GUADALUPE ST,Quercus stellata,Post Oak,28,38,Fair,Park,Wooldridge Square,3113336.33176,10072330.0983
22,201,900 GUADALUPE ST,Ulmus crassifolia,Cedar Elm,19,36,Poor,Park,Wooldridge Square,3113315.79998,10072376.2616
23,202,900 GUADALUPE ST,Quercus stellata,Post Oak,36,8,Fair,Park,Wooldridge Square,3113294.56282,10072408.8754
24,204,900 GUADALUPE ST,Ulmus crassifolia,Cedar Elm,20,36,Fair,Park,Wooldridge Square,3113225.93008,10072238.7763
25,205,900 GUADALUPE ST,Ulmus crassifolia,Cedar Elm,26,45,Fair,Park,Wooldridge Square,3113266.46412,10072237.1851
26,206,900 GUADALUPE ST,Carya illinoinensis,Pecan,20,35,Fair,Park,Wooldridge Square,3113317.76782,10072230.8856
27,211,900 GUADALUPE ST,Carya illinoinensis,Pecan,23,45,Poor,Park,Wooldridge Square,3113437.39718,10072176.4323
28,212,900 GUADALUPE ST,Ulmus crassifolia,Cedar Elm,28,48,Fair,Park,Wooldridge Square,3113433.37127,10072226.8656
29,213,900 GUADALUPE ST,Carya illinoinensis,Pecan,26,36,Fair,Park,Wooldridge Square,3113479.80949,10072223.9368
30,252,1401 TRINITY ST,Carya illinoinensis,Pecan,21,55,Poor,Park,Waterloo Neighborhood Park,3116601.96664,10073543.3141
31,254,1401 TRINITY ST,Carya illinoinensis,Pecan,24,60,Good,Park,Waterloo Neighborhood Park,3116599.45024,10073507.4205
32,257,1401 TRINITY ST,Carya illinoinensis,Pecan,25,50,Good,Park,Waterloo Neighborhood Park,3116605.70318,10073476.3749
33,261,1401 TRINITY ST,Quercus virginiana,Southern Live Oak,23,35,Fair,Park,Waterloo Neighborhood Park,3116685.04915,10073490.3644
35,277,1401 TRINITY ST,Carya illinoinensis,Pecan,19,50,Good,Park,Waterloo Neighborhood Park,3116593.94762,10073326.5081
36,283,1401 TRINITY ST,Ulmus americana,American Elm,21,40,Fair,Park,Waterloo Neighborhood Park,3116627.78417,10073267.8642
37,318,1401 TRINITY ST,Quercus virginiana,Southern Live Oak,20,28,Poor,Park,Waterloo Neighborhood Park,3116660.19815,10072932.3967
38,320,1401 TRINITY ST,Quercus virginiana,Southern Live Oak,19,25,Good,Park,Waterloo Neighborhood Park,3116652.02067,10072868.8381
39,323,1401 TRINITY ST,Carya illinoinensis,Pecan,20,20,Poor,Park,Waterloo Neighborhood Park,3116627.27236,10072800.0515
40,324,1401 TRINITY ST,Carya illinoinensis,Pecan,21,47,Good,Park,Waterloo Neighborhood Park,3116635.01283,10072789.9035
41,327,1401 TRINITY ST,Carya illinoinensis,Pecan,21,45,Fair,Park,Waterloo Neighborhood Park,3116676.78473,10072703.2725
42,328,1401 TRINITY ST,Carya illinoinensis,Pecan,22,47,Poor,Park,Waterloo Neighborhood Park,3116663.87465,10072714.8784
43,330,1401 TRINITY ST,Quercus virginiana,Southern Live Oak,23,35,Fair,Park,Waterloo Neighborhood Park,3116683.50223,10072776.2621
44,331,1401 TRINITY ST,Quercus virginiana,Southern Live Oak,20,35,Good,Park,Waterloo Neighborhood Park,3116693.68463,10072745.9121
45,338,1401 TRINITY ST,Ulmus crassifolia,Cedar Elm,22,40,Good,Park,Waterloo Neighborhood Park,3116642.15619,10072682.0107
46,341,1401 TRINITY ST,Quercus fusiformis,Escarpment Live Oak,38,45,Fair,Park,Waterloo Neighborhood Park,3116596.41907,10072660.7896
47,343,1401 TRINITY ST,Quercus fusiformis,Escarpment Live Oak,37,38,Fair,Park,Waterloo Neighborhood Park,3116607.95055,10072601.9616
48,366,1401 TRINITY ST,Quercus virginiana,Southern Live Oak,22,8,Fair,Park,Waterloo Neighborhood Park,3116519.61411,10072668.4080
49,396,1401 TRINITY ST,Carya illinoinensis,Pecan,27,8,Good,Park,Waterloo Neighborhood Park,3116550.54023,10072825.7378
50,409,1401 TRINITY ST,Ulmus americana,American Elm,33,8,Poor,Park,Waterloo Neighborhood Park,3116428.03490,10072714.9844
51,410,1201 RED RIVER ST,Carya illinoinensis,Pecan,23,8,Good,Park,Waterloo Neighborhood Park,3116421.25768,10072727.6760
52,412,1201 RED RIVER ST,Carya illinoinensis,Pecan,23,8,Fair,Park,Waterloo Neighborhood Park,3116378.38998,10072813.3162
53,414,1201 RED RIVER ST,Quercus virginiana,Southern Live Oak,21,35,Good,Park,Waterloo Neighborhood Park,3116382.90015,10072892.6195
54,416,1201 RED RIVER ST,Carya illinoinensis,Pecan,19,8,Fair,Park,Waterloo Neighborhood Park,3116375.97791,10072962.8011
55,420,1201 RED RIVER ST,Quercus virginiana,Southern Live Oak,19,30,Good,Park,Waterloo Neighborhood Park,3116428.44927,10073068.5759
56,442,1201 RED RIVER ST,Ulmus americana,American Elm,20,40,Good,Park,Waterloo Neighborhood Park,3116474.23395,10073141.5206
57,447,1401 TRINITY ST,Quercus fusiformis,Escarpment Live Oak,38,35,Fair,Park,Waterloo Neighborhood Park,3116520.11542,10073107.7326
58,460,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,39,47,Poor,Park,Waterloo Neighborhood Park,3116275.37083,10072960.2418
59,461,1201 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,44,50,Good,Park,Waterloo Neighborhood Park,3116287.78354,10072999.1095
60,565,2000 N IH 35 SB,Carya illinoinensis,Pecan,32,37,Fair,Park,Sir Swante Palm Neighborhood Park,3116083.16813,10069048.4835
61,575,2000 N IH 35 SB,Ulmus americana,American Elm,28,42,Good,Park,Sir Swante Palm Neighborhood Park,3115976.30385,10068964.0185
62,595,600 E 2 ST,Carya illinoinensis,Pecan,25,35,Good,Park,Sir Swante Palm Neighborhood Park,3115830.08924,10068905.9680
63,604,600 E 2 ST,Ulmus americana,American Elm,23,35,Good,Park,Sir Swante Palm Neighborhood Park,3115765.36431,10068875.1948
64,607,2000 N IH 35 SB,Carya illinoinensis,Pecan,24,32,Good,Park,Sir Swante Palm Neighborhood Park,3115786.97712,10068811.7911
65,610,2000 N IH 35 SB,Carya illinoinensis,Pecan,19,32,Fair,Park,Sir Swante Palm Neighborhood Park,3115822.41833,10068813.4505
66,623,109 SABINE ST,Quercus durandii,Durand Oak,54,37,Good,Park,Sir Swante Palm Neighborhood Park,3116151.08926,10068996.2398
67,624,109 SABINE ST,Ulmus crassifolia,Cedar Elm,19,36,Fair,Park,Sir Swante Palm Neighborhood Park,3116150.50724,10068988.5092
68,628,109 SABINE ST,Ulmus crassifolia,Cedar Elm,19,32,Fair,Park,Sir Swante Palm Neighborhood Park,3116175.94288,10069024.1729
69,632,2000 N IH 35 SB,Quercus durandii,Durand Oak,50,37,Fair,Park,Sir Swante Palm Neighborhood Park,3116174.21749,10068750.4543
70,633,109 SABINE ST,Quercus durandii,Durand Oak,28,37,Poor,Park,Sir Swante Palm Neighborhood Park,3116124.70775,10068791.2842
71,634,2000 N IH 35 SB,Quercus durandii,Durand Oak,36,39,Good,Park,Sir Swante Palm Neighborhood Park,3116086.98440,10068794.3836
72,635,2000 N IH 35 SB,Quercus durandii,Durand Oak,27,36,Fair,Park,Sir Swante Palm Neighborhood Park,3116029.56227,10068823.2776
73,636,2000 N IH 35 SB,Carya illinoinensis,Pecan,19,42,Good,Park,Sir Swante Palm Neighborhood Park,3116029.72959,10068794.4555
74,637,600 E 2 ST,Carya illinoinensis,Pecan,49,38,Poor,Park,Sir Swante Palm Neighborhood Park,3115990.44358,10068825.2805
75,639,2000 N IH 35 SB,Carya illinoinensis,Pecan,28,35,Good,Park,Sir Swante Palm Neighborhood Park,3116318.20441,10068680.9951
76,642,109 SABINE ST,Carya illinoinensis,Pecan,38,45,Good,Park,Sir Swante Palm Neighborhood Park,3116360.80669,10068832.8137
77,643,109 SABINE ST,Carya illinoinensis,Pecan,34,35,Poor,Park,Sir Swante Palm Neighborhood Park,3116346.01734,10068873.9337
78,644,109 SABINE ST,Quercus virginiana,Southern Live Oak,20,29,Good,Park,Sir Swante Palm Neighborhood Park,3116389.27546,10068949.1710
79,645,109 SABINE ST,Carya illinoinensis,Pecan,25,25,Poor,Park,Sir Swante Palm Neighborhood Park,3116319.94916,10069001.5820
80,646,109 SABINE ST,Carya illinoinensis,Pecan,26,34,Poor,Park,Sir Swante Palm Neighborhood Park,3116308.97542,10069004.7976
81,870,300 W 7TH ST,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3113349.82944,10071379.7151
82,871,300 W 7TH ST,Quercus virginiana,Southern Live Oak,11,25,Fair,ROW,,3113376.07873,10071366.9835
83,872,300 W 7TH ST,Quercus virginiana,Southern Live Oak,9,25,Fair,ROW,,3113409.63706,10071355.4717
84,873,300 W 7TH ST,Quercus virginiana,Southern Live Oak,10,25,Fair,ROW,,3113441.07991,10071346.8477
85,874,300 W 7TH ST,Quercus virginiana,Southern Live Oak,9,25,Fair,ROW,,3113465.92665,10071338.6791
88,878,400 E 7TH ST,Celtis laevigata,Sugarberry,16,25,Poor,ROW,,3115563.20986,10070718.8689
89,879,400 E 7TH ST,Celtis laevigata,Sugarberry,7,8,Poor,ROW,,3115580.00707,10070713.6531
90,880,300 W 7TH ST,Quercus virginiana,Southern Live Oak,11,16,Fair,ROW,,3113453.79085,10071405.6379
91,881,300 W 7TH ST,Quercus virginiana,Southern Live Oak,10,23,Fair,ROW,,3113473.87676,10071403.8151
92,882,300 W 7TH ST,Quercus virginiana,Southern Live Oak,13,25,Fair,ROW,,3113491.94464,10071399.0119
93,883,300 W 7TH ST,Quercus virginiana,Southern Live Oak,8,17,Fair,ROW,,3113508.25202,10071392.0251
94,884,300 W 7TH ST,Quercus virginiana,Southern Live Oak,9,19,Fair,ROW,,3113530.15716,10071386.5563
95,885,300 W 7TH ST,Quercus virginiana,Southern Live Oak,9,17,Fair,ROW,,3113548.31329,10071383.2187
96,886,300 W 7TH ST,Quercus virginiana,Southern Live Oak,13,25,Fair,ROW,,3113567.91168,10071379.1619
97,887,300 W 7TH ST,Quercus virginiana,Southern Live Oak,13,27,Fair,ROW,,3113584.35653,10071375.8007
98,888,100 E 7TH ST,Quercus shumardii,Shumard Oak,23,27,Fair,ROW,,3114477.57358,10071099.3695
99,889,200 E 7TH ST,Quercus virginiana,Southern Live Oak,8,20,Fair,ROW,,3114982.81305,10070958.9974
100,890,200 E 7TH ST,Quercus virginiana,Southern Live Oak,5,15,Fair,ROW,,3115026.10266,10070944.6552
101,891,200 E 7TH ST,Quercus virginiana,Southern Live Oak,9,22,Good,ROW,,3115060.15837,10070928.9778
102,892,200 E 7TH ST,Quercus virginiana,Southern Live Oak,8,20,Good,ROW,,3115087.65438,10070919.3633
103,893,200 E 7TH ST,Quercus virginiana,Southern Live Oak,8,22,Good,ROW,,3115115.90399,10070914.2193
104,894,500 E 7TH ST,Ulmus parvifolia,Chinese Elm,7,23,Fair,ROW,,3115918.30298,10070674.5252
105,895,500 E 7TH ST,Ulmus parvifolia,Chinese Elm,6,18,Fair,ROW,,3116005.58200,10070646.9980
106,896,500 E 7TH ST,Ulmus parvifolia,Chinese Elm,6,16,Fair,ROW,,3116026.29554,10070640.3222
107,897,700 RED RIVER ST,Stump,Stump,8,5,Stump,ROW,,3116254.64384,10070584.5260
108,898,600 E 7TH ST,Stump,Stump,8,5,Stump,ROW,,3116273.54242,10070580.0717
109,899,600 E 7TH ST,Stump,Stump,8,5,Stump,ROW,,3116290.07618,10070575.3538
110,900,600 E 7TH ST,Stump,Stump,8,5,Stump,ROW,,3116303.11520,10070570.7820
111,942,600 W 5TH ST,Ulmus parvifolia,Chinese Elm,4,8,Good,ROW,,3112123.77415,10070998.0915
112,1055,512 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113930.26857,10075853.9486
113,1056,500 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114084.93657,10075808.9808
114,1057,500 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114113.61761,10075799.9487
115,1058,500 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114133.58181,10075793.7696
116,1059,500 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114158.92165,10075786.1413
117,1060,400 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114304.15397,10075739.6584
118,1061,400 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114330.74382,10075732.6207
119,1070,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115607.56574,10075346.2331
120,1071,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115576.06022,10075353.5536
121,1072,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115553.74892,10075360.0903
122,1073,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115524.30705,10075369.9443
123,1074,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115502.24508,10075376.8747
124,1075,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115486.07517,10075379.9223
125,1076,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115456.77306,10075386.7894
126,1077,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115433.53098,10075395.0404
127,1078,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115416.36468,10075401.0866
128,1079,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115391.41197,10075406.2963
129,1080,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115354.49078,10075422.0823
130,1081,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115335.91503,10075425.7004
131,1082,100 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115310.65491,10075433.4760
132,1083,1800 COLORADO ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115279.44467,10075445.5383
133,1106,500 W 6TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112625.54710,10071286.1447
134,1107,500 W 6TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112583.01175,10071298.8852
135,1147,1000 SAN JACINTO BLVD,Quercus shumardii,Shumard Oak,21,35,Poor,ROW,,3115508.17847,10072054.6412
136,1154,600 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,8,21,Fair,ROW,,3115076.06090,10070590.1582
137,1155,600 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,6,21,Fair,ROW,,3115069.36964,10070570.9040
138,1156,600 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,11,25,Fair,ROW,,3115124.15201,10070559.2475
139,1157,600 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,7,21,Fair,ROW,,3115129.58605,10070576.0425
140,1158,500 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,8,21,Fair,ROW,,3115048.78077,10070492.6890
141,1159,500 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,8,21,Fair,ROW,,3115041.92415,10070466.6336
142,1160,500 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,9,21,Fair,ROW,,3115099.52017,10070484.4610
143,1183,500 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114679.21425,10070351.4937
144,1184,500 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,4,15,Fair,ROW,,3114686.40059,10070373.3473
145,1185,500 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114724.08621,10070500.5912
146,1186,500 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114729.86605,10070522.8093
147,1187,500 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114737.72922,10070542.2148
148,1188,500 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,9,Fair,ROW,,3114742.08519,10070563.0445
149,1189,500 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114659.56599,10070471.3432
150,1190,500 BRAZOS ST,Fraxinus texensis,Texas Ash,5,15,Fair,ROW,,3114666.05778,10070494.2034
151,1191,500 BRAZOS ST,Fraxinus texensis,Texas Ash,5,15,Fair,ROW,,3114672.61912,10070513.7299
152,1192,500 BRAZOS ST,Fraxinus texensis,Texas Ash,5,15,Fair,ROW,,3114679.24935,10070536.3824
153,1193,500 BRAZOS ST,Fraxinus texensis,Texas Ash,4,15,Fair,ROW,,3114684.71621,10070556.6383
154,1194,600 BRAZOS ST,Ulmus crassifolia,Cedar Elm,8,65,Fair,ROW,,3114725.30143,10070686.4120
155,1195,600 BRAZOS ST,Ulmus crassifolia,Cedar Elm,6,65,Fair,ROW,,3114732.00187,10070713.4739
156,1196,600 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,1,8,Fair,ROW,,3114773.95061,10070669.6643
157,1197,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,65,Fair,ROW,,3114780.38531,10070691.0616
158,1198,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114786.22683,10070712.7390
159,1199,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114794.12511,10070735.1488
160,1200,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114799.74911,10070758.0086
161,1201,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114819.00039,10070819.5987
162,1202,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114824.48594,10070840.6722
163,1203,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114831.77661,10070862.3181
164,1204,600 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114836.96623,10070882.5927
165,1205,600 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,3,7,Fair,ROW,,3114844.25690,10070903.7354
166,1206,44 EAST AVE,Quercus fusiformis,Escarpment Live Oak,21,37,Good,Private,,3115639.99809,10066280.0284
167,1207,44 EAST AVE,Quercus virginiana,Southern Live Oak,29,37,Good,Private,,3115652.26053,10066298.6508
168,1208,44 EAST AVE,Quercus fusiformis,Escarpment Live Oak,30,40,Poor,Private,,3115652.68310,10066325.9683
169,1215,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,13,18,Good,ROW,,3115670.16765,10068859.8556
170,1216,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,8,18,Good,ROW,,3115672.91042,10068875.6259
171,1217,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,10,18,Good,ROW,,3115685.93796,10068903.7381
172,1218,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,10,18,Good,ROW,,3115689.36643,10068918.8230
173,1219,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,10,18,Good,ROW,,3115693.48026,10068938.7072
174,1220,100 RED RIVER ST,Ulmus crassifolia,Cedar Elm,9,18,Good,ROW,,3115697.59443,10068958.5916
175,1221,300 RED RIVER ST,Quercus virginiana,Southern Live Oak,12,18,Good,ROW,,3115783.30292,10069228.7450
176,1222,600 RED RIVER ST,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3116133.67919,10070249.0195
177,1223,600 RED RIVER ST,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3116137.79335,10070265.4755
178,1224,500 RED RIVER ST,Quercus virginiana,Southern Live Oak,14,18,Fair,ROW,,3116102.47288,10070122.1149
179,1225,500 RED RIVER ST,Ulmus crassifolia,Cedar Elm,8,18,Fair,ROW,,3116102.46764,10070159.7582
180,1226,500 RED RIVER ST,Ulmus crassifolia,Cedar Elm,9,18,Fair,ROW,,3116104.63922,10070168.9872
181,1227,700 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,35,38,Fair,ROW,,3116284.52633,10070724.1875
182,1229,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116298.23988,10070981.9987
183,1230,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116311.95311,10071027.2528
184,1231,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116328.40911,10071076.6212
185,1232,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116344.86512,10071120.5036
186,1233,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116355.83589,10071168.5006
187,1234,800 RED RIVER ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116361.32112,10071201.4126
188,1236,900 RED RIVER ST,Cercis canadensis,Eastern Redbud,7,15,Fair,ROW,,3116434.00208,10071460.5952
189,1237,900 RED RIVER ST,Washingtonia robusta,Mexican Fan Palm,9,8,Fair,ROW,,3116449.08669,10071471.5659
190,1238,900 RED RIVER ST,Washingtonia robusta,Mexican Fan Palm,15,18,Fair,ROW,,3116462.80025,10071533.2761
191,1239,900 RED RIVER ST,Ligustrum lucidum,Glossy Privet,13,18,Fair,ROW,,3116469.65686,10071533.2761
192,1240,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116448.77370,10071305.8937
193,1241,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116455.29829,10071328.5935
194,1242,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116462.51777,10071352.2371
195,1243,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116469.25496,10071374.6672
196,1244,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116488.84613,10071439.0188
197,1245,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116495.19979,10071460.1611
198,1246,900 RED RIVER ST,Quercus shumardii,Shumard Oak,4,15,Fair,ROW,,3116512.16826,10071519.5629
199,1248,1000 RED RIVER ST,Carya illinoinensis,Pecan,20,35,Good,ROW,,3116571.64780,10071694.5041
200,1255,600 E 10TH ST,Melia azedarach,Chinaberry,27,27,Fair,ROW,,3116592.34494,10071602.9558
201,1269,800 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,8,Fair,ROW,,3114978.67756,10071355.7732
202,1270,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114983.82847,10071377.3466
203,1271,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114990.61848,10071395.9762
204,1272,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3114996.50495,10071417.3485
205,1273,800 BRAZOS ST,Fraxinus texensis,Texas Ash,5,18,Fair,ROW,,3115002.35796,10071438.9220
206,1274,800 BRAZOS ST,Fraxinus texensis,Texas Ash,5,18,Fair,ROW,,3115022.09775,10071502.6774
207,1275,800 BRAZOS ST,Fraxinus texensis,Texas Ash,5,18,Fair,ROW,,3115028.52031,10071523.5245
208,1276,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3115034.07541,10071544.5100
209,1277,800 BRAZOS ST,Fraxinus texensis,Texas Ash,4,18,Fair,ROW,,3115041.00125,10071564.9230
210,1278,800 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,2,7,Fair,ROW,,3115046.69416,10071586.9151
211,1161,500 SAN JACINTO BLVD,Ulmus crassifolia,Cedar Elm,7,21,Fair,ROW,,3115092.66355,10070461.1480
212,1162,400 BRAZOS ST,Acer grandidentatum,Bigtooth Maple,3,7,Fair,ROW,,3114513.56432,10070004.8576
213,1163,400 BRAZOS ST,Quercus shumardii,Shumard Oak,10,25,Fair,ROW,,3114520.18045,10070026.3602
214,1164,400 BRAZOS ST,Quercus shumardii,Shumard Oak,9,25,Poor,ROW,,3114526.87335,10070048.7282
