objectid,tree_id,address,species,com_name,dbh,height,condition,land_type,park_name,x,y
3296,22008,809 W M L KING JR BLVD,Carya illinoinensis,Pecan,21,15,Poor,Private,,3112937.40999,10076051.9708
3297,22009,1809 PEARL ST,Carya illinoinensis,Pecan,23,60,Fair,Private,,3112872.88551,10076091.6653
3298,22010,1809 PEARL ST,Carya illinoinensis,Pecan,28,60,Fair,Private,,3112860.86749,10076100.6443
3299,22011,1809 PEARL ST,Quercus fusiformis,Escarpment Live Oak,23,30,Fair,Private,,3112879.44751,10076099.4008
3300,22012,1809 PEARL ST,Carya illinoinensis,Pecan,22,50,Fair,Private,,3112865.96033,10076123.8700
3301,22013,800 W MARTIN LUTHER KING JR BLVD,Quercus virginiana,Southern Live Oak,6,15,Good,ROW,,3113141.91516,10076094.6023
3302,22014,800 W MARTIN LUTHER KING JR BLVD,Quercus virginiana,Southern Live Oak,5,13,Good,ROW,,3113124.67569,10076100.0718
3303,22015,800 W MARTIN LUTHER KING JR BLVD,Quercus virginiana,Southern Live Oak,4,13,Good,ROW,,3113108.27087,10076104.8008
3304,22016,800 W MARTIN LUTHER KING JR BLVD,Quercus virginiana,Southern Live Oak,5,16,Good,ROW,,3113085.07045,10076112.5570
3305,22017,800 W MARTIN LUTHER KING JR BLVD,Quercus virginiana,Southern Live Oak,6,17,Good,ROW,,3113060.04984,10076119.3483
3306,22018,800 W MARTIN LUTHER KING JR BLVD,Quercus virginiana,Southern Live Oak,5,16,Good,ROW,,3113041.96752,10076126.4434
3307,22019,800 W MARTIN LUTHER KING JR BLVD,Quercus virginiana,Southern Live Oak,5,17,Good,ROW,,3113023.04236,10076131.8913
3308,22020,800 W MARTIN LUTHER KING JR BLVD,Quercus fusiformis,Escarpment Live Oak,7,23,Good,ROW,,3112990.09066,10076134.2948
3309,22021,800 W MARTIN LUTHER KING JR BLVD,Quercus fusiformis,Escarpment Live Oak,22,37,Fair,ROW,,3113006.16084,10076129.0829
3310,22022,800 W MARTIN LUTHER KING JR BLVD,Stump,Stump,28,0,Stump,ROW,,3112977.04442,10076152.2183
3311,22023,800 W MARTIN LUTHER KING JR BLVD,Eriobotrya japonica,Edible Loquat,15,20,Good,ROW,,3112971.36891,10076143.0664
3312,22024,800 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112949.81318,10076157.8755
3313,22025,810 W MARTIN LUTHER KING JR BLVD,Celtis laevigata,Sugarberry,9,30,Good,ROW,,3112921.39230,10076156.5894
3314,22026,810 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112882.75393,10076175.5549
3315,22027,810 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112856.23528,10076184.6622
3316,22028,800 W MARTIN LUTHER KING JR BLVD,Stump,Stump,18,0,Stump,ROW,,3112984.80655,10076150.7515
3317,22029,704 W MARTIN LUTHER KING JR BLVD,Ailanthus altissima,Tree of Heaven,13,30,Fair,ROW,,3113260.31846,10076057.7585
3318,22030,700 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113451.09466,10075999.1081
3319,22031,704 W MARTIN LUTHER KING JR BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113421.82241,10076007.1848
3325,22037,1800 GUADALUPE ST,Quercus virginiana,Southern Live Oak,7,16,Good,ROW,,3114542.39694,10075595.8730
3326,22038,1800 GUADALUPE ST,Quercus virginiana,Southern Live Oak,10,17,Good,ROW,,3114544.88774,10075629.6377
3327,22039,1800 GUADALUPE ST,Quercus virginiana,Southern Live Oak,12,13,Fair,ROW,,3114551.38708,10075650.1550
3328,22040,1800 GUADALUPE ST,Quercus virginiana,Southern Live Oak,9,18,Good,ROW,,3114528.32479,10075654.4696
3329,22041,1800 GUADALUPE ST,Ulmus americana,American Elm,18,25,Poor,ROW,,3114480.00369,10075479.5507
3330,22042,1800 GUADALUPE ST,Ulmus americana,American Elm,24,40,Poor,ROW,,3114469.57982,10075447.8769
3331,22043,1800 GUADALUPE ST,Stump,Stump,25,0,Stump,ROW,,3114465.08869,10075413.5341
3332,22044,1800 GUADALUPE ST,Stump,Stump,14,0,Stump,ROW,,3114455.22060,10075386.2842
3333,22045,1800 GUADALUPE ST,Ulmus americana,American Elm,17,30,Fair,ROW,,3114450.43354,10075369.4827
3334,22046,1700 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,13,Fair,ROW,,3114399.25024,10075207.2766
3335,22047,1700 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,13,Fair,ROW,,3114395.24992,10075186.1356
3336,22048,1700 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,8,Fair,ROW,,3114373.96519,10075123.0885
3337,22049,1700 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),15,12,Fair,ROW,,3114367.48226,10075109.1417
3338,22050,1700 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),15,12,Fair,ROW,,3114364.62958,10075094.2437
3339,22051,1700 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),12,10,Fair,ROW,,3114360.19356,10075081.3130
3340,22052,1700 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),15,12,Fair,ROW,,3114356.74475,10075067.7300
3341,22053,400 W 17TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),15,12,Fair,ROW,,3114349.60959,10075042.9676
3342,22054,1600 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114294.75537,10074878.7514
3343,22055,1600 GUADALUPE ST,Quercus buckleyi,Buckley Oak,10,20,Good,ROW,,3114284.38892,10074836.2433
3344,22056,1600 GUADALUPE ST,Quercus buckleyi,Buckley Oak,11,25,Good,ROW,,3114275.16781,10074800.4549
3345,22057,1600 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114265.06875,10074771.4389
3346,22058,1600 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3114254.93294,10074737.8986
3347,22059,1500 GUADALUPE ST,Quercus virginiana,Southern Live Oak,16,32,Fair,ROW,,3114244.01335,10074486.2003
3348,22060,1500 GUADALUPE ST,Quercus virginiana,Southern Live Oak,12,25,Good,ROW,,3114214.94385,10074592.5987
3349,22061,1400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,13,25,Good,ROW,,3114109.31348,10074236.8022
3350,22062,1400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,10,20,Fair,ROW,,3114115.19405,10074260.4249
3351,22063,1400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,10,25,Fair,ROW,,3114103.96868,10074220.3318
3352,22064,1400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,11,20,Good,ROW,,3114097.28825,10074196.4233
3353,22065,1400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,11,20,Fair,ROW,,3114088.07698,10074177.5818
3354,22066,1300 GUADALUPE ST,Pyrus calleryana 'Bradford',Bradford Pear,8,25,Fair,ROW,,3113973.90890,10073782.2322
3355,22067,1300 GUADALUPE ST,Pyrus calleryana 'Bradford',Bradford Pear,8,23,Poor,ROW,,3113961.13596,10073744.3678
3356,22068,1300 GUADALUPE ST,Pyrus calleryana 'Bradford',Bradford Pear,7,20,Poor,ROW,,3113955.76950,10073728.3006
3357,22069,1300 GUADALUPE ST,Pyrus calleryana 'Bradford',Bradford Pear,9,25,Fair,ROW,,3113950.97128,10073707.3456
3358,22070,1200 GUADALUPE ST,Quercus buckleyi,Buckley Oak,13,25,Poor,ROW,,3113914.90475,10073591.5276
3359,22071,1200 GUADALUPE ST,Quercus buckleyi,Buckley Oak,12,25,Fair,ROW,,3113910.16887,10073569.1339
3360,22072,1200 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),17,15,Fair,ROW,,3113864.73425,10073425.7891
3361,22073,1200 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),14,15,Fair,ROW,,3113858.88124,10073413.2566
3362,22074,1200 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),14,15,Fair,ROW,,3113854.97541,10073397.4492
3363,22075,1200 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),14,17,Fair,ROW,,3113850.24773,10073383.3925
3364,22076,1200 GUADALUPE ST,Stump,Stump,10,0,Stump,ROW,,3113846.17753,10073367.4473
3365,22077,1100 GUADALUPE ST,Ulmus crassifolia,Cedar Elm,5,15,Fair,ROW,,3113709.23030,10072906.5414
3366,22078,1100 GUADALUPE ST,Carya illinoinensis,Pecan,10,35,Good,ROW,,3113703.63910,10072890.9227
3367,22079,1100 GUADALUPE ST,Carya illinoinensis,Pecan,12,37,Good,ROW,,3113697.13025,10072866.3026
3368,22080,1100 GUADALUPE ST,Quercus muehlenbergii,Chinquapin Oak,3,12,Good,ROW,,3113693.19752,10072854.2462
3371,22083,800 GUADALUPE ST,Quercus fusiformis,Escarpment Live Oak,16,23,Fair,ROW,,3113415.59342,10071916.7025
3372,22084,800 GUADALUPE ST,Quercus fusiformis,Escarpment Live Oak,8,17,Good,ROW,,3113406.47860,10071887.5913
3373,22085,800 GUADALUPE ST,Quercus virginiana,Southern Live Oak,10,22,Fair,ROW,,3113394.27390,10071844.6856
3374,22086,800 GUADALUPE ST,Quercus virginiana,Southern Live Oak,11,22,Good,ROW,,3113387.94124,10071826.2722
3375,22087,700 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113320.69006,10071576.0854
3376,22088,700 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113310.62906,10071547.4175
3377,22089,700 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113302.45913,10071519.6534
3378,22090,700 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113294.42994,10071490.7066
3379,22091,600 GUADALUPE ST,Quercus virginiana,Southern Live Oak,10,23,Good,ROW,,3113216.37958,10071255.2901
3380,22092,600 GUADALUPE ST,Quercus virginiana,Southern Live Oak,9,20,Good,ROW,,3113206.28314,10071219.1550
3381,22093,600 GUADALUPE ST,Quercus virginiana,Southern Live Oak,7,20,Fair,ROW,,3113197.24936,10071190.9910
3382,22094,600 GUADALUPE ST,Quercus virginiana,Southern Live Oak,9,25,Good,ROW,,3113189.80975,10071162.2959
3383,22095,500 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113140.04869,10070983.2520
3384,22096,500 GUADALUPE ST,Quercus shumardii,Shumard Oak,9,22,Good,ROW,,3113107.52284,10070888.6826
3385,22097,500 GUADALUPE ST,Quercus shumardii,Shumard Oak,8,22,Fair,ROW,,3113096.05862,10070842.9704
3386,22098,500 GUADALUPE ST,Quercus shumardii,Shumard Oak,9,23,Fair,ROW,,3113085.34047,10070803.7894
3387,22099,400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,18,30,Good,ROW,,3113046.65091,10070685.8556
3388,22100,400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,18,30,Good,ROW,,3113041.08563,10070660.7323
3389,22101,400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,15,27,Good,ROW,,3113033.58696,10070638.3173
3390,22102,400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,15,30,Good,ROW,,3113013.42329,10070563.3135
3391,22103,400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,12,23,Fair,ROW,,3113005.30126,10070534.4461
3392,22104,400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,14,25,Fair,ROW,,3112996.72910,10070509.7198
3393,22105,400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,15,27,Good,ROW,,3112984.43581,10070475.0932
3400,22112,200 GUADALUPE ST,Quercus shumardii,Shumard Oak,6,18,Fair,ROW,,3112856.19722,10070007.0206
3401,22113,200 GUADALUPE ST,Quercus shumardii,Shumard Oak,6,18,Fair,ROW,,3112845.89377,10069964.0309
3402,22114,200 GUADALUPE ST,Quercus shumardii,Shumard Oak,6,18,Good,ROW,,3112851.46495,10069986.2956
3403,22115,200 GUADALUPE ST,Quercus shumardii,Shumard Oak,7,25,Good,ROW,,3112829.72976,10069900.4582
3404,22116,200 GUADALUPE ST,Quercus shumardii,Shumard Oak,7,25,Good,ROW,,3112806.05428,10069817.5745
3405,22117,200 GUADALUPE ST,Quercus shumardii,Shumard Oak,7,25,Good,ROW,,3112811.35479,10069839.0423
3406,22118,200 GUADALUPE ST,Quercus shumardii,Shumard Oak,7,25,Good,ROW,,3112817.41942,10069862.1354
3407,22119,200 GUADALUPE ST,Quercus shumardii,Shumard Oak,8,25,Good,ROW,,3112823.42301,10069881.7184
3408,22120,200 GUADALUPE ST,Quercus shumardii,Shumard Oak,7,25,Good,ROW,,3112798.48868,10069798.2291
3409,22121,100 GUADALUPE ST,Quercus shumardii,Shumard Oak,11,27,Good,ROW,,3112684.02893,10069432.5280
3410,22122,100 GUADALUPE ST,Quercus shumardii,Shumard Oak,6,15,Good,ROW,,3112808.19699,10069604.5214
3411,22123,100 GUADALUPE ST,Quercus shumardii,Shumard Oak,7,15,Good,ROW,,3112799.75705,10069579.4057
3412,22124,200 GUADALUPE ST,Quercus polymorpha,Monterey Oak,6,16,Good,ROW,,3112840.26320,10069747.2341
3413,22125,200 GUADALUPE ST,Quercus polymorpha,Monterey Oak,6,15,Poor,ROW,,3112915.88641,10069992.8937
3418,22130,400 GUADALUPE ST,Quercus shumardii,Shumard Oak,7,22,Fair,ROW,,3113121.38895,10070688.3818
3419,22131,600 GUADALUPE ST,Quercus virginiana,Southern Live Oak,9,20,Good,ROW,,3113246.13772,10071128.8179
3420,22132,800 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113511.84257,10071974.8054
3421,22133,800 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113526.07909,10072030.7653
3422,22134,1100 GUADALUPE ST,Quercus virginiana,Southern Live Oak,20,35,Good,ROW,,3113814.36427,10073008.3325
3423,22135,1100 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113829.21464,10073059.5818
3424,22136,1100 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113837.63030,10073087.2156
3425,22137,1100 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113844.26808,10073113.0928
3426,22138,1100 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113850.60042,10073136.7355
3427,22139,1200 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113893.32802,10073282.8668
3428,22140,1200 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113901.41429,10073311.1689
3429,22141,1200 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113913.03894,10073346.5888
3430,22142,1200 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113920.35750,10073372.0634
3431,22143,1200 GUADALUPE ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113927.64620,10073401.8344
3432,22144,1300 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114002.48529,10073681.8870
3433,22145,1300 GUADALUPE ST,Ulmus americana,American Elm,18,30,Fair,ROW,,3114023.82383,10073745.2746
3434,22146,1300 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114030.41732,10073768.9646
3435,22147,1300 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114044.42188,10073819.2450
3436,22148,1300 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114054.34608,10073849.2574
3437,22149,1300 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114061.36115,10073871.8912
3438,22150,1300 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),13,16,Fair,ROW,,3114065.37099,10073889.0673
3439,22151,1300 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),11,16,Fair,ROW,,3114074.20037,10073918.0824
3440,22152,1400 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114113.55856,10074016.1297
3441,22153,1400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,15,32,Good,ROW,,3114120.14483,10074037.2678
3442,22154,1400 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,10,Poor,ROW,,3114137.66087,10074091.8661
3443,22155,1400 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),12,12,Poor,ROW,,3114141.02077,10074104.9800
3444,22156,1400 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,10,Poor,ROW,,3114144.45777,10074117.5935
3445,22157,1400 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,12,Fair,ROW,,3114165.15392,10074194.9096
3446,22158,1500 GUADALUPE ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,12,Fair,ROW,,3114223.62461,10074371.4155
3447,22159,1500 GUADALUPE ST,Stump,Stump,9,0,Stump,ROW,,3114275.13894,10074599.3746
3448,22160,1500 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114282.89614,10074624.4412
3449,22161,1600 GUADALUPE ST,Trachycarpus fortunei,Windmill Palm,5,5,Good,ROW,,3114315.81537,10074733.9941
3450,22162,1600 GUADALUPE ST,Washingtonia robusta,Mexican Fan Palm,8,10,Good,ROW,,3114313.56931,10074726.9738
3451,22163,1600 GUADALUPE ST,Carya illinoinensis,Pecan,12,25,Fair,ROW,,3114307.53619,10074707.9322
3452,22164,1600 GUADALUPE ST,Catalpa speciosa,Western Catalpa,13,32,Fair,ROW,,3114307.19662,10074703.8964
3453,22165,1600 GUADALUPE ST,Catalpa speciosa,Western Catalpa,18,40,Good,ROW,,3114318.48039,10074739.0223
3454,22166,1600 GUADALUPE ST,Carya illinoinensis,Pecan,15,32,Fair,ROW,,3114342.89110,10074816.3027
3455,22167,1600 GUADALUPE ST,Celtis laevigata,Sugarberry,13,35,Good,ROW,,3114337.85535,10074797.4490
3456,22168,1600 GUADALUPE ST,Carya illinoinensis,Pecan,11,30,Good,ROW,,3114332.63390,10074784.1279
3457,22169,1600 GUADALUPE ST,Washingtonia robusta,Mexican Fan Palm,8,9,Good,ROW,,3114328.16508,10074772.4343
3458,22170,1600 GUADALUPE ST,Trachycarpus fortunei,Windmill Palm,5,5,Good,ROW,,3114326.05222,10074762.4255
3459,22171,1600 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114355.42126,10074864.7288
3460,22172,1600 GUADALUPE ST,Ilex vomitoria,Yaupon,5,9,Fair,ROW,,3114372.30312,10074920.2136
3461,22173,1600 GUADALUPE ST,Ilex vomitoria,Yaupon,5,9,Good,ROW,,3114375.31919,10074929.5899
3462,22174,1600 GUADALUPE ST,Ilex vomitoria,Yaupon,8,10,Good,ROW,,3114379.34543,10074943.3671
3463,22175,1615 GUADALUPE ST,Quercus virginiana,Southern Live Oak,24,37,Good,Private,,3114465.09755,10074930.8540
3464,22176,1700 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114399.66986,10075019.4430
3465,22177,1700 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114416.77350,10075069.2103
3466,22178,1700 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114422.57828,10075096.4311
3467,22179,1700 GUADALUPE ST,Celtis laevigata,Sugarberry,19,27,Poor,ROW,,3114436.63009,10075133.3368
3468,22180,1700 GUADALUPE ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3114456.36725,10075208.6831
3469,22181,1700 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114474.42102,10075275.3943
3470,22182,1800 GUADALUPE ST,Fraxinus berlandieriana,Mexican Ash,14,28,Good,ROW,,3114517.12008,10075404.0955
3471,22183,1800 GUADALUPE ST,Fraxinus berlandieriana,Mexican Ash,20,35,Good,ROW,,3114535.18074,10075458.6446
3472,22184,1800 GUADALUPE ST,Fraxinus berlandieriana,Mexican Ash,21,32,Good,ROW,,3114539.19058,10075474.1390
3473,22185,400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,5,15,Good,ROW,,3113093.77090,10070579.5484
3474,22186,400 GUADALUPE ST,Quercus virginiana,Southern Live Oak,5,16,Fair,ROW,,3113101.00054,10070599.8570
3475,22187,400 GUADALUPE ST,Quercus shumardii,Shumard Oak,5,17,Fair,ROW,,3113109.09042,10070638.0660
3476,22188,400 GUADALUPE ST,Quercus shumardii,Shumard Oak,7,22,Fair,ROW,,3113117.54185,10070665.0502
3477,22189,400 W 3RD ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112859.84617,10070109.6664
3478,22190,400 W 3RD ST,Sophora secundiflora,Texas Mountain Laurel,5,8,Fair,ROW,,3112840.40395,10070115.9564
3479,22191,400 W 3RD ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112805.07495,10070125.3334
3480,22192,400 W 3RD ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112774.62160,10070135.7753
3481,22193,400 W 3RD ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112709.34319,10070153.7090
3482,22194,400 W 3RD ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112633.05824,10070175.5105
3483,22195,100 GUADALUPE ST,Quercus shumardii,Shumard Oak,9,25,Good,ROW,,3112756.62984,10069668.5833
3484,22196,100 GUADALUPE ST,Quercus shumardii,Shumard Oak,7,23,Fair,ROW,,3112751.22926,10069645.1565
3485,22197,200 GUADALUPE ST,Quercus polymorpha,Monterey Oak,6,20,Excellent,ROW,,3112871.25887,10069851.7536
3486,22198,200 GUADALUPE ST,Quercus polymorpha,Monterey Oak,6,17,Good,ROW,,3112864.12109,10069829.8248
3487,22199,200 GUADALUPE ST,Quercus polymorpha,Monterey Oak,7,22,Excellent,ROW,,3112856.67426,10069807.0604
3488,22200,200 GUADALUPE ST,Quercus polymorpha,Monterey Oak,6,17,Good,ROW,,3112852.84520,10069788.3160
3489,22201,200 GUADALUPE ST,Quercus polymorpha,Monterey Oak,5,16,Good,ROW,,3112845.53616,10069763.7662
3490,22202,100 GUADALUPE ST,Quercus shumardii,Shumard Oak,9,28,Fair,ROW,,3112738.55442,10069603.2363
3491,22203,100 GUADALUPE ST,Quercus shumardii,Shumard Oak,8,28,Good,ROW,,3112745.76470,10069624.1900
3492,22204,100 GUADALUPE ST,Quercus shumardii,Shumard Oak,9,28,Fair,ROW,,3112725.73259,10069562.7289
3493,22205,100 GUADALUPE ST,Quercus shumardii,Shumard Oak,10,28,Fair,ROW,,3112694.98298,10069477.1667
3494,22206,100 GUADALUPE ST,Quercus shumardii,Shumard Oak,10,32,Fair,ROW,,3112688.88850,10069454.4870
3495,22207,200 GUADALUPE ST,Quercus polymorpha,Monterey Oak,6,18,Good,ROW,,3112892.37694,10069920.8039
3496,22208,600 GUADALUPE ST,Quercus virginiana,Southern Live Oak,9,25,Good,ROW,,3113257.82831,10071168.1413
3497,22209,600 GUADALUPE ST,Quercus virginiana,Southern Live Oak,9,23,Good,ROW,,3113271.11339,10071209.0586
3498,22210,600 GUADALUPE ST,Quercus virginiana,Southern Live Oak,9,25,Good,ROW,,3113279.61567,10071242.0050
3499,22211,600 GUADALUPE ST,Quercus virginiana,Southern Live Oak,8,23,Good,ROW,,3113289.71211,10071273.8888
3500,22212,600 GUADALUPE ST,Quercus virginiana,Southern Live Oak,8,20,Good,ROW,,3113300.34004,10071313.7434
3501,22213,600 GUADALUPE ST,Quercus virginiana,Southern Live Oak,9,25,Good,ROW,,3113308.84232,10071349.3470
3502,22214,800 GUADALUPE ST,Liquidambar styraciflua,American Sweet Gum,12,32,Fair,ROW,,3113457.01525,10071798.1339
3503,22215,800 GUADALUPE ST,Liquidambar styraciflua,American Sweet Gum,11,30,Fair,ROW,,3113456.49524,10071787.7599
3504,22216,300 W 8TH ST,Prunus caroliniana,Carolina Laurel Cherry,9,25,Poor,ROW,,3113700.77559,10071712.4861
3505,22217,300 W 8TH ST,Prunus caroliniana,Carolina Laurel Cherry,7,20,Good,ROW,,3113689.01380,10071716.2213
3506,22218,300 W 8TH ST,Prunus caroliniana,Carolina Laurel Cherry,6,15,Poor,ROW,,3113677.64801,10071718.1199
3507,22219,300 W 8TH ST,Prunus caroliniana,Carolina Laurel Cherry,8,18,Poor,ROW,,3113652.73894,10071725.4992
3508,22220,300 W 8TH ST,Prunus caroliniana,Carolina Laurel Cherry,10,18,Fair,ROW,,3113627.12055,10071732.7340
3509,22221,300 W 8TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113515.95378,10071769.0430
3510,22222,300 W 8TH ST,Stump,Stump,9,0,Stump,ROW,,3113488.65101,10071777.8636
3511,22223,300 W 8TH ST,Liquidambar styraciflua,American Sweet Gum,14,35,Fair,ROW,,3113466.79607,10071783.5916
3517,22229,1500 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114270.04020,10074575.7398
3518,22230,1500 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114235.77550,10074458.8428
3519,22231,1500 GUADALUPE ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3114221.40152,10074413.8261
3520,22232,1500 GUADALUPE ST,Quercus virginiana,Southern Live Oak,12,23,Good,ROW,,3114156.76516,10074404.5401
3521,22233,1500 GUADALUPE ST,Quercus virginiana,Southern Live Oak,12,25,Fair,ROW,,3114165.95281,10074435.8179
3522,22234,1500 GUADALUPE ST,Quercus virginiana,Southern Live Oak,6,17,Fair,ROW,,3114175.43212,10074474.0514
3523,22235,1308 WEST AVE,Ulmus crassifolia,Cedar Elm,20,35,Good,Private,,3112369.44853,10074392.5004
3524,22236,1301 SHOAL CREEK BLVD,Quercus fusiformis,Escarpment Live Oak,35,42,Good,Park,Austin Recreation Center,3112316.17107,10074553.0781
3525,22237,1301 SHOAL CREEK BLVD,Ulmus crassifolia,Cedar Elm,22,52,Poor,Park,Austin Recreation Center,3112313.35481,10074533.6851
3526,22238,1308 WEST AVE,Quercus fusiformis,Escarpment Live Oak,20,40,Poor,Private,,3112398.20897,10074519.0444
