TAG,PTAG,ALTITUDE,SLOPE,SpeciesCode,PSI50,SAWP,NCI,nb_count,nb_richness,nb_mix,SPEI_12_Oct,Initial_year
t123130010808,p123130,224.38,44.12,21,-4.321994171,0.6480687338213353,0.031581774252593,8,0,21,0.67536,2013
t123130010808,p123130,224.38,44.12,21,-4.321994171,2.362690411339191,0.02716115618838493,7,0,21,1.58454,2014
t123121011411,p123121,240.81,52.66,12,-6.602923907,2.3720246276313985,0.04970178930114995,5,2,12_18_32,1.44876,2011
t123121011411,p123121,240.81,52.66,12,-6.602923907,1.2080898111663136,0.07843137253531307,5,2,12_18_32,-0.29015,2012
t123121011411,p123121,240.81,52.66,12,-6.602923907,1.816738046132946,0.06907137377399604,4,2,12_18_32,0.67536,2013
t123121011411,p123121,240.81,52.66,12,-6.602923907,2.4781354507603055,0.05938994008166425,4,2,12_18_32,1.58454,2014
t123121011411,p123121,240.81,52.66,12,-6.602923907,0.22097593704418964,0.2424242420734877,4,1,9_12,-1.51947,2010
t123121011411,p123121,240.81,52.66,12,-6.602923907,2.8613152495689227,0.08068329316205121,3,1,12_32,1.38172,2015
t123121011312,p123121,239.63,52.81,12,-6.602923907,3.1252139880750907,0.09727626466276532,3,1,12_18,-1.51947,2010
t123121011312,p123121,239.63,52.81,12,-6.602923907,0.8301370577348465,0.1373983739660665,4,1,12_18,1.44876,2011
t123121011312,p123121,239.63,52.81,12,-6.602923907,1.8027308809411715,0.22950108453135828,4,1,12_18,-0.29015,2012
t123121011312,p123121,239.63,52.81,12,-6.602923907,2.0023751619390446,0.35773340111679336,3,1,12_18,0.67536,2013
t123121011312,p123121,239.63,52.81,12,-6.602923907,1.367712827355115,0.38227765817292536,3,1,12_18,1.58454,2014
t123121011312,p123121,239.63,52.81,12,-6.602923907,2.685175223134922,0.341454119775914,3,1,12_18,1.38172,2015
t123121011213,p123121,237.32,51.7,18,-1.672887281,1.4896460996949301,1.3554216872691105,6,2,9_12_18,-1.51947,2010
t123121011213,p123121,237.32,51.7,18,-1.672887281,0.9347484878880858,3.917266187307367,3,1,12_18,1.44876,2011
t123121011213,p123121,237.32,51.7,18,-1.672887281,0.5232697213372158,2.0876288661248523,2,1,12_18,-0.29015,2012
t123121011213,p123121,237.32,51.7,18,-1.672887281,0.7184360118166986,1.6097109831135121,2,1,12_18,0.67536,2013
t123121011213,p123121,237.32,51.7,18,-1.672887281,1.036482804982532,1.3967077602750224,2,1,12_18,1.58454,2014
t123121011213,p123121,237.32,51.7,18,-1.672887281,1.1967099424593246,1.2706089250315296,2,1,12_18,1.38172,2015
t123121010912,p123121,233.35,49.06,18,-1.672887281,1.3749907208825067,0.6123188405078381,3,1,12_18,-1.51947,2010
t123121010912,p123121,233.35,49.06,18,-1.672887281,1.3997610499400823,6.8681318648415255,5,1,12_18,1.44876,2011
t123121010912,p123121,233.35,49.06,18,-1.672887281,1.5256791329391917,14.41176470403197,2,1,12_18,-0.29015,2012
t123121010912,p123121,233.35,49.06,18,-1.672887281,1.250509480622014,28.125000001865097,2,1,12_18,0.67536,2013
t123121010912,p123121,233.35,49.06,18,-1.672887281,1.074683021891588,13.68999999896231,2,1,12_18,1.58454,2014
t123121010912,p123121,233.35,49.06,18,-1.672887281,0.923081581093088,13.867504053216736,2,1,12_18,1.38172,2015
t123121010909,p123121,232.6,50.33,9,-4.366872882,1.3390846697542895,1.5625000029841554,1,1,18,-1.51947,2010
t123121010909,p123121,232.6,50.33,9,-4.366872882,1.6623338774827934,2.382352935889663,3,1,9_12,1.44876,2011
t123121010909,p123121,232.6,50.33,9,-4.366872882,2.209795238344004,2.2403100768231186,3,1,9_12,-0.29015,2012
t123121010909,p123121,232.6,50.33,9,-4.366872882,2.5553658961563834,3.6466876971672186,2,1,12,0.67536,2013
t123121010909,p123121,232.6,50.33,9,-4.366872882,0.8152423750887197,1.9144658378722583,2,1,12,1.58454,2014
t123121010909,p123121,232.6,50.33,9,-4.366872882,3.143937584195896,1.389484673214826,2,1,12,1.38172,2015
t123121010711,p123121,230.02,44.04,18,-1.672887281,1.8353185187032734,5.764705871779325,2,1,12,-1.51947,2010
t123121010711,p123121,230.02,44.04,18,-1.672887281,1.6746316185579793,47.368421069913786,3,1,12,1.44876,2011
t123121010711,p123121,230.02,44.04,18,-1.672887281,0.6528455579526479,156.2500001392606,1,1,12,-0.29015,2012
t123121010711,p123121,230.02,44.04,18,-1.672887281,0.39379564344583695,69.09765618981177,1,1,12,0.67536,2013
t123121010711,p123121,230.02,44.04,18,-1.672887281,1.1498432073441207,33.28402367135841,1,1,12,1.58454,2014
t123121010711,p123121,230.02,44.04,18,-1.672887281,0.16387361045553217,21.065746220654358,1,1,12,1.38172,2015
t123121010709,p123121,229.3,45.57,18,-1.672887281,0.39194486718986976,1.4411764679448313,2,2,9_12,-1.51947,2010
t123121010709,p123121,229.3,45.57,18,-1.672887281,1.4165517860556147,0.5617977524633928,4,2,9_12,1.44876,2011
t123121010709,p123121,229.3,45.57,18,-1.672887281,0.48341743332366033,0.4688995214523993,4,2,9_12,-0.29015,2012
t123121010709,p123121,229.3,45.57,18,-1.672887281,3.639559508368015,0.3442231075135647,3,2,9_12,0.67536,2013
t123121010709,p123121,229.3,45.57,18,-1.672887281,1.9757341604360044,0.36933686992960313,3,2,9_12,1.58454,2014
t123121010709,p123121,229.3,45.57,18,-1.672887281,0.5387656831695861,0.275042968504386,3,2,9_12,1.38172,2015
t123121010708,p123121,229.08,45.98,9,-4.366872882,0.5605120073006109,1.1519999999918513,3,2,9_12_18,1.44876,2011
t123121010708,p123121,229.08,45.98,9,-4.366872882,0.9115533914041343,0.9352750807767993,3,2,9_12_18,-0.29015,2012
t123121010708,p123121,229.08,45.98,9,-4.366872882,2.849448055344502,1.6994382023926629,2,2,12_18,0.67536,2013
t123121010708,p123121,229.08,45.98,9,-4.366872882,3.3251946344185317,1.2212132221496965,2,2,12_18,1.58454,2014
t123121010708,p123121,229.08,45.98,9,-4.366872882,3.763364785988967,0.510204082109919,1,1,18,-1.51947,2010
t123121010606,p123121,227.49,45.34,9,-4.366872882,2.043310292509131,0.4723947550346813,3,2,9_12_13,1.38172,2015
t123121010606,p123121,227.49,45.34,9,-4.366872882,5.435912492102137,0.20000000056588424,3,1,9_12,-1.51947,2010
t123121010606,p123121,227.49,45.34,9,-4.366872882,4.077274274343748,0.2895927604442931,2,1,9_12,1.44876,2011
t123121010606,p123121,227.49,45.34,9,-4.366872882,1.2597807321672443,0.4667309547208792,2,1,9_12,-0.29015,2012
t123121010606,p123121,227.49,45.34,9,-4.366872882,4.647549156831938,0.4342393286939308,2,1,9_12,0.67536,2013
t123121010606,p123121,227.49,45.34,9,-4.366872882,1.4436233225654476,0.6702220188447986,2,1,9_12,1.58454,2014
t123121010510,p123121,227.23,39.14,12,-6.602923907,0.27461392059788103,0.43315507984251644,4,2,9_12_18,1.44876,2011
t123121010510,p123121,227.23,39.14,12,-6.602923907,1.8951629457731762,0.41296928335802185,5,2,9_12_18,-0.29015,2012
t123121010510,p123121,227.23,39.14,12,-6.602923907,3.251228865972207,0.4406196213100747,4,2,9_12_18,0.67536,2013
t123121010510,p123121,227.23,39.14,12,-6.602923907,5.537049188829147,0.6240796019661891,4,2,9_12_18,1.58454,2014
t123121010510,p123121,227.23,39.14,12,-6.602923907,2.8713315949141465,1.0137403326878092,4,2,9_12_18,1.38172,2015
t123121010510,p123121,227.23,39.14,12,-6.602923907,0.3695416801573416,2.769230777518127,2,0,12,-1.51947,2010
t123121010506,p123121,225.61,42.45,9,-4.366872882,2.621898219716055,0.40322580701470007,3,2,9_12_18,-1.51947,2010
t123121010506,p123121,225.61,42.45,9,-4.366872882,2.291151976555489,0.6666666666666666,4,2,9_12_18,1.44876,2011
